entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
6	0	671	むかしの　しろの　あるじたちは\nにわを　かざるため　フラージェスを\nまねきいれ　はなぞのを　つくらせた。	昔の　城の　主たちは　庭を　飾るため\nフラージェスを　招き入れ\n花園を　作らせた。	Eski çağlarda kale yöneticileri,\narazilerini süsleyecek çiçek bahçeleri\nkurması için Florges'u davet ederdi.	Les châtelains de jadis invitaient les Florges sur leurs terres\net leur confiaient la réalisation de leurs jardins.	Anticamente, i padroni dei castelli ricorrevano al suo aiuto per\nabbellire i loro giardini con tanti fiori diversi.	Die Schlossherren vergangener Zeiten haben Florges\neingeladen, damit diese Blumengärten für sie anlegen,\num so ihre Anwesen zu verschönern.	Los propietarios de los castillos de antaño solían invitar a\nFlorges para que creasen jardines floridos, a fin de decorar\nsus terrenos.	옛 성의 주인은\n정원을 꾸미기 위해 플라제스를\n불러들여 화원을 만들게 했다.
6	0	672	みずと　たいようが　あれば　せなかの\nはっぱで　エネルギーが　つくれるので\nエサを　たべなくても　へいきなのだ。	水と　太陽が　あれば　背中の\n葉っぱで　エネルギーが　作れるので\nエサを　食べなくても　平気なのだ。	Güneş ışığı ve su bulduğu sürece\nyemek yemesi gerekmez; sırtındaki\nyapraklardan enerji üretebilir.	Tant qu’il a de l’eau et du soleil en abondance,\nce Pokémon n’a pas besoin de nourriture. Les feuilles\nsur son dos produisent son énergie par photosynthèse.	Ricava energia dal sole e dall’acqua grazie alle foglie che ha\nsul dorso. In questo modo può sopravvivere anche senza\nmangiare.	Solange es Wasser und Sonnenlicht hat, kann es mit\nden Blättern auf seinem Rücken Energie erzeugen.\nDeswegen kommt es auch ohne Futter zurecht.	Puede generar energía con las hojas que tiene en la espalda\ndisponiendo tan solo de agua y luz solar. Gracias a ello puede\nsobrevivir sin comer.	물과 태양이 있으면 등에 있는\n잎으로 에너지를 만들 수 있어서\n먹이를 먹지 않아도 괜찮다.
6	0	673	さんがくちたいで　せいかつする。\nツノを　ぶつけあう　ちからくらべの\nしょうしゃが　むれの　リーダーだ。	山岳地帯で　生活する。\nツノを　ぶつけ合う　力比べの　勝者が\n群れの　リーダーだ。	Dağlık bölgelerde yaşarlar. Sürünün\nlideri, boynuz tokuşturularak\nyapılan bir mücadeleyle belirlenir.	Ce Pokémon vit dans les régions montagneuses. Le chef\ndu troupeau s’impose à l’issue d’un combat de cornes.	Vive in regioni montuose. Questi Pokémon stabiliscono il\nleader del gruppo confrontandosi a cornate.	Sie leben im Gebirge. Der Herdenanführer wird durch ein\nKräftemessen gewählt, bei dem die Anwärter ihre Hörner\ngegeneinander rammen.	Habita en regiones montañosas. El líder de la manada se\ndecide en una demostración de fuerza en la que los\ncontendientes luchan con los cuernos.	산악 지대에서 생활한다.\n뿔을 서로 부딪쳐서 힘을 겨루어\n승자가 무리의 리더가 된다.
6	0	674	いっしょうけんめい　こわい　かおで\nあいてを　にらみつけるが　あたまを\nなでられると　つい　にやけてしまう。	一生懸命　怖い　顔で　相手を\nにらみつけるが　頭を　なでられると\nつい　にやけてしまう。	Korkutucu bakmak ve sert bir yüz takınmak için elinden\ngeleni yapar; ama başı okşanınca gülümsemeden duramaz.	Il fait de son mieux pour avoir un air patibulaire, mais il sourit\nbéatement dès qu’on lui caresse la tête.	Ce la mette tutta per intimorire i nemici con uno sguardo\ntruce, ma appena qualcuno gli accarezza la testa, diventa\nun tenerone.	Es gibt alles, um ein finsteres Gesicht zu machen und\nsein Gegenüber böse anzustarren, aber wenn es am\nKopf gestreichelt wird, muss es unwillkürlich grinsen.	Se desvive tratando de fulminar a su rival con una mirada\naterradora, pero en cuanto le acarician la cabeza, no puede\nevitar sonreír de oreja a oreja.	무서운 얼굴로 열심히\n상대를 노려보지만 머리를\n쓰다듬어주면 금방 해죽거린다.
6	0	675	こうげきを　うけても　ひるまずに\nとっしんして　でんちゅうを　へしおる\nパワーの　わんりょくで　ぶちのめす。	攻撃を　受けても　ひるまずに　突進して\n電柱を　へし折る\nパワーの　腕力で　ぶちのめす。	Aldığı darbelere aldırmadan çılgınca\nileri atılıp rakibine çarpar. Kolları bir\ntelefon direğini kıracak kadar güçlüdür.	Il encaisse les attaques de plein fouet sans même tiquer\net il poursuit sa route. Il étale ses ennemis d’un coup de patte\ncapable de briser un poteau électrique.	Quando lotta, avanza impetuosamente senza curarsi dei colpi\nnemici. Le sue braccia sono talmente forti che potrebbe\nspezzare in due un palo della luce.	Es greift mit mächtigen Armen an, die so stark sind,\ndass sie Strommasten wie Streichhölzer umknicken\nkönnen. Gegenangriffe steckt es unbeeindruckt ein.	No se arredra ante los ataques y embiste con una fuerza tan\nabrumadora que sería capaz de derribar un robusto poste\ntelefónico de hormigón.	공격을 받아도 풀죽지 않고\n돌진하며 전신주도 부러뜨리는\n파워의 완력으로 때려눕힌다.
6	0	676	おおむかしの　カロスちほうでは\nおうさまを　ごえいする　やくめを\nあたえられた　ポケモン。	大昔の　カロス地方では\n王様を　護衛する　役目を\n与えられた　ポケモン。	Geçmişte Kalos bölgesinde bu Pokémonlar kralın\nözel muhafızları olarak görevlendirilirdi.	Il y a fort longtemps dans la région de Kalos, ce Pokémon fut\nle gardien des rois et des reines.	Nell’antica Kalos, questo Pokémon aveva il compito di\nproteggere i re.	Vor langer Zeit wurde dieses Pokémon in der Kalos-Region\nals Leibgarde des Königs eingesetzt.	Antiguamente, estos Pokémon desempeñaban el cometido de\nguardián del rey en la región de Kalos.	먼 옛날 칼로스지방에서\n왕을 호위하는 역할을\n맡았던 포켓몬이다.
6	0	677	１００メートルいないの　ものを\nふきとばす　ほどの　サイコパワーを\nうまく　コントロール　できないのだ。	１００メートル以内の　ものを\n吹き飛ばす　ほどの　サイコパワーを\nうまく　コントロール　できないのだ。	Yaklaşık 90 metre çevresindeki her şeyi\nhavaya uçuracak kadar psişik enerjiye\nsahiptir, ama bu gücü kontrol edemez.	Il a quelques difficultés à contrôler son pouvoir psychique.\nGrâce à celui-ci, il peut projeter en l’air tous les objets\ndans un rayon de 100 m.	Controlla a fatica un potere psichico enorme, in grado di\nscaraventare in aria oggetti nel raggio di 100 m.	Es verfügt zwar über genug Psycho-Kräfte, um Objekte in\neinem Umkreis von 100 m wegzublasen, aber es kann sie\nnoch nicht gut kontrollieren.	Posee poderes psíquicos suficientes para lanzar por los aires\nobjetos situados en un radio de 100 metros, pero carece de\npericia para controlarlos.	100m 이내에 있는 것을\n날려버릴 정도의 사이코 파워를\n잘 컨트롤하지 못한다.
6	0	678	みみの　うちがわの　めだまもようから\nサイコパワーを　だすが　あまりにも\nきょうりょくなので　ふさいでいる。	耳の　内側の　目玉模様から\nサイコパワーを　出すが\nあまりにも　強力なので　ふさいでいる。	Kulaklarının içindeki göz desenlerinden psişik enerji yayılır. Gücü çok büyük olduğu için bu desenleri sıkıca kapalı tutar.	Les motifs en forme d’yeux à l’intérieur de ses oreilles\némettent une force psychique tellement puissante qu’il est\ncontraint de les garder couverts.	I motivi a forma di occhio all’interno delle orecchie sono la\nfonte del suo potere psichico. Li tiene coperti per controllarne\nl’immensa potenza.	Über das Augenmuster auf der Innenseite seiner Ohren setzt\nes seine Psycho-Kräfte frei. Da diese aber viel zu stark sind,\nhält es das Muster bedeckt.	Las marcas en forma de ojos que tiene en las orejas emiten\npoderes psíquicos, pero su potencia es tan avasalladora que\nlas mantiene tapadas.	귀 안쪽의 눈알 모양에서\n사이코 파워를 내지만\n너무나도 강력하여 귀를 막고 있다.
6	0	679	つるぎの　つかを　にぎった　ひとの\nうでに　あおい　ぬのを　まきつけて\nたおれるまで　いのちを　すいとる。	剣の　柄を　握った　人の　腕に\n青い　布を　巻きつけて\n倒れるまで　命を　吸い取る。	Biri kabzasını tutmaya kalkarsa mavi\nbezini o kişinin koluna dolar ve yaşam\nenerjisini son damlasına kadar emer.	Si quelqu’un s’aventure à l’empoigner, il enroule son étoffe\nbleue autour du bras de l’infortuné et aspire son énergie vitale\njusqu’à ce que ce dernier s’écroule.	Avvolge il drappo blu attorno al braccio di chiunque si azzardi\na impugnarne l’elsa e assorbe la sua energia fino a fargli\nperdere i sensi.	Es wickelt ein blaues Tuch um den Arm von Menschen,\ndie seinen Schwertgriff ergreifen, und absorbiert deren\nLebensenergie, bis sie zusammenbrechen.	Si alguien osa empuñarlo, se enrolla en el brazo del\ndesafortunado con su paño azul y le absorbe toda la energía\nhasta que pierde el sentido.	검의 자루를 잡은 사람의\n팔에 파란 천을 감아서\n쓰러질 때까지 목숨을 빨아들인다.
6	0	680	２ほんの　つるぎによる　ふくざつな\nれんぞく　こうげきを　ふせぐことは\nけんの　たつじんでも　ふかのうだ。	２本の　剣による\n複雑な　連続攻撃を　防ぐことは\n剣の　達人でも　不可能だ。	İki kılıcının karmaşık saldırı düzeni,\nkılıç kullanmakta usta bir rakibin\nbile karşı koyamayacağı kadar güçlüdür.	Même les sabreurs chevronnés sont incapables de parer\nles assauts continus et complexes menés de concert\npar ces deux épées.	I fendenti vorticosi e velocissimi delle due spade possono\nmettere in ginocchio anche gli spadaccini più esperti.	Nicht einmal ein Meister des Schwertkampfs kann\nden komplizierten aufeinanderfolgenden Angriffen\nder zwei Schwerter ausweichen.	Ni siquiera el espadachín más ducho conseguiría esquivar los\ncomplejos ataques que encadenan ambas espadas a la vez.	2자루의 검에 의한 복잡한\n연속 공격을 막는 것은\n검의 달인일지라도 불가능하다.
6	0	681	おうの　そしつを　もつ　にんげんを\nみぬくらしい。みとめられた　ひとは\nやがて　おうになると　いわれている。	王の　素質を　持つ　人間を\n見抜くらしい。認められた　人は\nやがて　王になると　言われている。	Doğuştan gelen liderlik niteliğini\nsezebildiği söylenir. Efsaneye göre kabul\nettiği kişi bir gün kral olmaya yazgılıdır.	Il peut déceler les qualités régaliennes dans les âmes\nhumaines. On raconte que celui ou celle qui obtient\nsa faveur deviendra à coup sûr roi ou reine.	Si dice che sia in grado di riconoscere chi possiede le\nqualità per diventare re e che le persone da lui indicate\nsiano effettivamente destinate al trono.	Angeblich erkennt es jene Menschen, die Potenzial zum\nHerrscher haben. Es heißt, von ihm anerkannte Personen\nseien bald darauf Könige geworden.	Al parecer, puede intuir si un humano tiene madera de rey.\nSegún se dice, las personas que obtuvieron su reconocimiento\nacabaron siendo reyes.	왕의 기질을 가진 인간을\n간파하는 듯하다. 인정받은 자는\n이윽고 왕이 된다고 한다.
6	0	682	むかしの　きふじんたちは　こうすいの\nかわりに　このみの　かおりを　だす\nシュシュプを　つれていた。	昔の　貴婦人たちは　香水の　かわりに\n好みの　香りを　出す\nシュシュプを　連れていたという。	Geçmişte saray kadınları parfüm\nyerine, sevdikleri kokuyu etrafa\nyayan bir Spritzee taşırdı.	Par le passé, les femmes de la noblesse ne se parfumaient\npas, mais étaient accompagnées d’un Fluvetin exhalant\nleur parfum favori.	Si dice che nell’antichità, al posto del profumo, le nobildonne\nportassero sempre con loro questo Pokémon, che diffondeva\nla loro fragranza preferita.	In der Vergangenheit hatten vornehme Damen, anstatt Parfüm\nzu benutzen, immer ein Parfi dabei, das ihren Lieblingsduft\nverströmte.	Antaño, las damas de la nobleza llevaban un Spritzee consigo\nque desprendía su aroma preferido, en vez de utilizar un\nperfume convencional.	옛 귀부인들은 향수 대신에\n좋아하는 향을 내는\n슈쁘를 데리고 다녔다.
6	0	683	においが　つよすぎるため\nよほど　すきな　トレーナーでなければ\nつれて　あるくのは　キツイのだ。	においが　強すぎるため\nよほど　好きな　トレーナーでなければ\n連れて　歩くのは　キツイのだ。	Kokusu o kadar baskındır ki, bu kokuyu\ngerçekten sevmeyen bir Eğitmenin\nonun yanında yürümesi bile zordur.	Son parfum est tellement capiteux qu’un Dresseur n’appréciant\npas pleinement son odeur aura toutes les difficultés du monde\nà cheminer à ses côtés.	Emette un profumo intensissimo. Se un Allenatore non è un\nassoluto estimatore di quel particolare aroma, avrà grosse\ndifficoltà anche solo a stargli vicino.	Sein Duft ist so stark, dass es für einen Trainer, der seinen\nDuft nicht mag, schwer ist, es an seiner Seite zu haben.	La fragancia que despide es tan potente que solo podría\ncaminar a su lado un Entrenador que tenga especial\npredilección por ese aroma.	향기가 지나치게 강하기 때문에\n어지간히 좋아하는 트레이너가 아니면\n데리고 다니기 힘들다.
