entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
49	0	42	ツ・ル・ギ・ノ・マ・イ！\c\nソウルフル　ナ　ダンス　デ\nメリメリ　ポケモン　パワーアップ！\c\nマサニ　ミー　ノ\nメザス　カラテロード　ソノモノ！	ツ・ル・ギ・ノ・マ・イ！\c\nソウルフル　ナ　ダンス　デ\nメリメリ　ポケモン　パワーアップ！\c\nマサニ　ミー　ノ\nメザス　カラテロード　ソノモノ！	Kılıç Dansı!\c\nRuhunu dansa katıp Pokémonun gücünü yükseltirsin!\c\nBenim aradığım karate yolu işte bu!	Danse-Lames, yo !\nLa combi d’la *Dance* et d’la *Soul*, t’entends ?\c\nAvec ça, tu vas booster l’Attaque de tes Pokémon, yo !\c\nC’est la voie qu’j’ai choisie, t’entends ?\nLa voie du karaté et du rap, yo !	Dan-za-spa-da! \c\nAumenta la potenza di un Pokémon\ncon una danza appassionata!\c\nRappresenta perfettamente la via del karate\nche ho scelto di percorrere!	S-C-H-W-E-R-T-T-A-N-Z!\c\nMit einem soulfullen Dance goes the Party\nand the Angriffs-Wert von deinen Pokémon voll ab!\c\nDas ist mein Karate-Way-Of-Life!\nOh yeah!	¡Esto ser Danza Espada!\c\nTú utilizar y tu Pokémon fuerte. ¡Muy fuerte!\n¡Fuerte como disciplina de kárate que yo cultivar!	칼・춤!\c\n소울풀한 댄스로\n많이 많이 포켓몬 파워업!\c\n진정 미가 바라는\n태권도의 길 그 자체!
49	0	43	[~ 43]	[~ 43]	[VAR BDFF]+	[~ 43]	[~ 43]	[~ 43]	[~ 43]	[~ 43]
49	0	44	[~ 44]	[~ 44]	[VAR BDFF],	[~ 44]	[~ 44]	[~ 44]	[~ 44]	[~ 44]
49	0	45	みえない　なにかが　いるようだ	見えない　なにかが　いるようだ	Yolunuzda görünmez bir engel var.	Quelque chose d’invisible bloque le passage…	Sembra che qui ci sia qualcosa...	Etwas Unsichtbares blockiert den Weg.	Algo invisible corta el paso...	보이지 않는 무언가가 있는 것 같다
49	0	46	デボンスコープを　つかいますか？	デボンスコープを　使いますか？	Devon Görüş Cihazını kullanmak ister misin?	Voulez-vous utiliser le Devon Scope ?	Vuoi usare il Devonscopio?	Willst du das Devon-Scope einsetzen?	¿Quieres usar el Detector Devon?	데봉스코프를 사용하겠습니까?
49	0	47	[VAR 0100(0000)]は\nデボンスコープを　みにつけた！	[VAR 0100(0000)]は\nデボンスコープを　身につけた！	[VAR 0100(0000)] Devon Görüş Cihazını taktı.	[VAR 0100(0000)] s’équipe du Devon Scope.	[VAR 0100(0000)] si mette il Devonscopio!	[VAR 0100(0000)] setzt das Devon-Scope ein.	[VAR 0100(0000)] ha usado el Detector Devon.	[VAR 0100(0000)][VAR 1900(0001)]\n데봉스코프를 착용했다!
49	0	48	とうめいに　なっていた\nポケモンの　すがたが　まるわかりだ！	透明に　なっていた\nポケモンの　姿が　まるわかりだ！	Az önce görünmeyen Pokémon artık çıplak gözle görülebiliyor!	Un Pokémon était caché… Il est maintenant visible !	Il Devonscopio rivela la presenza di un Pokémon!	Ein bisher unsichtbares Pokémon ist sichtbar geworden!	¡Un Pokémon invisible se ha vuelto visible!	투명하게 돼 있던\n포켓몬의 모습을 볼 수 있게 되었다!
49	0	49	ポケモンは\nおどろいて　おそいかかってきた！	ポケモンは\nおどろいて　襲いかかってきた！	Ürken Pokémon saldırdı!	Effrayé, il passe à l’attaque !	Il Pokémon è spaventato e attacca!	Das Pokémon erschrickt und greift an!	¡El Pokémon se ha asustado y te va a atacar!	포켓몬은\n놀라서 덤벼들었다!
50	0	0	ほら！　りゅうこう　さいせんたんの\nこの　シルクのスカーフ　ステキだろ！\c\nおっ　めが　かがやいてるね！\nオレの　センスが　わかるんだな　きみは！\c\nうれしいね！\nこれは　プレゼント　するよ！	ほら！　流行最先端の\nこの　シルクのスカーフ　ステキだろ！\c\nおっ　目が　輝いてるね！\nオレの　センスが　わかるんだな　君は！\c\nうれしいね！\nこれは　プレゼント　するよ！	Şuna bir bak! Bu bir İpek Eşarp; modanın son noktası!\c\nAa, gözlerin parladı! Demek tarzımı beğendin.\c\nNe hoş! Al, bu senin olsun.	Regarde-moi cette merveille !\c\nC’est un Mouchoir Soie à la dernière mode !\c\nCette lueur dans tes yeux…\nJe vois bien que tu aimes mon style…\c\nÇa me fait plaisir.\nTiens, je te le donne !	Questo indumento dà un tocco di classe!\c\nÈ una Sciarpa Seta, un capo\nall’ultimissima moda, te l’assicuro!\c\nAh, vedo che ti brillano già gli occhi!\c\nApprezzi la mia eleganza allora,\nne sono molto felice!\c\nEcco a te, desidero che sia tu ad averla!	Schau dir das mal an!\c\nDas ist ein Seidenschal, der letzte Schrei!\c\nOh, deine Augen fangen ja förmlich an zu funkeln!\nDu magst meinen Stil, nicht wahr?\c\nHihi, das freut mich! Hier, das schenke ich dir!	¡Recrea la vista en esto!\c\nEs un Pañuelo Seda. Es lo último de lo último.\nUna preciosidad.\c\nAjá, ya veo que te gusta...\n¡Te brillan los ojos y todo!\c\n¡Me has caído bien! ¡Toma, te lo voy a dar!	이게 바로! 요즘 가장 유행하는 실크스카프!\n어때? 정말 멋지지?!\c\n오! 흥미가 생긴 모양이지?\n내 센스를 알아주는구나 너는!\c\n정말 고마워!\n이건 선물로 줄게!
50	0	1	[~ 1]	[~ 1]	[VAR BDFF]	[~ 1]	[~ 1]	[~ 1]	[~ 1]	[~ 1]
50	0	2	シルクのスカーフは　ノーマルタイプの\nわざの　いりょくを　あげてくれる！\c\nほとんどの　ポケモンに　にあう\nすてきな　スカーフ　ってことだぜ！	シルクのスカーフは　ノーマルタイプの\nわざの　威力を　上げてくれる！\c\nほとんどの　ポケモンに　似合う\n素敵なスカーフ　ってことだぜ！	İpek Eşarp, Normal tipi hamlelerin gücünü artırır.\c\nNeredeyse her Pokémona yakışan harika bir eşarptır!	Le Mouchoir Soie augmente la puissance\ndes attaques de type Normal.\c\nEn d’autres termes, il met presque tous\nles Pokémon en valeur !	La Sciarpa Seta aumenta la potenza\ndelle mosse di tipo Normale.\c\nÈ un capo meraviglioso che sta bene\na quasi tutti i Pokémon!	Ein Seidenschal steigert die Stärke\nvon Normal-Attacken.\c\nDieser wunderbare Schal passt einfach\nzu fast allen Pokémon!	El Pañuelo Seda aumenta la potencia de los\nmovimientos de tipo Normal.\c\nEs un pañuelo maravilloso que sienta de miedo\na casi cualquier Pokémon.	실크스카프는 노말타입 기술의\n위력을 높여주지!\c\n대부분의 포켓몬에게 어울리는\n멋진 스카프야!
50	0	3	へえ！　きみ　うみを　こえて\nわざわざ　ムロまで　きたの！\c\nもしかして　トウキさんの　うわさを　きいて\nあいに　きたんじゃない？\c\nトウキさん　かっこよくて\nみんなが　あこがれるもんな！	へえ！　きみ　海を越えて\nわざわざ　ムロまで　来たの！\c\nもしかして　トウキさんの　うわさを　聞いて\n会いに　来たんじゃない？\c\nトウキさん　かっこよくて\nみんなが　あこがれるもんな！	Vay! Çiygeçit'e gelmek için denizi aştın demek.\c\nBrawly'yi duyup mu geldin?\c\nÇok havalıdır; burada herkes ona hayran.	Ouah, tu as traversé la mer pour venir à Myokara ?\c\nTu as sans doute entendu parler de Bastien.\nIl est super cool, tout le monde l’adore.	Ehi, hai affrontato la traversata\nsolo per visitare Bluruvia?\c\nSei forse qui perché hai\nsentito parlare di Rudi?\c\nÈ un mito vivente... temuto da tutti!	Wow, du hast die lange Reise über das Meer\nauf dich genommen, um nach Faustauhaven\r\nzu gelangen?\c\nBist du hier, weil du von Kamillo gehört hast?\nEr ist sooo cool...\c\nEr ist ein Idol für jeden!	¡Guau! ¿Has cruzado todo el mar para venir\na Azuliza?\c\n¿Has venido aquí porque has oído hablar de\nMarcial?\c\nEs tan guay... Todos lo veneran.	우와! 일부러 바다를 건너서\n무로마을까지 왔구나!\c\n혹시 철구님의 소문을 듣고\n만나러 온 거야?\c\n철구님은 정말 멋있어서\n모두가 동경하잖아!
51	0	0	[~ 0]	[~ 0]	[VAR BDFF]	[~ 0]	[~ 0]	[~ 0]	[~ 0]	[~ 0]
51	0	1	[~ 1]	[~ 1]	[VAR BDFF]	[~ 1]	[~ 1]	[~ 1]	[~ 1]	[~ 1]
51	0	2	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　スクール」よね！\c\n「[VAR 0109(0000)]　スクール」の　ない\nせいかつ　なんか　かんがえられない！	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　スクール」よね！\c\n「[VAR 0109(0000)]　スクール」の　ない\n生活なんか　考えられない！	Bu aralar herkes [VAR 0109(0000)] okulları konuşuyor!\c\nOnlarsız bir hayat düşünemiyorum!	Le truc qui cartonne en ce moment, c’est la fameuse\nacadémie [VAR 1406(0000)][VAR 0109(0000)] !\c\nSans rire, je ne sais pas comment on peut vivre sans.	Sai qual è l’ultima moda?\nL’Accademia [VAR 1504(0000)][VAR 0109(0000)]!\c\nChe vita sarebbe senza\nl’Accademia [VAR 1504(0000)][VAR 0109(0000)]?	Zurzeit sind Schulen mit dem Schwerpunkt\n„[VAR 1001][VAR 0109(0000)]“ ganz besonders angesagt!\c\nIch könnte mir ein Leben ohne sie gar nicht vorstellen!	¿Qué es lo que está de moda? ¡Pues las escuelas de\n[VAR 1001][VAR 0109(0000)], claro!\c\n¡No puedo imaginarme lo que sería la vida sin escuelas\nde [VAR 1001][VAR 0109(0000)]!	요즘 유행하는 게 뭐냐고 하면 당연히\n“[VAR 0109(0000)] 스쿨”이지!\c\n“[VAR 0109(0000)] 스쿨”이 없는\n생활은 상상이 안 돼!
51	0	3	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　パーティ」よね！\c\n「[VAR 0109(0000)]　パーティ」の　ない\nせいかつ　なんか　かんがえられない！	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　パーティ」よね！\c\n「[VAR 0109(0000)]　パーティ」の　ない\n生活なんか　考えられない！	Bu aralar herkes [VAR 0109(0000)] partileri konuşuyor!\c\nOnlarsız bir hayat düşünemiyorum!	Le truc qui cartonne en ce moment, c’est la fameuse\nfête [VAR 1406(0000)][VAR 0109(0000)] !\c\nSans rire, je ne sais pas comment on peut vivre sans.	Sai qual è l’ultima moda?\nLa Festa [VAR 1504(0000)][VAR 0109(0000)]!\c\nChe vita sarebbe senza\nla Festa [VAR 1504(0000)][VAR 0109(0000)]?	Zurzeit sind Partys mit dem Motto\n„[VAR 1001][VAR 0109(0000)]“ ganz besonders angesagt!\c\nIch könnte mir ein Leben ohne sie gar nicht vorstellen!	¿Qué es lo que está de moda? ¡Pues las fiestas de\n[VAR 1001][VAR 0109(0000)], claro!\c\n¡No puedo imaginarme lo que sería la vida sin fiestas\nde [VAR 1001][VAR 0109(0000)]!	요즘 유행하는 게 뭐냐고 하면 당연히\n“[VAR 0109(0000)] 파티”지!\c\n“[VAR 0109(0000)] 파티”가 없는\n생활은 상상이 안 돼!
51	0	4	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　マスター」よね！\c\n「[VAR 0109(0000)]　マスター」の　ない\nせいかつ　なんか　かんがえられない！	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　マスター」よね！\c\n「[VAR 0109(0000)]　マスター」の　ない\n生活なんか　考えられない！	Bu aralar herkes [VAR 0109(0000)] ustaları konuşuyor!\c\nOnlarsız bir hayat düşünemiyorum!	Le truc qui cartonne en ce moment, c’est le fameux\nmaître [VAR 1406(0000)][VAR 0109(0000)] !\c\nSans rire, je ne sais pas comment on peut vivre sans.	Sai qual è l’ultima moda?\nIl Maestro di [VAR 1001][VAR 0109(0000)]!\c\nChe vita sarebbe senza\nil Maestro di [VAR 1001][VAR 0109(0000)]?	Zurzeit sind Meister auf dem Gebiet\n„[VAR 1001][VAR 0109(0000)]“ ganz besonders angesagt!\c\nIch könnte mir ein Leben ohne sie gar nicht vorstellen!	¿Qué es lo que está de moda? ¡Pues los expertos en\n[VAR 1001][VAR 0109(0000)], claro!\c\n¡No puedo imaginarme lo que sería la vida sin expertos\nen [VAR 1001][VAR 0109(0000)]!	요즘 유행하는 게 뭐냐고 하면 당연히\n“[VAR 0109(0000)] 마스터”지!\c\n“[VAR 0109(0000)] 마스터”가 없는\n생활은 상상이 안 돼!
51	0	5	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　まつり」よね！\c\n「[VAR 0109(0000)]　まつり」の　ない\nせいかつ　なんか　かんがえられない！	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　まつり」よね！\c\n「[VAR 0109(0000)]　まつり」の　ない\n生活なんか　考えられない！	Bu aralar herkes [VAR 0109(0000)] festivalleri konuşuyor!\c\nOnlarsız bir hayat düşünemiyorum!	Le truc qui cartonne en ce moment, c’est le fameux\nfestival [VAR 1406(0000)][VAR 0109(0000)] !\c\nSans rire, je ne sais pas comment on peut vivre sans.	Sai qual è l’ultima moda?\nIl Festival [VAR 1504(0000)][VAR 0109(0000)]!\c\nChe vita sarebbe senza\nil Festival [VAR 1504(0000)][VAR 0109(0000)]?	Zurzeit sind Feste zum Thema „[VAR 1001][VAR 0109(0000)]“\nganz besonders angesagt!\c\nIch könnte mir ein Leben ohne sie gar nicht vorstellen!	¿Qué es lo que está de moda? ¡Pues los festivales de\n[VAR 1001][VAR 0109(0000)], claro!\c\n¡No puedo imaginarme lo que sería la vida sin festivales\nde [VAR 1001][VAR 0109(0000)]!	요즘 유행하는 게 뭐냐고 하면 당연히\n“[VAR 0109(0000)] 축제”지!\c\n“[VAR 0109(0000)] 축제”가 없는\n생활은 상상이 안 돼!
51	0	6	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　ダンス」よね！\c\n「[VAR 0109(0000)]　ダンス」の　ない\nせいかつ　なんか　かんがえられない！	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　ダンス」よね！\c\n「[VAR 0109(0000)]　ダンス」の　ない\n生活なんか　考えられない！	Bu aralar herkes [VAR 0109(0000)] dansları konuşuyor!\c\nOnlarsız bir hayat düşünemiyorum!	Le truc qui cartonne en ce moment, c’est la fameuse\ndanse [VAR 1406(0000)][VAR 0109(0000)] !\c\nSans rire, je ne sais pas comment on peut vivre sans.	Sai qual è l’ultima moda?\nIl Ballo [VAR 1504(0000)][VAR 0109(0000)]!\c\nChe vita sarebbe senza\nil Ballo [VAR 1504(0000)][VAR 0109(0000)]?	Zurzeit sind Tänze mit der Schrittfolge\n„[VAR 1001][VAR 0109(0000)]“ ganz besonders angesagt!\c\nIch könnte mir ein Leben ohne sie gar nicht vorstellen!	¿Qué es lo que está de moda? ¡Pues los bailes de\n[VAR 1001][VAR 0109(0000)], claro!\c\n¡No puedo imaginarme lo que sería la vida sin bailes de\n[VAR 1001][VAR 0109(0000)]!	요즘 유행하는 게 뭐냐고 하면 당연히\n“[VAR 0109(0000)] 댄스”지!\c\n“[VAR 0109(0000)] 댄스”가 없는\n생활은 상상이 안 돼!
51	0	7	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　ソング」よね！\c\n「[VAR 0109(0000)]　ソング」の　ない\nせいかつ　なんか　かんがえられない！	いまの　はやりって　いったら　やっぱり\n「[VAR 0109(0000)]　ソング」よね！\c\n「[VAR 0109(0000)]　ソング」の　ない\n生活なんか　考えられない！	Bu aralar herkes [VAR 0109(0000)] şarkıları konuşuyor!\c\nOnlarsız bir hayat düşünemiyorum!	Le truc qui cartonne en ce moment, c’est la fameuse\nchanson [VAR 1406(0000)][VAR 0109(0000)] !\c\nSans rire, je ne sais pas comment on peut vivre sans.	Sai qual è l’ultima moda?\nLa Canzone [VAR 1504(0000)][VAR 0109(0000)]!\c\nChe vita sarebbe senza\nla Canzone [VAR 1504(0000)][VAR 0109(0000)]?	Zurzeit sind Lieder über „[VAR 1001][VAR 0109(0000)]“\nganz besonders angesagt!\c\nIch könnte mir ein Leben ohne sie gar nicht vorstellen!	¿Qué es lo que está de moda? ¡Pues las canciones de\n[VAR 1001][VAR 0109(0000)], claro!\c\n¡No puedo imaginarme lo que sería la vida sin canciones\nde [VAR 1001][VAR 0109(0000)]!	요즘 유행하는 게 뭐냐고 하면 당연히\n“[VAR 0109(0000)] 송”이지!\c\n“[VAR 0109(0000)] 송”이 없는\n생활은 상상이 안 돼!
