Index,Label,EU_English,US_English,EU_French,US_French,EU_German,EU_Italian,EU_Spanish,US_Spanish,JP_Japanese,KR_Korean,Turkish,Status,Notes
337,KeyItemName00101,Bean,Bean,Haricot,Fève,Bohne,Fagiolo,Judía,Frijol,そらまめ,콩,Fasulye,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
338,KeyItemName00102,Watering Can,Watering Can,Arrosoir,Arrosoir,Gießkanne,Annaffiatoio,Regadera,Regadera,じょうろ,물뿌리개,Sulama Kabı,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
339,KeyItemName00200,Butterfly,Butterfly,Papillon,Papillon,Schmetterling,Farfalla,Mariposa,Mariposa,ちょうちょ,나비,Kelebek,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
340,KeyItemName00300,Alarm Clock,Alarm Clock,Réveil,Réveille-matin,Wecker,Sveglia,Despertador,Despertador,めざましどけい,알람 시계,Çalar Saat,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
341,KeyItemName00500,Mole,Mole,Taupe,Taupe,Maulwurf,Talpa,Topo,Topo,もぐら,두더지,Köstebek,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
342,KeyItemName00600,Firecracker,Firecracker,Cône festif,Pétard,Böller,Sparacoriandoli,Lanzador de confeti,Cohete,クラッカー,폭죽,Konfeti Patlatıcı,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
343,KeyItemName01100,Pepper,Pepper,Piment,Piment,Peperoni,Peperoncino,Guindilla,Pimiento,とうがらし,고추,Acı Biber,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
344,KeyItemName01201,Magic Lamp,Magic Lamp,Lampe magique,Lampe magique,Magische Lampe,Lampada magica,Lámpara mágica,Lámpara mágica,まほうのランプ,마법의 램프,Sihirli Lamba,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
345,KeyItemName01202,Boxing Bell,Boxing Bell,Gong,Cloche,Ring-Glocke,Campana da pugilato,Campana de boxeo,Campana de boxeo,ゴング,복싱 벨,Boks Gongu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
346,KeyItemName01400,Flame,Torch,Flamme,Flambeau,Flamme,Fiamma,Llama,Antorcha,ほのお,횃불,Alev,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
347,KeyItemName01500,Hourglass,Hourglass,Sablier,Sablier,Sanduhr,Clessidra,Reloj de arena,Reloj de arena,すなどけい,모래시계,Kum Saati,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
348,KeyItemName01600,Candle,Candle,Bougie,Chandelle,Kerze,Candela,Vela,Vela,ろうそく,양초,Mum,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
349,KeyItemName02100,Air Pump,Air Pump,Pompe à air,Pompe à air,Luftpumpe,Pompa ad aria,Bomba de aire,Bomba de aire,くうきいれ,공기 주입기,Hava Pompası,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
350,KeyItemName02200,Hammer,Hammer,Marteau,Marteau,Hammer,Martello,Martillo,Martillo,ハンマー,해머,Çekiç,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
351,KeyItemName02300,Cake,Cake,Gâteau,Gâteau,Kuchen,Torta,Pastel,Pastel,ケーキ,케이크,Pasta,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
352,KeyItemName02400,Lollipop,Candy,Sucette,Bonbon,Lolli,Dolciume,Piruleta,Dulce,キャンディー,사탕,Lolipop,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
353,KeyItemName02500,Biscuit,Cookie,Biscuit,Biscuit,Keks,Biscotto,Galleta,Galleta,クッキー,쿠키,Bisküvi,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
354,KeyItemName02600,Chocolate,Chocolate,Chocolat,Chocolat,Schokolade,Cioccolata,Chocolate,Chocolate,チョコレート,초콜릿,Çikolata,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
355,KeyItemName03100,Vase,Octopus Nook,Jarre,Nid de pieuvre,Amphore,Tana del polipo,Trampa para pulpos,Guarida de pulpo,つぼ,항아리,Vazo,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
356,KeyItemName03200,Whistle,Whistle,Sifflet,Sifflet,Pfeife,Fischietto,Silbato,Silbato,ホイッスル,호루라기,Düdük,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
357,KeyItemName03300,Hoop,Hoop,Cerceau,Cerceau,Reifen,Cerchio,Aro,Aro,リング,고리,Halka,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
358,KeyItemName03400,Heart,Heart,Cœur,Cœur,Herz,Cuore,Corazón,Corazón,ハート,하트,Kalp,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
359,KeyItemName03500,Treasure Map,Treasure Map,Carte au trésor,Carte aux trésors,Schatzkarte,Mappa del tesoro,Mapa del tesoro,Mapa del tesoro,たからのちず,보물 지도,Hazine Haritası,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
360,KeyItemName03600,Spanner,Wrench,Clé,Clé,Maulschlüssel,Chiave inglese,Llave inglesa,Llave inglesa,スパナ,스패너,İngiliz Anahtarı,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
361,KeyItemName05100,Diamond Dust,Diamond Dust,Poussière de diamant,Poussière de diamant,Diamantstaub,Polvere di diamanti,Polvo de diamante,Polvo de diamante,ダイヤモンドダスト,다이아몬드 더스트,Elmas Tozu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
362,KeyItemName05200,Mitten,Mitten,Moufle,Mitaine,Handschuh,Guanto,Manopla,Guante,てぶくろ,벙어리장갑,Eldiven,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
363,KeyItemName05300,Spool,Spool,Bobine,Bobine,Spule,Spoletta,Bobina,Bobina,いとまき,실패,Makara,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
364,KeyItemName05400,Snowflake,Snowflake,Flocon de neige,Flocon de neige,Schneeflocke,Fiocco di neve,Copo de nieve,Copo de nieve,ゆき,눈,Kar Tanesi,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
365,KeyItemName05500,Penguin,Penguin,Pingouin,Pingouin,Pinguin,Pinguino,Pingüino,Pingüino,ペンギン,펭귄,Penguen,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
366,KeyItemName05600,Present,Holiday Gift,Cadeau,Cadeau des fêtes,Geschenk,Regalo,Regalo,Regalo,プレゼント,선물,Hediye,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
367,KeyItemName06100,Switch,Switch,Interrupteur,Interrupteur,Schalter,Interruttore,Interruptor,Interruptor,スイッチ,스위치,Anahtar,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
368,KeyItemName06200,Plug,Plug,Prise,Prise,Stecker,Spina,Enchufe,Enchufe,コンセントプラグ,플러그,Fiş,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
369,KeyItemName06300,Radio Waves,Radio Waves,Ondes radio,Ondes radio,Radiowellen,Onde radio,Ondas de radio,Ondas de radio,でんぱ,전파,Radyo Dalgaları,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
370,KeyItemName06400,Twinkling Star,Twinkling Star,Étoile scintillante,Étoile scintillante,Flackerstern,Stella splendente,Estrella brillante,Estrella centelleante,ツインクルスター,반짝반짝 별,Parıldayan Yıldız,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
371,KeyItemName06500,Satellite,Satellite,Satellite,Satellite,Satellit,Satellite,Satélite,Satélite,じんこうえいせい,인공위성,Uydu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
372,KeyItemName06600,Shooting Star,Shooting Star,Étoile filante,Étoile filante,Sternschnuppe,Stella cadente,Estrella fugaz,Lanzaestrellas,ながれぼし,별똥별,Kayan Yıldız,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
373,KeyItemName07100,Bells of Joy,Bells of Joy,Cloche,Cloches de la joie,Freudenglocken,Campane a festa,Campana dorada,Campanas de la alegría,しあわせのベル,행복의 종,Mutluluk Çanları,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
374,KeyItemName07200,Crank Handle,Crank Handle,Manivelle,Manivelle,Handkurbel,Manovella,Manivela,Manivela,クランク,크랭크 핸들,Çevirme Kolu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
375,KeyItemName07300,Pinwheel,Pinwheel,Moulin en papier,Virevent,Windrad,Girandola,Hélice,Molinete,ふうしゃ,바람개비,Rüzgâr Gülü,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
376,KeyItemName07400,Boxing Glove,Boxing Glove,Gant de boxe,Gant de boxe,Boxhandschuh,Guantone da pugilato,Guante de boxeo,Guante de boxeo,グローブ,권투 글러브,Boks Eldiveni,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
377,KeyItemName07500,Baseball Bat,Baseball Bat,Batte de base-ball,Bâton de baseball,Baseballschläger,Mazza da baseball,Bate de béisbol,Bate de béisbol,バット,야구 배트,Beyzbol Sopası,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
378,KeyItemName07600,Galaxia Sword,Galaxia Sword,Épée Galaxia,Épée,Galaxia-Schwert,Spada Galaxia,Espada Galaxia,Espada Galaxia,つるぎ,검,Galaxia Kılıcı,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
379,CharacterName00000,Beadrix,Beadrix,Perlanne,Perlanne,Perline,Gemma,Cuentisa,Gemita,ビータン,구스리,Beadrix,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
380,CharacterName00001,Mara,Mara,Vi Viane,Vi Viane,Mara,Mara,Celerina,Celerina,フミフミ,스프린,Mara,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
381,CharacterName00002,Zeke,Zeke,Cachel,Cachel,Suchmich,Dino,Esquivín,Escompiter,クルリン,숨바,Zeke,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
382,CharacterName00003,Buster,Buster,Costo,Bo Muskle,Bizepeter,Baldo,Bronquín,Bronquín,ガッチン,든든이,Buster,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
383,CharacterName00004,Carrie,Carrie,Coquette,Coquette,Huckepaula,Pigretta,Carguita,Yevamé,コロン,캐리,Carrie,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
384,CharacterName00010,Angie,Angie,Ange Aile,Ange Aile,Angie,Angelina,Angelina,Angelina,エンジィ,엔젤리,Angie,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
385,CharacterName00011,Dom Woole,Dom Woole,Phil de Laine,Logy Beaufil,Willi Webstuhl,Phil Palazzi,Botonio Delana,Estambrosio,ルーム・ウール,루움 울,Dom Woole,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
386,CharacterName00012,Chaise Woole,Chaise Woole,Basile de Laine,Buro Beaufil,Möbi Webstuhl,Phil Mobile,Decorio Delana,Estambenito,カーグ・ウール,가구우 울,Chaise Woole,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
387,CharacterName00013,Loomis Woole,Loomis Woole,Morgan de Laine,Déco Beaufil,Desi Webstuhl,Phil Parati,Telario Delana,Estamberto,ヌーノ・ウール,처언 울,Loomis Woole,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
388,CharacterInfo00000,"She loves sparkling beads and
other shiny objects! Go and
collect some with her! ","She loves sparkling beads and
other shiny objects! Go collect
some with her! ","Elle adore tout ce qui brille,
et surtout les perles. Allez
en ramasser avec elle !","Elle adore les perles et les
objets qui brillent. Allez en
ramasser avec elle!","Sie liebt alles, was glitzert,
vor allem Perlen. Geh mit
ihr welche sammeln!","Adora tutto ciò che luccica,
soprattutto le perline!
Aiutala a trovarle!","Le fascinan las cuentas y los
objetos brillantes. ¿Por qué no
sales a recoger cuentas con ella?","¡Le encantan las gemas y otros
objetos brillantes! ¿Por qué no
buscas unos cuantos con ella?","ビーズと　カッコイイものが　だいすき
いっしょに　ビーズを　あつめよう！","비즈와 멋있는 것을 좋아한다.
함께 비즈를 모아 보자!","Parıldayan boncuklara ve diğer
ışıltılı şeylere bayılır! Onunla
birlikte biraz toplamaya git!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
389,CharacterInfo00001,"She loves racing and fashion.
See if you can pass her when
she's catching her breath!","She loves racing and fashion.
See if you can pass her when
she's catching her breath!","Vi Viane a deux passions : la mode
et... la course ! Doublez-la quand
elle reprend son souffle !","Adepte de la course et de la
mode. Doublez-la quand elle
reprend son souffle.","Sie liebt Rennen und Mode.
Kannst du sie überholen,
wenn sie gerade Puste holt?","Ama la moda e l'atletica.
Solo se prende fiato
riuscirai a superarla!","Le encantan las carreras e ir a la
moda. ¡Trata de adelantarla mientras
recupera el aliento!","Le encantan las carreras y
la moda. ¿Podrás alcanzarla
mientras recupera el aliento?","かけっこと　おしゃれなものが　だいすき
はりきりすぎて　きゅうけいしているときが
おいぬく　チャンスだ！","달리기와 판타스틱한 것을 좋아한다.
달리다가 지쳐서 잠시 휴식하는 시간이
역전의 찬스다!","Yarışa ve modaya bayılır.
Nefeslenirken onu geçip
geçemeyeceğine bak!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
390,CharacterInfo00002,"He loves to play hide-
and-seek! Try to find
him and his friends!","He loves to play hide-
and-seek! Try to find
him and his friends!","Cache-cache n'a pas de secret
pour lui. Trouvez-le, ainsi que
tous ses amis !","Il adore jouer à la cachette.
Jouez avec lui et ses amis!","Er versteckt sich gerne –
in fünffacher Ausführung.
Suche alle fünf Exemplare!","Va matto per il nascondino!
Riuscirai a trovare lui e i
suoi amici?","Le apasiona jugar al escondite. ¡No
dejes piedra por mover si quieres
encontrarlos a él y a sus amigos!","Le encanta el juego de las
escondidas. ¡Encuéntrale a él
y a sus amigos!","かくれんぼと　たのしいものが　だいすき
がんばって　みつけてね！","숨바꼭질과 사랑스러운 것을 좋아한다.
두 눈을 크게 뜨고 찾아보자!","Saklambaç oynamaya bayılır!
Onu ve arkadaşlarını
bulmaya çalış!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
391,CharacterInfo00003,"Knows that a gentleman must
train to be healthy! Can you
complete his programme?","Knows that a gentleman must
train to be healthy! Can
you complete his program?","Avec lui, vous garderez la forme.
Mais serez-vous capable de suivre
son entraînement jusqu'au bout ?","Comme tout gentleman qui se
respecte, il se tient en forme.
Suivez son entraînement!","Er weiß, dass ein echter Kerl
hart trainieren muss. Schaffst
du sein Trainingsprogramm?","Mens sana in corpore sano.
Completare il suo
programma è un'impresa!","Cultiva la mente y el cuerpo. Su
programa de entrenamiento es muy
exigente. ¿Podrás completarlo?","Sabe que un caballero debe
practicar para estar sano.
¡Completa su entrenamiento!","しゅぎょうと　しぶいものが　だいすき
とっくんに　ついてきてくれるよ","트레이닝과 훌륭한 것을 좋아한다.
그가 준비한 트레이닝에
성심성의껏 참여해 보자!","Bir centilmen formda kalmak için
antrenman gerektiğini bilir!
Programını tamamlayabilir misin?",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
392,CharacterInfo00004,"Loves cute things and going
out. Take her out and treat
her to a pleasant surprise!","Loves cute things and going
out. Take her out and treat
her to a pleasant surprise!","Cette grande sensible adore les
balades, alors n'hésitez pas
à l'emmener faire un tour !","Elle adore ce qui est mignon
et faire des sorties. Allez la
voir et faites-lui une surprise!","Sie liebt alles Schöne. Führe
sie aus und bereite ihr eine
angenehme Überraschung.","Le piace uscire, ma senza
darsi troppo da fare. Falla
sentire come una regina!","Le gusta que la traten como a
una reina y salir de paseo. ¡Dale
una sorpresa y acompáñala!","Le encantan las cosas
bonitas. ¡Sácala de paseo
y dale una sorpresa!","おでかけと　カワイイものが　だいすき
もくてきちまで　つれていってあげてね！","산책과 귀여운 것을 좋아한다.
목적지까지 데려다 주자!","Sevimli şeylere ve gezmeye
bayılır. Onu dışarı çıkarıp
güzel bir sürpriz yap!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
393,CharacterInfo00010,"Loves to explore the world.
She can also help you out if
you ever get into a jam!","Loves to explore the world.
She can also help you out if
you ever get into a jam!","Ange Aile est une exploratrice
qui peut vous prêter main-forte
en cas de pépin !","Grande exploratrice du monde,
elle peut vous prêter main forte
en cas de pépins!","Sie liebt Erkundungsreisen.
Außerdem hilft sie dir, wenn
du es nötig haben solltest.","È sempre in giro per il
mondo, ma sa esattamente
quando tirarti fuori dai guai!","Disfruta explorando el mundo.
¡También te ayudará si te
encuentras en algún apuro!","Le encanta explorar el mundo.
¡También te ayudará si te
encuentras en algún apuro!","ふわふわすることが　だいすき
うごけないときには　たすけてくれるよ","훨훨 나는 것을 좋아하며
어려움에 처했을 때 도와준다.","Dünyayı keşfetmeye bayılır.
Başın sıkışırsa sana
yardım da edebilir!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
