Index,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Portuguese,EU_Russian,EU_Spanish,JP_Japanese,US_English,US_French,US_Portuguese,US_Spanish,Turkish,Source_Max_Lines,Source_Safe_Line_Units,Turkish_Lines,Turkish_Max_Line_Units,Fit_Status,Placeholder_Check,PUA_Glyph_Check,Translation_Note,Fit_Note
394,StgFace_Information_message24,"Om nieuwe gezichten
te verzamelen moet je
ze eerst verslaan!","Shoot Fresh Faces to
collect faces easily! Try
to get faces on
camera during play!","Cadrez des visages en
cours de jeu pour faire
apparaître des visages
inopinés à capturer.","Frischgesichter zu
bezwingen, ist eine
elegante Art, Gesichter
zu sammeln!","Per collezionare altre
facce, cattura le Facce
nuove che vedi in giro
durante il gioco!","Poderá facilmente obter
caras derrotando Caras 
Novas! Apanhe-as
durante o jogo!","Собирай лица,
побеждая новые лица!
Попробуй поймать
лица во время игры!","Puedes aumentar tu
colección fácilmente si
derrotas caras nuevas
mientras juegas.","「生顔」を倒すと、顔が
かんたんに手に入るのダ!
顔を映して
もらうのダ!","You can get faces
easily by beating a
Fresh Face! Try it and
capture some faces!","Éliminez les visages
saisis sur le vif pour
les ajouter à votre
collection!","É fácil aumentar sua
coleção se derrotar
novas caras!
Experimente!","Puedes aumentar tu
colección fácilmente si
derrotas caras nuevas
mientras juegas.","Sürpriz Yüzleri vur,
yüzleri kolayca topla!
Oynarken kameraya
yüz yakalat!",4,21.5,4,18.75,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
395,StgFace_Information_message25,"Je kunt nieuwe
levels vrijspelen
door gezichten
te verzamelen!","You can unlock
new stages by
collecting faces!","Collectionnez les
visages pour
débloquer de
nouveaux stages !","Du schaltest Stufen
frei, indem du fleißig
Gesichter sammelst!","Collezionando nuove
facce potrai sbloccare
altri livelli!","Colecione caras e 
desbloqueie novos
níveis!","Собирая лица, ты
можешь открыть
новые уровни!","¡Colecciona caras para
desbloquear más fases!","顔を集めると
新しいステージが
遊べるのダ!","You can unlock
new stages by
collecting faces!","Collectionnez des
visages pour
débloquer de
nouveaux niveaux!","Colecione mais caras
para abrir mais fases!","¡Colecciona caras para
desbloquear más fases!","Yüz topla,
yeni bölümler açılsın!",4,20.3,2,18.05,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
396,StgFace_Information_message26,"Hier kun je je vrienden
en familieleden kennis
laten maken met
Gezichtenjacht!","Introduce people to
Face Raiders here! Let
your friends and
family have a go!","Initiez vos proches à
La guerre des têtes
grâce à ce mode !","Du kannst Face Raiders
deiner Familie oder
Freunden vorführen!
Teile den Spaß!","Da qui puoi presentare
Caccia alla faccia ai
tuoi amici e parenti!
Avvisami però, così
mi do una pettinata!","Mostre o Face Raiders
às outras pessoas!
Convide os seus
amigos e família a 
experimentar!","Здесь ты можешь
показать Face Raiders
другим! Дай поиграть
друзьям!","¡Aquí puedes enseñar
Atrapacaras a tu familia
y amigos!","ここは、このゲームを
紹介する場所なのダ!
いろんな人に
遊んでもらうのダ!","This is a fast way to show
Face Raiders to friends
and family. Try it out!","Initiez vos proches à
Face Raiders grâce
à ce mode!","Mostre o Face Raiders
a outras pessoas!
Convide sua família e
amigos para jogar!","¡Aquí puedes enseñar
Face Raiders a tu
familia y amigos!","Face Raiders’ı burada
tanıt! Arkadaşların
ve ailen de oynasın!",5,22.5,3,19.1,OK,OK,OK,Oyun adı marka/başlık olduğu için “Face Raiders” çevrilmeden korundu.,Shipped Latin localizations suggest this should fit.
397,StgFace_Information_message27,"De gezichten die je
verzamelt verschijnen
waar en wanneer ze
maar willen!","Get more faces and
they might turn up in a
stage by surprise! Try
replaying stages!","Obtenez plus de visages
et ceux-ci pourraient faire
une apparition-surprise
dans un stage ! N'hésitez
pas à rejouer les stages !","Von dir gesammelte
Gesichter werden in
dein Spiel kommen, wie
es ihnen gefällt!","Più facce collezioni,
più ne potrai vedere
mentre giochi! Prova
a rigiocare i livelli!","Reúna mais caras e
estas poderão aparecer
de surpresa num nível!
Repita níveis!","Собери больше лиц,
и они могут появиться
на другом уровне!
Повторяй уровни!","¡Colecciona más caras
y puede que aparezcan
por sorpresa! ¡Repite
las fases y verás!","顔が増えると
出てくる顔も変わるのダ!
もう一度ステージを
遊んでみるのダ!","Get more faces and
see if they surprise you
while you're playing!
Try replaying stages! ","Obtenez plus de visages
et ceux-ci pourraient faire
une apparition-surprise
dans un niveau! N'hésitez
pas à rejouer les niveaux!","Consiga mais caras e
elas podem aparecer
nas fases! Tente jogar
as fases de novo!","¡Colecciona más caras
y puede que aparezcan
por sorpresa! ¡Repite
las fases y verás!","Yüzler çoğalınca
bölümlerde sürpriz
çıkabilir!
Tekrar oyna!",5,24.15,4,16.35,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
398,StgFace_Information_message28,"Je moet echt
Demonstratie
eens proberen!","You should give
Share the Fun
a bash sometime!","N'oubliez pas d'essayer
le mode Mission éclair !","Du solltest ruhig mal
den Vorführmodus
ausprobieren!","Prova la tua abilità con
Gara di facce di tanto
in tanto!","Jogue no Modo
Partilhado de vez em
quando!","Попробуй поиграть
в Покажи другу!","¡Deberías probar el
modo Demostración
de vez en cuando!","ためしに一度
自分で遊んでみると
いいのダ!","You might even want to
play Show a Friend! by
yourself just for kicks!","Essayez Jeu éclair
par vous-même et
cela pourrait bien
s'avérer rigolo!","Se quiser, você pode
jogar no modo amigo
você mesmo!","¡Deberías probar el
modo Demostración
de vez en cuando!","Bir ara sen de
bu modu dene!",4,21.15,2,12.05,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
399,StgFace_Information_message29,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
400,StgFace_Information_message30,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
401,StgFace_Information_message31,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
402,StgFace_Information_message32,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
403,StgFace_Information_message33,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
404,StgFace_Information_message34,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
405,StgFace_Information_message35,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
406,StgFace_Information_message36,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
407,StgFace_FaceCollection_notes,"Je kunt geen gezicht wissen
als je er maar eentje hebt.","You can't delete faces when
you only have one face left.","S'il ne vous reste qu'un visage,
vous ne pouvez pas l'effacer.","Du kannst keine Gesichter
löschen, wenn du
nur eins besitzt.","Non puoi cancellare una faccia
se è l'unica che ti rimane.","Não é possível apagar caras
quando só tem uma.","Ты не можешь удалить лица,
если у тебя осталось только
одно.","No puedes borrar esta cara si es
la única en la colección.","顔が1つの時は
消去できません。","You can't delete faces when
you only have one face left.","S'il ne vous reste qu'un visage,
vous ne pouvez pas l'effacer.","Não é possível deletar caras
quando tiver só uma.","No puedes borrar caras si solo
te queda una.","Tek bir yüzün kaldığında
yüz silemezsin.",3,28.55,2,20.7,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
408,StgFace_FaceCollection_rephotograph,"Maak een foto van het
gezicht dat je opnieuw
wilt fotograferen.","Take a photo of the
face you want to retake.","Reprenez le visage
choisi en photo.","Mach ein Foto von dem
Gesicht, das du erneut
aufnehmen willst.","Scatta un'altra foto
alla faccia se la prima
non ti piace.","Tire uma foto à cara que
quer voltar a fotografar.","Сделай фото лица,
которое ты хочешь
сфотографировать
повторно.","Vuelve a hacer una foto
de la cara.","撮りなおす顔を
写してください。","Take a photo of the
face you want to retake.","Reprenez le visage
choisi en photo.","Tire uma foto da cara
que deseja fotografar
de novo.","Vuelve a tomar una foto
de la cara.","Yeniden çekmek istediğin
yüzün fotoğrafını çek.",4,22.6,2,21.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
409,StgFace_FaceRegister_full,"Op dit moment kunnen
er geen gezichten meer
worden opgeslagen.","No more faces can
be saved at this time.","Le nombre maximal de
visages sauvegardés
a été atteint.","Zurzeit können keine
weiteren Gesichter
gespeichert werden.","Ora non è possibile
salvare altre facce.","Já não é possível
guardar mais caras.","В этот раз больше
невозможно сохранить
новые лица.","No se pueden guardar
más caras por ahora.","顔がいっぱいなので
記録されません。","No more faces can
be saved at this time.","Vous ne pouvez pas
sauvegarder d'autres
visages actuellement.","Já não é possível
salvar mais caras.","No se pueden guardar
más caras por ahora.","Şu anda başka yüz
kaydedilemiyor.",3,20.25,2,15.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
410,StgFace_FaceRegister_full_button,Beginnen,Start,Démarrer,Anfangen,Comincia,Iniciar,Начать,Comenzar,はじめる,Start,Démarrer,Começar,Comenzar,Başla,1,8.2,1,4.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
411,StgFace_data_initialization,"Wil je de gegevens
van Gezichtenjacht
wissen?","Reset data for
Face Raiders?","Réinitialiser les
données du jeu ?","Die Speicherdaten
für Face Raiders
zurücksetzen?","Vuoi formattare i dati
di Caccia alla faccia?","Reiniciar dados do
Face Raiders?","Сбросить данные игры
Face Raiders?","¿Quieres borrar los
datos de Atrapacaras?","顔シューティングの
データを初期化します。","Reset data for
Face Raiders?","Réinitialiser les
données du jeu
Face Raiders?",Formatando dados...,"Borrando datos
de Face Raiders.","Face Raiders verileri
sıfırlansın mı?",3,20.0,2,18.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
412,StgFace_data_initialization_button,Wissen,Reset Data,Réinitialiser,Zurücksetzen,Formatta,Reiniciar,Сброс,Borrar datos,初期化する,Reset Data,Réinitialiser,Formatar,Borrar datos,Veriyi Sıfırla,1,12.0,1,11.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
413,StgFace_data_initialization_reminder,"De gegevens gaan
voor altijd verloren.
Weet je het zeker?","Data cannot be
restored once reset.
Are you sure?","Vous ne pourrez pas
récupérer les données
réinitialisées. OK ?","Gelöschte Spieldaten
können nicht wieder-
hergestellt werden.
Bist du dir sicher?","Se formatti i dati, non
potrai più recuperarli.
Confermi?","Não é possível
restaurar os dados
após serem reiniciados.
Deseja continuar?","После сброса данные
невозможно восстано-
вить. Продолжить?","Los datos borrados no
se podrán recuperar.
¿Quieres continuar?","初期化するとデータを元に
戻すことはできません。
本当にいいですか？","Data cannot be
restored once reset.
Are you sure?","Vous ne pourrez pas
récupérer les données
réinitialisées. OK?","Não será possível
recuperar os dados.
Deseja continuar?","Los datos borrados no
se podrán recuperar.
¿Quieres continuar?","Sıfırlanan veriler
geri getirilemez.
Emin misin?",4,20.4,3,15.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
414,StgFace_data_initialization_reminder_button,Ja,I'm sure,OK,Natürlich!,Sì,Sim,Да,Sí,本当にいい,I'm sure,OK,Sim,¡Pues claro!,Eminim,1,10.6,1,5.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
415,StgFace_data_initialization_run,"De gegevens worden gewist...
Zet het systeem niet uit.","Resetting data... Please do not
turn off the power.","Réinitialisation...
N'éteignez pas la console.","Daten werden zurückgesetzt...
Das System nicht ausschalten.","Formattazione dei dati
in corso...
Non spegnere la console.","A reiniciar dados...
Não desligue a consola.","Идет сброс данных...
Пожалуйста, не выключайте
систему.","Borrando datos...
No apagues la consola.","初期化しています。
電源を切らないでください。","Resetting data... Please do not
turn off the power.","Réinitialisation en cours...
N'éteignez pas la console.","Formatando dados...
Não desligue o console.","Borrando datos...
No apagues la consola.","Veriler sıfırlanıyor...
Lütfen konsolu kapatmayın.",3,26.85,2,23.85,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
416,StgFace_screenshot_message_on,Tekst toevoegen,Add caption,Légende,Untertitel hinzufügen,Mostra info,Inserir Legenda ,Добавить инфо,Mostrar información,ふきだし　表示,Add caption,Légende,Inserir legenda ,Mostrar información,Yazı ekle,1,19.15,1,7.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
417,StgFace_screenshot_message_off,Tekst verwijderen,Don't add caption,Sans légende,Kein Untertitel,Nascondi info,Não Inserir Legenda,Не добавлять,Ocultar información,ふきだし　消す,Don't add caption,Sans légende,Não inserir legenda,Ocultar información,Yazı ekleme,1,17.55,1,9.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
418,StgFace_SDcard_message_code_text_25,"De SD-kaart is tegen schrijven
beveiligd.

Schakel het systeem uit, zet de
schrijfbeveiliging op de SD-kaart
uit en voer hem opnieuw in.","Cannot write to the SD Card.

Please turn off the power, move
the SD Card's write-protection
switch to the off position, then
reinsert the SD Card.","La carte SD est protégée en écriture.

Éteignez la console, retirez la
protection de la carte SD, puis
réinsérez-la dans la console.","Auf die SD Card kann nicht
geschrieben werden.

Bitte schalte das System aus, hebe
den Schreibschutz der SD Card auf
und stecke die SD Card erneut ein.","La scheda SD è protetta
da scrittura.
Spegni la console, disattiva
la protezione e reinserisci
la scheda SD.","Não é possível guardar dados neste
Cartão SD.

Desligue a consola, mova a patilha
de proteção contra escrita e volte
a inserir o Cartão SD.","Карта SD защищена от записи.

Пожалуйста, выключите
систему, снимите защиту от
записи с карты SD, затем
вновь вставьте карту SD.","No se puede escribir
en la tarjeta SD.
Apaga la consola, retira la
protección contra escritura
de la tarjeta SD y vuelve
a insertar la tarjeta SD.","SDカードが書き込み禁止に
なっています。

電源をOFFにしてSDカードの
書き込み禁止スイッチを解除し
さし直してください。","Cannot write to the SD Card.

Please turn off the power, move
the SD Card's write-protection
switch to the unlocked position,
and then reinsert the SD Card.","La carte SD est protégée en écriture.

Éteignez la console, retirez la
protection de la carte SD, puis
réinsérez-la dans la console.","Não é possível salvar no cartão SD.

Desligue o console, mova a trava
de proteção contra gravação para
destravar o cartão SD e
insira-o novamente.","No se puede escribir
en la tarjeta SD.
Apaga la consola, retira la
protección contra escritura
de la tarjeta SD y vuelve
a insertar la tarjeta SD.","SD Karta yazılamıyor.

Lütfen konsolu kapatın, SD Kartın
yazma koruma anahtarını kapalı
konuma getirin ve SD Kartı
yeniden takın.",6,33.1,6,29.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
419,StgFace_SDcard_message_code_text_23,"Er is geen SD-kaart gevonden.
Schakel het systeem uit en
voer een SD-kaart in.","There is no SD Card inserted.
Please turn off the system
and insert an SD Card into
the SD Card slot.","Aucune carte SD n'est détectée.
Éteignez la console et insérez une
carte SD dans le port carte SD.","Es ist keine SD Card eingesteckt.
Bitte schalte das System aus
und stecke eine SD Card in
den SD Card-Steckplatz.","Nella console non è inserita
alcuna scheda SD.
Spegni la console e inserisci
una scheda SD nello slot
scheda SD.","Não existe nenhum Cartão SD
inserido. Desligue, por favor,
a consola e insira um Cartão SD na
ranhura para Cartões SD.","Карта SD не вставлена.
Пожалуйста, выключите систему
и вставьте карту SD в слот
для карт SD.","No se encuentra ninguna
tarjeta SD. Apaga la consola
e inserta una tarjeta SD en
la ranura para tarjetas SD.","SDカードがささっていません。
電源をOFFにして本体にSDカードを
さしこんでください。","There is no SD Card inserted.
Please turn off the system
and insert an SD Card into
the SD Card slot.","Aucune carte SD n'est détectée.
Éteignez la console et insérez une
carte SD dans la fente pour carte SD.","Não foi possível detectar um
cartão SD. Desligue o console e
insira um cartão SD na entrada SD.","No se encuentra ninguna
tarjeta SD. Apaga la consola
e inserta una tarjeta SD en
la ranura para tarjetas SD.","SD Kart takılı değil.
Lütfen konsolu kapatın ve
SD Kart yuvasına bir
SD Kart takın.",5,32.6,4,22.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
420,StgFace_SDcard_message_code_text_30,"Er is niet genoeg vrije ruimte
op de SD-kaart. Wis gegevens
om ruimte vrij te maken of
gebruik een SD-kaart met
meer vrije ruimte.","No more pictures can be saved
to the SD Card. Either delete
pictures to make space, or use
an SD Card with more free space.","Impossible de sauvegarder plus
de données sur cette carte SD.
Effacez des données ou utilisez
une autre carte SD.","Es können keine weiteren Daten
mehr auf der SD Card gespeichert
werden. Bitte lösche einige Daten
oder verwende eine SD Card mit
mehr freiem Speicherplatz.","Nella scheda SD non c'è
abbastanza spazio. Cancella
alcuni dati, oppure usa una
scheda SD con più spazio libero.","Não é possível guardar mais fotos no
Cartão SD. Apague algumas fotos ou
use um cartão com mais espaço livre.","На карте SD нельзя сохранить
новые данные. Или удалите
данные, чтобы освободить
место, или используйте
карту SD, на которой больше
свободного места.","No se pueden guardar más imágenes
en la tarjeta SD. Borra imágenes o
usa una tarjeta SD que tenga más
espacio libre.","SDカードの
残り保存可能枚数が0枚です。
これ以上保存できません。
※写真を消すか
空き容量のあるSDカードを
お使いください。","No more pictures can be
saved as the SD Card
does not have sufficient
free space available.","Espace libre insuffisant
sur la carte SD. Aucune
photo ne peut être
sauvegardée.","Não há mais espaço suficiente no
cartão SD para salvar imagens.","No se pueden guardar más
imágenes en la tarjeta SD porque
no tiene suficiente espacio libre.","SD Karta başka fotoğraf
kaydedilemiyor. Yer açmak için
fotoğrafları silin veya daha fazla
boş alanı olan bir SD Kart kullanın.",6,32.3,4,29.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
421,StgFace_FaceCollection_decision, Oké, Confirm, OK, Okay, OK, OK, OK, Aceptar,決定, OK, OK, OK, Aceptar, Onayla,1,9.3,1,8.05,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
422,StgFace_asondemorau_bonus_text04,Vijf treffers zouden genoeg moeten zijn!,Shoot it five times to defeat it!,Touchez-le cinq fois pour le battre !,5 Treffer sollten reichen!,Ti bastano 5 colpi per vincere!,Dispare cinco vezes para o derrotar!,"Попади пять раз, чтобы победить!",¡Dispárale 5 veces para derrotarlo!,5回うって倒せ!,Shoot it five times to defeat it!,Tirez dessus cinq fois pour l'éliminer!,Atinja-o 5 vezes para derrotá-lo!,¡Dispárale 5 veces para derrotarlo!,Yenmek için beş kez vur!,1,36.35,1,20.85,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
423,StgFace_Lower_ranking,Klassement,Leaderboard,Classement,Highscore-Liste,Classifica,Tabela de Classificações,Классификация,Clasificación,ランキング,Leaderboards,Classement,Ranking,Clasificación,Sıralama,1,21.2,1,7.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
424,StgFace_Game_Explain_photo_illustration,Fotografeer een foto of tekening!,Photos/drawings of faces are OK!,Utilisez aussi images et photos !,Knips auch abgebildete Gesichter!,Fotografa anche immagini e foto!,Fotografe imagens e fotos!,Фото/рисунки лиц в порядке!,Saca caras de ilustraciones y fotos.,写真やイラストの顔でもOKです,Faces from pictures work too!,Photographiez des images aussi!,Caras em fotos também funcionam!,También sirven las fotos con caras.,Fotoğraf ve çizim yüzleri de olur!,1,31.7,1,29.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
425,StgFace_SDcard_message_plaza_text_03,"De aanvullende gegevens
worden opgeslagen...
Verwijder de SD-kaart niet.","Creating extra data...
Do not remove the SD Card.","Création des données
additionnelles...
Ne retirez pas la carte SD.","Zusatzdaten werden angelegt...
Bitte die SD Card nicht entfernen.","Creazione dati aggiuntivi in corso...
Non rimuovere la scheda SD.","A criar dados adicionais...
Não remova o Cartão SD.","Идет создание дополнительных
данных...
Не извлекайте карту SD.","Creando datos adicionales...
No extraigas la tarjeta SD.","追加データを作っています。
SDカードを抜かないでください。","Creating extra data...
Do not remove the SD Card.","Création des données
additionnelles en cours...
Ne retirez pas la carte SD.","Criando dados adicionais...
Não retire o cartão SD.","Creando datos adicionales...
No extraigas la tarjeta SD.","Ek veri oluşturuluyor...
SD Kartı çıkarmayın.",3,30.95,2,20.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
426,StgFace_Lower_PadAdjust_LRXY, Vervormen, Resize, Dimensions, Verformen, Dimensioni, Reajustar, Размер, Tamaño, 顔を変形する, Adjust face, Dimensions, Ajustar cara, Ajustar cara, Boyutlandır,1,19.2,1,17.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
