id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
697,0x1239C,46,0,46,0.891,26A7FDDE,Check cart stats here.{BR}{#232B}Check carts?{BR}{#2332} Yes{BR} No,Araba bilgisi.{#232B}Arabaya bak?{BR}{#2332} Evet{BR} Hayır,
698,0x123FA,71,1,70,0.915,929C33BA,"If you have an owl, you{BR}can call it from here.{#232B}Call the owl?{BR}{#2332} Yes{BR} No",Baykuşun varsa buradan{BR}çağırabilirsin.{#232B}Baykuşu çağır?{BR}{#2332} Evet{BR} Hayır,
699,0x1248A,189,0,189,0.947,EE0D80B2,This is the {#206D}guest book{#206C}.{#232B}Use the guest book if you{BR}want to stay the night in{BR}the Town Hall.{#232B}Use the guest book?{#232B}{#2333} Stay the night and save.{BR} Stay here without saving.{BR} Don't stay the night.,Bu {#206D}konuk defteri{#206C}.{#232B}Belediye Binasında gecelemek{BR}istersen bunu kullan.{#232B}Konuk defterini kullan?{#232B}{#2333} Kal ve kaydet.{BR} Kaydetmeden kal.{BR} Geceleme.,
700,0x12606,167,0,167,0.934,6E6BA9EE,"This is the {#206D}hot spring{#206C}.{BR}If you go in, you'll recover{BR}some of your Stamina.{#232B}However, some time will pass{BR}while you are in the spring.{#232B}{#232E}Go in the hot spring?{BR}{#2332} Yes{BR} No",Burası {#206D}kaplıca{#206C}.{BR}Girersen biraz enerji{BR}yenilersin.{#232B}Ancak kaplıcadayken zaman{BR}geçer.{#232B}{#232E}Kaplıcaya gir?{BR}{#2332} Evet{BR} Hayır,
701,0x12756,227,0,227,0.943,B8C76174,"This is where you check your{BR}cart stats. You can also{BR}{#206D}switch carts{#206C} here.{#232B}However, you cannot switch{BR}carts if your current cart{BR}has more things in it than{#232B}will fit in the cart you{BR}want to switch to.{#232B}Check your cart?{BR}{#2332} Yes{BR} No ",Araba bilgilerine burada{BR}bakıp{BR}{#206D}araba değiştirebilirsin{#206C}.{#232B}Ama mevcut arabadaki eşya{BR}yenisine sığmayacaksa{#232B}Araba değiştirmen{BR}mümkün olmaz.{#232B}Arabana bak?{BR}{#2332} Evet{BR} Hayır ,
702,0x1291E,75,2,73,0.933,788AFFB3,"Diego's General Store{#206C}{BR}Open 8:00 AM - 8:00 PM{BR}Closed Saturdays, Festivals",Diego'nun Marketi{#206C} 08:00{BR}- 20:00 açık Cumartesi{BR}ve festivallerde kapalı,
703,0x129B6,69,2,67,0.928,D55986EB,"Howard's Cafe{#206C}{BR}Open 10:00 AM - 10:00 PM{BR}Closed Thursdays, Festivals",Howard Kafe{#206C}{BR}10:00 - 22:00 açık{BR}Per ve festivalde kapalı,
704,0x12A42,71,2,69,0.915,72E0C044,"Grady's Animals{#206C}{BR}Open 10:00 AM - 5:00 PM{BR}Closed Mon, Thrs, Festivals{BR}","Grady Hayvanlar{#206C}{BR}10:00 - 17:00 açık{BR}Pzt, Per, festivalde kapalı{BR}",
705,0x12AD2,75,2,73,0.933,B9D89AEB,"Jessica's Livestock{#206C}{BR}Open 10:00 AM - 5:00 PM{BR}Closed Wednesdays, Festivals",Jessica Hayvanlar{#206C}{BR}10:00 - 17:00 açık{BR}Çar ve festivalde kapalı,
706,0x12B6A,62,2,60,0.919,81FA3EC2,"Cam's Flowers{#206C}{BR}Open 10:00 AM - 5:00 PM{BR}Closed Mon, Thrs, Fri","Cam'in Çiçekleri{#206C}{BR}10:00 - 17:00 açık{BR}Pzt, Per, Cum kapalı",
707,0x12BE8,59,2,57,0.915,549DD6F5,Eileen's Carpentry{#206C}{BR}Stop by for all your{BR}carpentry needs!,Eileen Marangozluk{#206C}{BR}Tüm marangozluk işlerin{BR}için uğra!,
708,0x12C60,70,2,68,0.929,2C1CA64B,"Bluebell Town Hall{#206C}{BR}Open 7:00 AM - 5:00 PM{BR}Closed Mondays, Festivals",Bluebell Belediyesi{#206C}{BR}07:00 - 17:00 açık{BR}Pzt ve festivallerde kapalı,
709,0x12CEE,64,2,62,0.922,600E6588,Bluebell Shipping Bin{#206C}{BR}Put any items you want to{BR}ship in here.,Bluebell Sevkiyat{#206C}{BR}Gönderilecek eşyayı{BR}buraya koy.,
710,0x12D70,39,2,37,0.872,33E06221, Bluebell Village{BR}{BR}   {#004A} Mountain Path, Bluebell Köyü{BR}{BR}   {#004A} Dağ Yolu,
711,0x12DC0,44,1,43,0.955,6F771440,I've never seen writing{BR}like this before...,Böyle bir yazıyı daha{BR}önce hiç görmedim...,
712,0x12E1A,64,2,62,0.922,CABC2CA3,"Raul's Shop{#206C}{BR}Open 8:00 AM to 8:00 PM{BR}Closed Sundays, Festivals",Raul Dükkan{#206C}{BR}08:00 - 20:00 açık{BR}Paz ve festivalde kapalı,
713,0x12E9C,71,2,69,0.930,87CA0C32,"Yun's Tea House{#206C}{BR}Open 10:00 AM to 10:00 PM{BR}Closed Tuesdays, Festivals",Yun'un Çayevi{#206C}{BR}10:00 - 22:00 açık{BR}Salı ve festivallerde kapalı,
714,0x12F2C,69,2,67,0.928,D5583FA5," Kana's Animals{#206C}{BR}Open 10:00 AM - 5:00 PM{BR}Closed Fri, Sat, Festivals"," Kana Hayvanlar{#206C}{BR}10:00 - 17:00 açık{BR}Cum, Cmt, festivalde kapalı",
715,0x12FB8,68,2,66,0.926,A28814A5,"Gombe's Seeds{#206C}{BR}Open 10:00 AM - 5:00 PM{BR}Closed Mon, Tues, Festivals","Gombe Tohumlar{#206C}{BR}10:00 - 17:00 açık{BR}Pzt, Sal, festivalde kapalı",
716,0x13042,72,2,70,0.931,3F95A371, Konohana Clinic{#206C}{BR}Stop by if you're feeling{BR}sick or under the weather.,Konohana Kliniği{#206C} Kendini{BR}hasta hissedersen uğra.,
717,0x130D4,67,2,65,0.925,7C2EE23E,Mako's Orchard{#206C}{BR}Bring all your questions{BR}about fruit trees to me!,Mako'nun Meyve Bahçesi{#206C}{BR}Meyve ağaçlarıyla ilgili{BR}ne sorarsan sor!,
718,0x1315C,48,2,46,0.896,5804D8D5, Sheng's Smithy{#206C}{BR}For all your smithing needs!{BR}, Sheng Demirhane{#206C}{BR}Demircilik için uğra!{BR},
719,0x131BE,71,2,69,0.930,35291323,"Konohana Town Hall{#206C}{BR}Open 7:00 AM - 5:00 PM{BR}Closed Thursday, Festivals",Konohana Belediyesi{#206C}{BR}07:00 - 17:00 açık{BR}Per ve festivallerde kapalı,
720,0x1324E,64,2,62,0.922,24130DB6,Konohana Shipping Bin{#206C}{BR}Put any items you want to{BR}ship in here.,Konohana Sevkiyat{#206C}{BR}Gönderilecek eşyayı{BR}buraya koy.,
721,0x132D0,27,1,26,0.963,100D63C7,There's nothing on here...,Burada hiçbir şey yok...,
722,0x13308,38,2,36,0.868,6B1B2F68, Mountain Path{BR}{BR}  {#004D} Konohana Village, Dağ Yolu{BR}{BR}  {#004D} Konohana Köyü,
723,0x13356,116,2,114,0.940,8AEAD7ED,"Cam's Flowers{#206C}{BR}Married life keeps me busy,{BR}but I'll be in by noon.{#232B}Closed Mondays, Thursday,{BR}Fridays and Festivals","Cam'in Çiçekleri{#206C}{BR}Evlilik hayatı yoğun ama{BR}öğlene doğru burada olurum.{#232B}Pzt, Per, Cum ve{BR}festivallerde kapalı",
724,0x13440,76,1,75,0.961,C9CD7C16,"Open 4:00 PM - 10:00 PM{BR}Closed Tuesdays, Thursdays,{BR}Weekends, and Festivals","16:00 - 22:00 açık{BR}Salı, Perşembe, hafta sonu{BR}ve festivallerde kapalı",
725,0x134DA,71,1,70,0.958,D76A2E40,"Be in around noon!{BR}Closed Tuesdays, Thursdays,{BR}Weekends, and Festivals","Öğlen burada olurum!{BR}Salı, Perşembe, hafta sonu{BR}ve festivalde kapalı",
726,0x1356A,111,2,109,0.937,B344D947," Kana's Animals{#206C}{BR}Married life keeps me busy,{BR}but I'll be in by noon!{#232B}Closed Fridays, Saturdays,{BR}and Festivals"," Kana'nın Hayvanları{#206C}{BR}Evlilik hayatı yoğun ama{BR}öğlene doğru burada olurum!{#232B}Cum, Cmt ve{BR}festivallerde kapalı",
727,0x1364A,58,1,57,0.828,AA97973A,Let me know if you need{BR}anything delivered!{BR}{#0000}{#0000}{#0000}{#0000}{#0000}{#0000}{#0000}- Dirk,Teslimat gerekirse{BR}haber ver! {#0000}{#0000}{#0000}{#0000}{#0000}{#0000}{#0000}- Dirk,
728,0x136C0,56,1,55,0.929,A6509997,Come by {#2330} Farm{BR}if you need anything{BR}delivered!   - Dirk,Teslimat gerekirse {#2330}{BR}Çiftliğine uğra! - Dirk,
729,0x13732,68,4,64,0.809,4A3FB100,Dum-Da-Da-DAA!{#232B}This Multiplayer Farm{BR}belongs to {#206E}{#232A}{#206C}{BR}of {#206E}{#2330}{#206C} Farm!,"Dum-Da-Da-DAA!{#232B}Bu Çok Oyunculu Çiftlik,{BR}{#206E}{#232A}{#206C}'nın {#206E}{#2330}{#206C} Çiftliğidir!",
730,0x137BC,93,4,89,0.914,E5D199EA,Dum-Da-Da-DAA!{BR}Did you see the drawing{BR}board yet?{#232B}Let's take a look at{BR}the drawing on it!,Dum-Da-Da-DAA!{BR}Çizim panosunu gördün mü?{#232B}Hadi üzerindeki çizime{BR}bir bakalım!,
731,0x13878,139,4,135,0.906,C8764DFF,Dum-Da-Da-DAA!{BR}Are you having fun with{BR}Multiplayer Mode?{#232B}{#1F46}{#1FC6}{#1F49}{#2136}I'd be really happy if you{BR}filled the field here with{BR}sweet red berries...,Dum-Da-Da-DAA! Çok{BR}Oyunculu Mod eğlenceli mi?{#232B}{#1F46}{#1FC6}{#1F49}{#2136}Buradaki tarlayı tatlı{BR}kırmızı meyvelerle doldursan{BR}çok mutlu olurum...,
732,0x13990,108,4,104,0.926,5B6D61D2,"Dum-Da-Da-DAA!{BR}Leaving so soon?{#232B}When you want to leave,{BR}examine the stone path at{BR}the bottom of the map.",Dum-Da-Da-DAA!{BR}Şimdiden mi gidiyorsun?{#232B}Ayrılmak istediğinde{BR}haritanın{BR}altındaki taş yolu incele.,
733,0x13A6A,123,4,119,0.927,85EBC561,Dum-Da-Da-DAA!{BR}How's your Multiplayer Field{BR}doing?{#232B}It must be nice to be able{BR}to harvest crops from{BR}a different season.,Dum-Da-Da-DAA!{BR}Çok Oyunculu Tarlan nasıl?{#232B}Başka bir mevsimin{BR}ürünlerini{BR}hasat etmek güzel olmalı.,
734,0x13B62,125,4,121,0.936,C61015C5,"Dum-Da-Da-DAA!{BR}How's Multiplayer Mode?{#232B}The more you play with other{BR}people, the easier it will{BR}be to get presents for me!",Dum-Da-Da-DAA!{BR}Çok Oyunculu Mod nasıl?{#232B}Başkalarıyla ne kadar çok{BR}oynarsan bana hediye bulman{BR}o kadar kolaylaşır!,
735,0x13C5E,74,4,70,0.851,6E4885D1,"Dum-Da-Da-DAA!{BR}Well, I hope you enjoy{BR}Multiplayer Mode!{#232B}{#1F46}{#1FC6}{#1F49}{#2136}Good luck!",Dum-Da-Da-DAA!{BR}Çok Oyunculu Modun{BR}tadını çıkar!{#232B}{#1F46}{#1FC6}{#1F49}{#2136}Bol şans!,
736,0x13CF4,93,0,93,0.957,01D3412A,This letter was sent to{BR}Town Hall...{#232B}...?{#232B}It looks like there's some{BR}kind of drawing on it...,Bu mektup Belediye Binasına{BR}gönderilmiş...{#232B}...?{#232B}Üzerinde bir tür{BR}çizim var gibi...,
737,0x13DB0,36,0,36,0.972,2C77B02B,This letter was sent to{BR}Town Hall...,Belediyeye gönderilen{BR}bir mektup...,
738,0x13DFA,72,0,72,0.931,4A49B80E,"This book is called{BR}""How to Care for Animals.""{#232B}Read this book?{BR}{#2332} Yes{BR} No","Bu kitabın adı{BR}""Hayvan Bakımı.""{#232B}Kitabı oku?{BR}{#2332} Evet{BR} Hayır",
739,0x13E8C,60,1,59,0.950,B1E56F6F, Read about farm animals.{BR} Read about pets.{BR} Don't read it.,Çiftlik hayvanlarını oku.{BR}Evcilleri oku. Okuma.,
740,0x13F06,1164,1,1163,0.951,DB6E1CA5,"Feed{#206C} and {#206D}brush{#206C} your animals{BR}every day.{BR}{#232B}If you let your animals out{BR}into the outside yard, they{BR}will eat by themselves.{#232B}But on rainy days, animals{BR}will get stressed if you{BR}let them out.{#232B}So on rainy days, feed your{BR}animals by putting fodder{BR}in the feed box.{#232B}If you have fodder in{BR}storage, you can get it out{BR}of the dispenser.{#206C}{#232B}Also, cows and sheep will{BR}get dirty if you don't{BR}brush them {#206D}every day.{#232B}If you let your animals stay{BR}dirty, they can {#206D}get sick{#206C}.{#232B}So make sure to brush them{BR}once a day.{#232B}If you take good care of{BR}them every day...{#232B}you'll be able to get milk,{BR}wool, and eggs from your{BR}fully grown animals.{#232B}Milking and brushing take{BR}Stamina, so pay close{BR}attention to it.{#232B}If you use up all your{BR}Stamina, you'll pass out and{BR}wake up the next day.{#232B}Of course, farming takes{BR}a lot of Stamina!{#232B}When you're taking care of{BR}a big farm, you can{BR}never have enough Stamina...{#232B}The best thing to do to{BR}is to eat lots of delicious{BR}food to restore Stamina.{#232B}The amount of Stamina you{BR}gain depends on the food{BR}you eat.{#232B}Food made with a large{BR}variety of good quality{BR}ingredients gives you more.{#232B}So try cooking different{BR}dishes to find which dishes{BR}give you the most Stamina!","Hayvanlarına her gün yem{BR}ver{#206C} ve {#206D}fırçala{#206C}.{#232B}Hayvanlarını dışarıdaki{BR}alana çıkarırsan kendi{BR}başlarına yem yerler.{#232B}Ama yağmurlu günlerde{BR}dışarıda kalırlarsa{BR}strese girerler.{#232B}Bu yüzden yağmurlu{BR}günlerde yemliğe yem{BR}koyarak onları besle.{#232B}Depoda yem varsa{BR}dağıtıcıdan{BR}çıkarabilirsin.{#206C}{#232B}Ayrıca inek ve{BR}koyunları {#206D}her gün{#232B}fırçalamazsan kirlenir.Uzun{BR}süre kirli kalırlarsa{BR}{#206D}hastalanabilirler{#206C}.{#232B}Bu yüzden günde bir kez{BR}fırçalamayı unutma.{#232B}Her gün iyi{BR}bakarsan...{#232B}yetişkin hayvanlarından{BR}süt, yün ve yumurta{BR}alabilirsin.{#232B}Sağmak ve fırçalamak{BR}enerji harcar; enerjine{BR}dikkat et.{#232B}Enerjin tamamen biterse{BR}bayılır ve ertesi gün{BR}uyanırsın.{#232B}Elbette çiftçilik çok{BR}enerji ister!{#232B}Büyük bir çiftlikle{BR}ilgilenirken enerji hiç{BR}yetmezmiş gibi gelir...{#232B}Enerjiyi yenilemenin en{BR}iyi yolu bolca lezzetli{BR}yemek yemektir.{#232B}Kazandığın enerji{BR}yediğin yemeğe göre{BR}değişir.{#232B}Çeşitli ve kaliteli{BR}malzemelerle yapılan{BR}yemekler daha çok enerji{#232B}verir. Farklı yemekler{BR}pişirip en çok{BR}enerji vereni bul!",
741,0x14820,1442,0,1442,0.951,CF43B766,"Greetings, ladies and{BR}gentlemen. I'm Felicia,{BR}world-famous cat fancier.{#232B}My beloved cat Isis and I{BR}have taken up the pen to{BR}share with you all{#232B}just how to care for your{BR}own beloved felines.{BR}{#232B}Of course I'll cover{BR}dogs as well...{#232B}Hee hee. So first off,{BR}what's the most important{#232B}thing when it comes to{BR}caring for cats and dogs?{#232B}Physical contact. You need{BR}to hold your pet at least{BR}once every day.{#232B}It's very simple to do.{BR}All you need to do is pick{BR}your pet up.{#232B}You can also play with your{BR}pet using toys.{#232B}Just buy a {#206D}cat bell{#206C} for{BR}your cat and a {#206D}dog bone{#206C} for{BR}your dog.{#232B}Throw the toy near your pet,{BR}and they'll play happily{BR}with it.{#232B}Your pets love to play, so{BR}you should play with them{BR}as often as you're able to.{#232B}There are also pet playpens{BR}that you can build for your{BR}pets to play in.{#232B}Build a strong bond with{BR}your pet, and you'll have a{BR}friend for life.{#232B}Of course Isis doesn't, but{BR}some pets will help you out{BR}on the farm.{#232B}You can learn about those{BR}pets in the book in the{BR}{#206D}animal barn{#206C}.{#232B}Now, I've never had one{BR}myself, but...{BR}{#232B}I've heard that some people{BR}keep owls as pets.{#232B}Just don't forget that no{BR}matter what kind of pet you{BR}have, physical contact is{#232B}the most important way to{BR}show them you care.{#232B}Now, about feeding your pet.{BR}{#232B}I won't say much, but just{BR}remember to feed your pet{BR}once every single day.{#232B}And that's all I can tell{BR}you about caring for{BR}your pets.{#232B}All I want is for people{BR}to love their pets with all{BR}their hearts. Good bye!","Hanımlar ve beyler,{BR}merhaba. Ben dünyaca ünlü{BR}kedi tutkunu Felicia'yım.{#232B}Sevgili kedim Isis'le{BR}birlikte{BR}kalemi elimize aldık; size{#232B}sevgili kedilerinize nasıl{BR}bakacağınızı anlatacağız.{#232B}Elbette köpeklerden de{BR}bahsedeceğim...{#232B}Hi hi. Önce şu soruyla{BR}başlayalım: Kedi ve köpek{#232B}bakımında en{BR}önemli şey nedir?{#232B}Temas. Evciliğini her gün en{BR}az bir kez kucağına{BR}almalısın.{#232B}Bunu yapmak çok kolay.{BR}Tek yapman gereken evcilini{BR}yerden kaldırmak.{#232B}Oyuncaklarla da onunla{BR}oynayabilirsin.{#232B}Kedin için {#206D}kedi zili{#206C},{BR}köpeğin için {#206D}köpek kemiği{#206C}{BR}satın alman yeterli.{#232B}Oyuncağı evcilinin yanına{BR}at; mutlulukla oynar.{#232B}Evciller oyun{BR}oynamayı sever; fırsat{BR}buldukça onlarla oyna.{#232B}Ayrıca oynayabilmeleri için{BR}evcil oyun alanları{BR}kurabilirsin.{#232B}Evciliğinle güçlü bir bağ{BR}kur; ömür boyu dostun olsun.{#232B}Isis yapmaz ama bazı{BR}evciller{BR}çiftlikte sana yardım eder.{#232B}Bu evcilleri {#206D}hayvan{BR}ahırındaki{#206C}{BR}kitaptan öğrenebilirsin.{#232B}Ben hiç{BR}beslemedim ama...{#232B}bazı insanların{BR}baykuşu evcil olarak{BR}beslediğini duydum.{#232B}Evciliğin türü ne{BR}olursa olsun, ona{BR}sevdiğini göstermenin en{#232B}önemli yolu{BR}temas kurmaktır.{#232B}Şimdi de beslenmeden{BR}söz edelim.{#232B}Çok uzatmayacağım;{BR}evcilini her gün bir{BR}kez beslemeyi unutma.{#232B}Evcil hayvan bakımı hakkında{BR}söyleyeceklerim bu kadar.{#232B}Tek dileğim, herkesin{BR}evcilini tüm kalbiyle{BR}sevmesi. Hoşça kal!",
742,0x15366,77,0,77,0.935,089221AC,"This book is called ""The{BR}Wonders of the Mountains.""{#232B}Read this book?{BR}{#2332} Yes{BR} No","Bu kitabın adı ""Dağların{BR}Harikaları.""{#232B}Kitabı oku?{BR}{#2332} Evet{BR} Hayır",
743,0x15402,49,1,48,0.939,252D16C5, Catching fish and bugs{BR} Foraging{BR} Don't read it,Balık ve böcek yakalama{BR}Toplayıcılık Okuma,
744,0x15466,896,0,896,0.952,B8828B36,"Do you know about all the{BR}wonders of the mountains?{BR}Well then, let me tell you!{#232B}In the mountains, you can{BR}catch all different types of{BR}bugs and fish.{#232B}You can also forage for{BR}plants and other items!{#232B}To pick up a bug, get close{BR}and press the {#206D}A Button{#206C}.{#232B}You'll also need to jump to{BR}catch some bugs. It can be{BR}tricky!{#232B}Some bugs are very sensitive{BR}to noise, so you have to{#232B}{#206D}walk slowly{#206C} when you{BR}approach them.{#232B}Now let me tell you how to{BR}catch fish. There are 2 ways{BR}to catch fish.{#232B}You can hand fish by{BR}approaching a fish in a{#232B}shallow river and pressing{BR}the {#206D}A Button{#206C} to grab it.{#232B}If you're the patient type,{BR}you might prefer fishing{BR}with your rod off a dock.{#232B}Wait patiently, and once you{BR}feel a fish bite, press the{BR}{#206D}A Button{#206C} as fast as you can.{#232B}However, some fish can only{BR}be caught by hand fishing,{BR}and some only with a rod.{#232B}If you want to try and catch{BR}every kind of fish out{BR}there, master both!","Dağların bütün{BR}harikalarını bilir{BR}misin? O zaman anlatayım!{#232B}Dağlarda türlü türlü{BR}böcek ve balık{BR}yakalayabilirsin.{#232B}Ayrıca bitki ve başka{BR}eşyalar toplayabilirsin!{#232B}Bir böceği almak için{BR}yaklaşıp {#206D}A Düğmesine{#206C} bas.{#232B}Bazı böcekler için{BR}zıplaman da gerekir.{BR}Biraz zor olabilir!{#232B}Bazı böcekler sese çok{BR}duyarlı; yaklaşırken{#232B}{#206D}yavaş yürümen{#206C}{BR}gerekir.{#232B}Şimdi balık tutmayı{BR}anlatayım. Balık{BR}yakalamanın iki yolu var.{#232B}Sığ sudaki balığa yaklaşıp{BR}{#206D}A Düğmesine{#206C} basarak{BR}elle yakalayabilirsin.{#232B}Sabırlıysan iskeleden{BR}oltayla balık tutmayı{BR}tercih edebilirsin.{#232B}Bekle; balık yemi kapınca{BR}olabildiğince hızlı{BR}biçimde {#206D}A Düğmesine{#206C} bas.{#232B}Ama bazı balıklar yalnız{BR}elle, bazıları yalnız{BR}oltayla tutulur.{#232B}Bütün balık türlerini{BR}yakalamak istiyorsan iki{BR}yöntemde de ustalaş!",
745,0x15B68,423,0,423,0.955,3D47BE10,"You can also forage for{BR}all sorts of things on{BR}the mountain.{#232B}Just look around, and you{BR}can find valuable plants and{BR}other interesting things.{#232B}And now I'm going to let you{BR}in on a little secret!{#232B}I found beautiful flowers{BR}and ore in the {#206D}crevices{BR}of the mountain{#206C}!{#232B}The mountain sure is full{BR}of surprises!{#232B}I've also found a weird{BR}looking building, too...{#232B}Anyway, there's just so much{BR}to see on the mountain! Go{BR}and explore it!",Dağda pek çok şey de{BR}toplayabilirsin.{#232B}Etrafına iyi bak; değerli{BR}bitkiler ve ilginç eşyalar{BR}bulabilirsin.{#232B}Şimdi sana küçük bir sır{BR}vereyim!{#232B}Dağın {#206D}yarıklarında {#206C}güzel{BR}çiçekler ve cevher buldum!{#232B}Dağ gerçekten{BR}sürprizlerle dolu!{#232B}Garip görünümlü bir bina da{BR}gördüm...{#232B}Kısacası dağda görülecek çok{BR}şey var. Git ve keşfet!,
746,0x15EB8,67,0,67,0.925,1DD68DCE,"This book is called ""All{BR}About Requests.""{#232B}Read this book?{BR}{#2332} Yes{BR} No","Bu kitabın adı ""Görev{BR}Rehberi.""{#232B}Kitabı oku?{BR}{#2332} Evet{BR} Hayır",
747,0x15F40,61,1,60,0.951,80BF9404, The basics of requests{BR} Levels and rankings{BR} Don't read it.,Görevlerin temeli Seviye{BR}ve dereceler Okuma.,
748,0x15FBC,1085,0,1085,0.949,00EA6FF4,"To fulfill a request, first{BR}examine the {#206D}message board{#206C}.{#232B}Both Bluebell and Konohana{BR}have a message board.{#232B}The boards are posted with{BR}{#206D}requests{#206C} for help or favors{BR}by members of that village.{#232B}Chose the request you want{BR}to fulfill, and give the{BR}requested item to the{#232B}requester within{BR}the posted {#206D}timeframe{#206C}.{#232B}When you give the requester{BR}their requested item, you{#232B}can {#206D}give them items from{BR}your cart{#206C} if it's nearby.{#232B}Not all requests are for{BR}items. Some people request{BR}help with various jobs...{#232B}And pay attention, because{BR}sometimes people post{#232B}requests to be fulfilled for{BR}other people.{#232B}Even if you are unable to{BR}fulfill a request before the{#232B}deadline, there is no{BR}penalty for failed requests.{#232B}So try to take on requests{BR}even if you're not confident{BR}that you will succeed. {#232B}If you succeed in fulfilling{BR}a request, you'll get{BR}a fantastic {#206D}reward{#206C}!{#232B}However, if your bag is full{BR}when you get your reward...{#232B}You'll have to get rid of{BR}items in your bag to{BR}accept the reward.{#232B}Make sure to make some {#206D}room{BR}in your bag{#206C} before you{BR}fulfill a request.{#232B}Or bring along a cart with{BR}plenty of room left.{BR}",Bir görevi yapmak için{BR}önce {#206D}ilan panosunu{#206C} incele.{#232B}Bluebell ve Konohana'da{BR}birer ilan panosu vardır.{#232B}Köylüler yardım veya{BR}iyilik istedikleri{BR}{#206D}görevleri{#206C} buraya asar.{#232B}Yapmak istediğin görevi{BR}seç; istenen eşyayı{BR}belirtilen{#232B}{#206D}süre{#206C} dolmadan görev{BR}sahibine ver.{#232B}İstenen eşyayı{BR}verirken{#232B}yakındaysa {#206D}arabanındaki{BR}eşyaları da{BR}verebilirsin{#206C}.{#232B}Her görev eşya istemez;{BR}bazı kişiler çeşitli{BR}işler için yardım ister...{#232B}Dikkat et; bazen insanlar{BR}başkası adına{#232B}tamamlanacak görevler{BR}da verebilir.{#232B}Görevi süresinde{BR}bitiremesen bile{#232B}başarısız görev için{BR}ceza almazsın.{#232B}Bu yüzden başaracağından{BR}emin olmasan bile görev{BR}almayı dene.{#232B}Görevi başarıyla{BR}bitirirsen harika bir{BR}{#206D}ödül{#206C} alırsın!{#232B}Ama ödülü alırken çantan{BR}doluysa...{#232B}ödülü kabul etmek için{BR}çantandan eşya çıkarman{BR}gerekir.{#232B}Görevi teslim etmeden{BR}önce {#206D}çantanda yer aç{#206C}.{#232B}Ya da bol boş yeri olan{BR}bir araba yanında olsun.,
