index,key,F,G,I,S,U,TR
692,MID_DUAL_ガイド," En mode Alliance, vos unités se battent
 avec des armes équipées. Utilisez
 l'inventaire pour les préparer à l'avance.
 Note : il est recommandé de sauvegarder
 avant et après l'utilisation de ce mode.","In Doppelduell kämpfen deine Einheiten
mit ausgerüsteten Waffen. Verwende
das Inventar, um Einheiten vorher
auszurüsten. Hinweis: Es wird
empfohlen, vor und nach dem Spielen
von Doppelduell zu speichern.","Nella Sfida congiunta le tue unità usano
le armi attivate. Preparale in anticipo
dal menu Inventario.
Nota: è consigliabile salvare prima e
dopo una Sfida congiunta.","En un duelo conjunto, tus unidades
luchan con las armas equipadas. Usa
el inventario para prepararlas.
Nota: Conviene guardar la partida
antes y después de un duelo conjunto.","In Double Duel, your units fight with
equipped weapons. Use the Inventory
menu to prepare units in advance.
Note: It is recommended that you save
before and after using Double Duel.","Çifte Düello'da birimler kuşandıkları
silahlarla savaşır. Birimleri önceden
hazırlamak için Envanter'i kullanın.
Not: Çifte Düello'dan önce ve sonra
kaydetmeniz önerilir."
693,MID_DUAL_部屋選択,Sélectionner ou créer une salle.,Wähle/Erstelle einen Kampfraum.,Scegli o crea una stanza.,Elige o crea una sala de batalla.,Select or create a battle room.,Bir savaş odası seç veya oluştur.
694,MID_DUAL_部屋なし,―――――,-----------,―――――,―――――,―――――,―――――
695,MID_DUAL_新規部屋,Créer une salle,Raum erstellen,Crea una stanza,Crear una sala,Create a Room,Oda Oluştur
696,MID_DUAL_部屋更新,Rafraîchir,Aktualisieren,Aggiorna,Actualizar,Refresh,Yenile
697,MID_DUAL_プレイヤー確定待ち,En attente d'un autre joueur...,Warten auf anderen Spieler...,Attendi un altro giocatore...,Esperando al otro jugador...,Waiting for another player...,Başka bir oyuncu bekleniyor...
698,MID_DUAL_プレイヤー1,Joueur 1,Spieler 1,Giocatore 1,Jugador 1,Player 1,Oyuncu 1
699,MID_DUAL_プレイヤー2,Joueur 2,Spieler 2,Giocatore 2,Jugador 2,Player 2,Oyuncu 2
700,MID_DUAL_敵選択,Choisir un adversaire à affronter.,Wähle einen Herausforderer.,Seleziona un rivale da affrontare.,Elige un rival.,Select a challenger to fight.,Savaşmak için bir rakip seç.
701,MID_DUAL_敵軍名,Nom,Name,Nome,Nombre,Name,Ad
702,MID_DUAL_強さ,Stats,Werte,Forza,Estado,Stats,İstatistikler
703,MID_DUAL_討伐回数,Victoires,Siege,Vittorie,Victorias,Wins,Galibiyet
704,MID_DUAL_最短記録,Record,Bilanz,Record,Récord,Record,Kayıt
705,MID_DUAL_回,,,,,,
706,MID_DUAL_ターン,Tour,Zug,Turno,Turno,Turn,Tur
707,MID_DUAL_ターン記録なし,――,--,――,――,――,――
708,MID_DUAL_敵お宝,Trésors :,Schätze:,Tesori:,Tesoros:,Treasures:,Hazineler:
709,MID_DUAL_など,", etc.",", usw.",", ecc.",...,", etc.",", vesaire."
710,MID_DUAL_敵決定待ち,Sélection de l'adversaire...,Wählt einen Herausforderer...,Selezione di un rivale in corso...,Eligiendo rival...,Selecting a challenger...,Rakip seçiliyor...
711,MID_DUAL_敵決定報告,L'adversaire a été sélectionné.,Herausforderer wurde gewählt.,Rivale selezionato.,Se ha elegido al rival.,Challenger selected.,Rakip seçildi.
712,MID_DUAL_戦闘開始,Commencer,Los!,Lotta!,¡A luchar!,Fight!,Dövüş!
713,MID_H_DUAL_出撃人数,$aVous pouvez encore en choisir $a0.,$aDu kannst noch $a0 wählen.,$aPuoi selezionarne ancora $a0.,$aPuedes elegir $a0 más.,$aYou can select $a0 more.,$a$a0 birim daha seçebilirsin.
714,MID_DUAL_ユニット選択不可,Les unités choisies doivent être équipées d'armes.,Wähle Einheiten mit verwendbaren Waffen aus.,Scegli unità con armi attivate.,Debes elegir unidades que lleven armas.,You must choose units carrying usable weapons.,Silah kullanabilen birimleri seç.
715,MID_DUAL_ユニット確認,Voulez-vous utiliser ce groupe ?,Dieses Team verwenden?,Vuoi usare questa squadra?,¿Quieres usar este equipo?,Use this team?,Bu takım kullanılsın mı?
716,MID_DUAL_相手ユニット決定待ち,En attente de l'autre joueur...,Partner wählt ein Team aus...,Selezione squadra alleata...,Tu aliado está eligiendo equipo...,Your partner is selecting a team...,Ortağın bir takım seçiyor...
717,MID_DUAL_相手待ち,En attente de l'autre joueur...,Warten auf Partner...,Attendi l'alleato...,Espera a tu aliado...,Waiting for partner...,Ortak bekleniyor...
718,MID_DUAL_戦闘ユニット選択,Choisir l'unité de combat.,Wähle Einheit für den Kampf.,Seleziona un'unità da schierare.,Elige una unidad para combatir.,Select a unit to do battle.,Savaşmak için bir birim seç.
719,MID_DUAL_サポートユニット選択,Choisir l'unité de soutien.,Wähle Unterstützungseinheit.,Seleziona un'unità di supporto.,Elige una unidad de apoyo.,Select a unit to provide support.,Destek sağlayacak bir birim seç.
720,MID_DUAL_リタイア,Abandon,Aufgeb.,Ritirata,Rendirse,Yield,Teslim ol
721,MID_DUAL_リタイア確認,Voulez-vous abandonner le combat ?,Willst du aufgeben?,Vuoi arrenderti?,¿Quieres rendirte?,Ready to give up?,Vazgeçmeye hazır mısın?
722,MID_DUAL_ユニット交替説明,Finissez votre tour avant que la jauge soit vide.,"Beende deinen Zug, bevor sich die Leiste leert.",Finisci il turno prima che la barra si esaurisca.,Acaba tu turno antes de que se agote el indicador.,Complete your turn before the gauge runs out.,Gösterge tükenmeden turunu tamamla.
723,MID_DUAL_戦闘不能,K.O.,K.o.,K.O.,K.O.,KO,Nakavt
724,MID_DUAL_相手戦闘ユニット決定待ち,L'autre joueur choisit une unité...,Dein Partner wählt eine Einheit...,Selezione unità alleata in corso...,Espera a tu aliado...,Your partner is selecting a unit...,Diğer oyuncu bir birim seçiyor...
725,MID_DUAL_相手決定待ち,En attente de l'autre joueur...,Warten auf Partner...,Attendi conferma dall'alleato...,Espera a que tu aliado confirme...,Waiting for partner confirmation...,Ortak onayı bekleniyor...
726,MID_DUAL_続行確認1,Affronter cet adversaire ?,Fortsetzen und kämpfen?,Prosegui e affronti il nemico?,¿Luchar contra este rival?,Continue and face this enemy?,Bu düşmanla savaşmaya devam edilsin mi?
727,MID_DUAL_続行確認2,"Si vous choisissez Non, vous
abandonnez et le combat se termine.","Wählst du ""Nein"", gibst du auf
und der Kampf ist vorbei.","Se selezioni ""No"", ti ritirerai e
la battaglia terminerà.","Si eliges ""No"", te rendirás
y acabará la batalla.","If you select ""No"", you will yield
and the battle will end.","""Hayır""ı seçersen teslim olur
ve savaşı bitirirsin."
728,MID_DUAL_リトライ確認,Continuer ?,Fortsetzen?,Vuoi proseguire?,¿Quieres continuar?,Continue?,Devam edilsin mi?
729,MID_DUAL_通信初期化中,Préparation en cours...,Vorbereitung...,Preparativi in corso...,Preparando duelo...,Preparing...,Hazırlanıyor...
730,MID_DUAL_部屋検索中,Recherche de salles...,Suche nach Räumen...,Ricerca stanze in corso...,Buscando salas...,Searching for rooms...,Odalar aranıyor...
731,MID_DUAL_部屋作成中,Création d'une salle...,Erstellung eines Raums...,Creazione stanza in corso...,Creando sala...,Creating a room...,Oda oluşturuluyor...
732,MID_DUAL_部屋接続中,Connexion à la salle...,"Verbindungsherstellung zum
gewählten Raum...","Collegamento alla stanza
selezionata...",Conectando con la sala...,"Connecting to the
selected room...","Seçilen odaya
bağlanılıyor..."
733,MID_DUAL_通信終了,Déconnexion...,Verbindung wird getrennt...,Abbandono in corso...,Cerrando sesión...,Disconnecting...,Bağlantı kesiliyor...
734,MID_DUAL_相手消失,L'autre joueur s'est déconnecté.,Dein Partner ist gegangen.,Il tuo alleato si è scollegato.,Tu aliado se ha marchado.,Your partner has left.,Diğer oyuncu ayrıldı.
735,MID_DUAL_通信エラー,La connexion a été interrompue.,"Die Verbindung wurde
unterbrochen.",Il collegamento si è interrotto.,Se ha interrumpido la conexión.,The connection was interrupted.,Bağlantı kesildi.
736,MID_DUAL_通信モードがOFF,"Poussez le bouton de
communication sans fil pour
activer la communication sans fil.","Betätige den WLAN-Schalter,
um die drahtlose Verbindung
zu aktivieren.","Attiva la comunicazione wireless
spingendo l'interruttore
wireless verso l'alto.","Usa el interruptor de la conexión
inalámbrica para activar la
comunicación inalámbrica.","Please push the wireless
switch to enable wireless
communication.","Kablosuz iletişimi etkinleştirmek için
kablosuz anahtarına basın."
737,MID_DUAL_★０１,Cuirassés de Kellam,Kellams Krieger,Fusti di Kellam,Lanceros de Kellam,Kellam's Kettles,Kellam'ın Kazanları
738,MID_DUAL_★０２,Ailes de Zelcher,Zelchers Flieger,Ali di Zelcher,Alados de Zelcher,Cherche's Fliers,Cherche'nin Uçucuları
739,MID_DUAL_★０３,Fidèles de Maribelle,Maribelles Meute,Maribelle & Co.,Fieles de Maribelle,Maribelle's Mercy,Maribelle'in Merhameti
740,MID_DUAL_★０４,Féaux de Frederick,Fredericks Recken,Leali a Frederick,Leales de Frederick,Frederick's Loyal,Frederick'in Sadıkları
741,MID_DUAL_★０５,Ailes de Sumia,Sumias Segler,Piume di Sumia,Voladores de Sumia,Sumia's Fliers,Sumia'nın Uçucuları
742,MID_DUAL_★０６,Fierté de Cordelia,Cordelias Courage,Oro di Cordelia,Élite de Cordelia,Cordelia's Pride,Cordelia'nın Gururu
743,MID_DUAL_★０７,Chevaliers de Sully,Sullys Reiter,Paladini di Sully,Jinetes de Sully,Sully's Riders,Sully'nin Binicileri
744,MID_DUAL_★０８,Troupes de Palne,Palnes Patrouille,Ronda di Palne,Patrulla de Palne,Panne's Patrol,Panne'nin Devriyesi
745,MID_DUAL_★０９,Wyvernes de Nowi,Nowis Wyvern,Viverne di Nowi,Wyvern de Nowi,Nowi's Wyverns,Nowi'nin Ejderleri
746,MID_DUAL_★１０,Archers de Virion,Virions Schützen,Arcieri di Virion,Arqueros de Virion,Virion's Archest,Virion'un Okçuları
747,MID_DUAL_★１１,Épéistes de Lon'zu,Lon'zus Klingen,Spade di Lon'zu,Sables de Lon'zu,Lon'qu's Blades,Lon'qu'nun Kılıçları
748,MID_DUAL_★１２,Cavaliers de Stahl,Stahls Reiterei,Fantini di Stahl,Caballeros de Stahl,Stahl's Horsemen,Stahl'ın Atlıları
749,MID_DUAL_★１３,Vainqueurs de Vaike,Vaikes Wille,Glorie di Vaike,Victoriosos de Vaike,Vaike's Victory,Vaike'nin Zaferi
750,MID_DUAL_★１４,Bande de Basilio,Basilios Ochsen,Banda di Basilio,Audaces de Basilio,Basilio's Brashest,Basilio'nun Gözü Pekleri
751,MID_DUAL_★１５,Élus de Ricken,Rickens Recht,Puri di Ricken,Elegidos de Ricken,Ricken's Chosen,Ricken'ın Seçilmişleri
752,MID_DUAL_★１６,Mages d'Henry,Henrys Hexer,Maghi di Henry,Brujos de Henry,Henry's Spellslingers,Henry'nin Büyücüleri
753,MID_DUAL_★１７,Espions de Gaius,Gaius' Gauner,Spie di Gaius,Puñales de Gaius,Gaius's Sneak Attack,Gaius'un Sinsi Saldırısı
754,MID_DUAL_★１８,Sorciers de Tharja,Tharjas Fluch,Magia di Tharja,Malditos de Tharja,Tharja's Curse,Tharja'nın Laneti
755,MID_DUAL_★１９,Mercenaires de Gregor,Gregors Kämpen,Banda di Gregor,Puñales de Gregor,Gregor's Swell Swords,Gregor'un Kılıç Ustaları
756,MID_DUAL_★２０,Égide de Say'ri,Say'ris Aufstieg,Ali di Say'ri,Escuadrón de Say'ri,Say'ri's Ascension,Say'ri'nin Yükselişi
757,MID_DUAL_★２１,Wyvernes de Tiki,Tikis Drachen,Viverne di Tiki,Wyvern de Tiki,Tiki's Wyverns,Tiki'nin Ejderleri
758,MID_DUAL_★２２,Armée ensevelie,Armee der Dunkelheit,Esercito oscuro,Ejército oscuro,Army of Shadow,Gölge Ordusu
759,MID_NETCONFIG_いつの間に,SpotPass,SpotPass,SpotPass,SpotPass,SpotPass,SpotPass
760,MID_NETCONFIG_すれちがい,StreetPass,StreetPass,StreetPass,StreetPass,StreetPass,StreetPass
761,MID_NETCONFIG_データ受信,Mettre à jour,Jetzt anpassen,Aggiorna ora,Actualizar ahora,Update Now,Şimdi Güncelle
762,MID_NETCONFIG_オン,Oui,Ein,Sì,Sí,On,Açık
763,MID_NETCONFIG_オフ,Non,Aus,No,No,Off,Kapalı
764,MID_NETCONFIG_受信,Mettre à jour,Jetzt anpassen,Aggiorna ora,Actualizar ahora,Update Now,Şimdi Güncelle
765,MID_H_NETCONFIG_いつの間に_オン,Activer SpotPass.,SpotPass einschalten.,Attiva SpotPass.,Activar SpotPass.,Turn SpotPass on.,SpotPass'i aç.
766,MID_H_NETCONFIG_いつの間に_オフ,Désactiver SpotPass.,SpotPass ausschalten.,Disattiva SpotPass.,Desactivar SpotPass.,Turn SpotPass off.,SpotPass'i kapat.
767,MID_H_NETCONFIG_すれちがい_オン,Activer StreetPass.,StreetPass einschalten.,Attiva StreetPass.,Activar StreetPass.,Turn StreetPass on.,StreetPass'i aç.
768,MID_H_NETCONFIG_すれちがい_オフ,Désactiver StreetPass.,StreetPass ausschalten.,Disattiva StreetPass.,Desactivar StreetPass.,Turn StreetPass off.,StreetPass'i kapat.
769,MID_H_NETCONFIG_受信,Vérifier le nouveau contenu additionnel.,Nach herunterladbaren Bonusinhalten suchen.,Controlla se ci sono nuovi bonus aggiuntivi.,Comprobar si hay nuevo contenido adicional.,Check for any new downloadable bonuses.,İndirilebilir yeni bonusları kontrol et.
770,MID_NETCONFIG_いつの間に_オン_確認,Activer SpotPass ?,SpotPass einschalten?,Vuoi attivare SpotPass?,¿Activar SpotPass?,Turn SpotPass on?,SpotPass açılsın mı?
771,MID_NETCONFIG_いつの間に_オフ_確認,Désactiver SpotPass ?,SpotPass ausschalten?,Vuoi disattivare SpotPass?,¿Desactivar SpotPass?,Turn SpotPass off?,SpotPass kapatılsın mı?
772,MID_NETCONFIG_すれちがい_オン_確認,Activer StreetPass ?,StreetPass einschalten?,Vuoi attivare StreetPass?,¿Activar StreetPass?,Turn StreetPass on?,StreetPass açılsın mı?
773,MID_NETCONFIG_すれちがい_オフ_確認,Désactiver StreetPass ?,StreetPass ausschalten?,Vuoi disattivare StreetPass?,¿Desactivar StreetPass?,Turn StreetPass off?,StreetPass kapatılsın mı?
774,MID_NETCONFIG_受信_確認,Vérifier le nouveau contenu ?,Nach Bonusinhalten suchen?,Controlli se ci sono bonus?,¿Comprobar si hay contenidos?,Check for bonuses now?,Bonusları şimdi kontrol edelim mi?
775,MID_MYTEAM_選択,Unités,Truppen,Seleziona unità,Unidades,Select Units,Birim Seç
776,MID_MYTEAM_編集,Messages,Nachr. bearb.,Modifica mess.,Editar mensajes,Edit Messages,Mesajları Düzenle
777,MID_MYTEAM_出撃,Expédition,Einsatz,Sortita,Incursión,Sortie,Taarruz
778,MID_MYTEAM_確認,Voir groupe,Team ansehen,Vedi squadra,Ver equipo,View Team,Ekibi Görüntüle
779,MID_MYTEAM_同期,"Votre groupe a été mis à jour
car l'une des unités choisies
ne peut plus combattre.","Dein Team wurde angepasst, da
eine deiner gewählten Einheiten
nicht mehr kämpfen kann.","Una delle unità che hai scelto
non può più combattere. La
tua squadra è stata aggiornata.","Se ha modificado tu equipo
porque una de tus unidades
no puede seguir luchando.","Your team has been updated
because one of the units you
selected can no longer fight.","Seçtiğin birimlerden biri artık
savaşamadığı için takımın güncellendi."
780,MID_MYTEAM_抜け,"Si vous quittez le menu maintenant,
les changements apportés au
groupe seront perdus. Continuer ?","Verlässt du jetzt das Menü,
werden alle Änderungen
verworfen. Trotzdem verlassen?","Se esci adesso dal menu, le
modifiche alla tua squadra
non saranno salvate. Procedi?","Si sales del menú, se perderán
los cambios que hayas hecho en
tu equipo. ¿Quieres continuar?","If you leave the menu now,
changes to your team will be
lost. Are you sure?","Menüden şimdi ayrılırsan takımda yaptığın
değişiklikler kaybolur. Emin misin?"
781,MID_H_MYTEAM_選択,Choisir jusqu'à 10 unités à envoyer avec StreetPass.,Wähle max. 10 Einh. zum Senden via StreetPass.,Scegli fino a 10 unità da inviare con StreetPass.,Elige 10 unidades para enviar por StreetPass.,Select up to 10 units to send via StreetPass.,StreetPass için en çok 10 birim seç.
782,MID_H_MYTEAM_編集,Changer votre nom et vos messages publics.,Bearbeite die sichtbaren Nachrichten/Namen.,Modifica nome e messaggi visualizzati da altri.,Modifica el nombre y los mensajes.,Edit the name and messages other players see.,Görünen adını ve mesajlarını düzenle.
783,MID_H_MYTEAM_出撃,Utiliser StreetPass pour envoyer ce groupe.,Versende dieses Team via StreetPass.,Usa StreetPass per inviare la squadra qui sotto.,Usa StreetPass para enviar al equipo de abajo.,Use StreetPass to send out the team below.,Aşağıdaki ekibi StreetPass ile gönder.
784,MID_H_MYTEAM_確認,Voir l'équipe que vous envoyez avec StreetPass.,"Sieh das Team an, das du über StreetPass
verschickst.",Visualizza la squadra che invii con StreetPass.,Ver el equipo que envías mediante StreetPass.,View the team you are sending via StreetPass.,"StreetPass ile gönderdiğin
ekibi görüntüle."
785,MID_MYTEAM_選択_不可,Les unités choisies doivent être équipées d'armes utilisables.,Wähle Einheiten mit verwendbaren Waffen.,Devi scegliere unità con armi attive.,Elige unidades con armas que puedan usar.,You must choose units carrying usable weapons.,Silah kullanabilen birimleri seç.
786,MID_MYTEAM_選択_確認,Voulez-vous utiliser ce groupe ?,Dieses Team verwenden?,Vuoi usare questa squadra?,¿Quieres usar este equipo?,Use this team?,Bu takım kullanılsın mı?
787,MID_H_MYTEAM_選択_人数,$aVous pouvez encore en sélectionner $a0.,$aDu kannst noch $a0 wählen.,$aPuoi selezionarne ancora $a0.,$aPuedes elegir $a0 más.,$aYou can select $a0 more.,$a$a0 birim daha seçebilirsin.
788,MID_MYTEAM_編集_説明,"Choisir une option
pour faire une
modification.","Ändern? Wähle eine
Option aus der Liste.","Scegli un'opzione
dalla lista per fare
cambiamenti.","Elige una opción de
la lista para realizar
cambios.","Select an option
from the list to
make changes.","Değişiklik yapmak
için listeden bir
seçenek seç."
789,MID_MYTEAM_編集_相手イメージ,Comment s'affichent vos données.,Wie Spieler deine Daten sehen.,I tuoi dati visualizzati da altri.,Así se verán tus datos.,How players will see your data.,Oyuncular verilerinizi nasıl görecek?
790,MID_MYTEAM_編集_あいさつ,Salutations,Begrüßung,Saluto,Saludo,Greeting,Selamlama
791,MID_MYTEAM_編集_戦闘,Mise au défi,Gefecht,Sfida,Desafío,Challenge,Meydan Okuma
792,MID_MYTEAM_編集_仲間,Recrutement,Rekrutierung,Recluta,Reclutar,Recruitment,Ekibe Katılma
793,MID_MYTEAM_編集_カード,Modifier fiche,Karte bearbeiten,Modifica carta,Editar ficha,Edit Card,Kartı Düzenle
794,MID_MYTEAM_編集_軍の名前,Nom groupe,Teamname,Squadra,Nombre,Team Name,Takım Adı
795,MID_H_MYTEAM_編集_あいさつ,S'affiche quand vous rencontrez un joueur.,Wird beim Erstkontakt angezeigt.,Appare se incontri altri giocatori la prima volta.,Se mostrará al conocer a otro jugador.,Displays when you first meet other players.,Diğer oyuncularla ilk buluşmada görünür.
796,MID_H_MYTEAM_編集_戦闘,S'affiche quand un joueur vous met au défi.,Wird bei Herausforderungen angezeigt.,Appare se dei giocatori ti sfidano in battaglia.,Se mostrará cuando alguien te desafíe.,Displays when players challenge you to a fight.,Oyuncular düelloya çağırınca görünür.
797,MID_H_MYTEAM_編集_仲間,S'affiche quand un joueur recrute votre chef.,Wird beim Rekrutieren des Anführers angezeigt.,Appare se il tuo condottiero è reclutato da altri.,Se mostrará cuando alguien reclute a tu líder.,Displays when players recruit your leader.,Oyuncular liderini alınca görünür.
798,MID_H_MYTEAM_編集_カード,Modifier votre fiche.,Bearbeite deine Visitenkarte.,Fai delle modifiche alla tua carta.,Modifica tu ficha.,Edit your profile card.,Profil kartını düzenle.
799,MID_H_MYTEAM_編集_軍の名前,Modifier le nom de votre groupe.,Der Name deines Teams.,Il nome della tua squadra.,El nombre de tu equipo.,A name for your team.,Takımın için bir ad.
800,MID_H_MYTEAM_編集_決定,Confirmer les changements.,Bestätige deine Änderungen.,Conferma i cambiamenti.,Confirmar los cambios.,Confirm your changes.,Değişikliklerinizi onayla.
801,MID_RECVBOX_すれちがいチーム,Groupes StreetPass,StreetPass-Teams,Squadre StreetPass,Eq. StreetPass,StreetPass Teams,StreetPass Ekipleri
802,MID_RECVBOX_配信チーム,Groupes bonus,Bonus-Teams,Squadre bonus,Eq. SpotPass,Bonus Teams,Bonus Takımlar
803,MID_RECVBOX_配信アイテム,Objets bonus,Bonus-Items,Str. bonus,Obj. SpotPass,Bonus Items,Bonus Eşyalar
804,MID_RECVBOX_配信マップ,Cartes bonus,Bonus-Karten,Mappe bonus,Map. SpotPass,Bonus Maps,Bonus Haritalar
805,MID_RECVBOX_配信デュアル,Adversaires bonus,Bonus-Herausf.,Rivali bonus,Riv. SpotPass,Bonus Challengers,Bonus Rakipler
806,MID_RECVBOX_名声ボーナス,Prix renommée,Rufbelohnungen,Premi per fama,Premios fama,Renown Awards,Ün Ödülleri
807,MID_H_RECVBOX_すれちがいチーム,Recevoir des groupes par StreetPass.,Erhalte StreetPass-Teams.,Accogli squadre StreetPass.,Recibe equipos StreetPass.,Receive StreetPass teams.,StreetPass ekiplerini al.
808,MID_H_RECVBOX_配信チーム,Ajouter les groupes reçus sur la carte du monde.,Beordere Bonus-Teams auf die Weltkarte.,Convoca le squadre bonus sul mappamondo.,Llevar equipos SpotPass al mapa.,Summon bonus teams onto the World Map.,Bonus takımları Dünya Haritası’na çağır.
809,MID_H_RECVBOX_配信アイテム,Récupérer les objets reçus.,Fordere erhaltene Bonus-Items an.,Ricevi gli strumenti bonus che hai ottenuto.,Recoger los objetos recibidos por SpotPass.,Claim bonus items you have received.,Aldığın bonus eşyaları al.
810,MID_H_RECVBOX_配信マップ,Débloquer les cartes reçues.,Schalte erhaltene Bonus-Karten frei.,Sblocca le mappe bonus che hai ottenuto.,Desbloquear los mapas recibidos por SpotPass.,Unlock bonus maps you have received.,Aldığın bonus haritaların kilidini aç.
811,MID_H_RECVBOX_配信デュアル,Débloquer des adversaires pour le mode Alliance.,Schalte Bonus-Herausf. für Doppelduell frei.,Sblocca i rivali bonus per le Sfide congiunte.,Usar rivales SpotPass para duelos conjuntos.,Unlock bonus Double Duel challengers.,Bonus Çifte Düello rakiplerini aç.
812,MID_H_RECVBOX_名声ボーナス,Recevoir des prix liés à votre renommée.,Erhalte Belohnungen für deinen Ruf.,Ottieni i premi per la tua fama.,Recibir premios por tu fama.,Receive awards for your Renown.,Ününüz için ödüller al.
813,MID_H_RECVBOX_チーム_選択,Appeler les esprits de héros légendaires.,Rufe die Geister legendärer Helden herbei.,Evoca gli spiriti di eroi leggendari.,Invoca a los espíritus de héroes legendarios.,Summon the phantoms of legendary heroes.,Efsane kahramanların hayaletlerini çağır.
814,MID_H_RECVBOX_配信マップ_選択,Ajouter les missions reçues à la carte du monde.,Füge neue Nebenquests zur Weltkarte hinzu.,Aggiungi le nuove Appendici al mappamondo.,Añade desvíos adicionales al mapa.,Add these new side stories to the World Map.,Yeni yan öyküleri Dünya Haritası'na ekle.
815,MID_H_RECVBOX_配信デュアル_選択,Ajouter de nouveaux adversaires au mode Alliance.,Herausforderer zu Doppelduell hinzufügen.,Aggiungi questi rivali alle Sfide congiunte.,Añadir estos rivales a duelos conjuntos.,Add these challengers to Double Duel.,Bu rakipleri Çifte Düello’ya ekle.
816,MID_RECVBOX_名声ボーナス_アイテム名,Objet,Item,Strum.,Objeto,Item,Eşya
817,MID_RECVBOX_名声ボーナス_必要名声値,Renommée,Ruf,Fama,Fama,Renown,Ün
818,MID_RECVBOX_チーム_確認,Invoquer ce groupe dans votre monde ?,Dieses Team in deine Welt beordern?,Vuoi invitare questa squadra nel tuo mondo?,¿Invocar a este equipo a tu mundo?,Summon this team to your world?,Bu takım dünyana çağrılsın mı?
819,MID_RECVBOX_アイテム_追加,"$aObtenu : $a0 !
(Objet envoyé au convoi.)","$aDu erhältst $a0.
(Zum Vorrat geschickt)","$aNei rifornimenti hai
ora $a0.","$aSe ha enviado $a0
al carro.","$aYou got $a0.
(Sent to the convoy.)","$a$a0 aldın.
(Konvoya gönderildi.)"
820,MID_RECVBOX_アイテム_取得済み,Vous avez déjà reçu cet objet.,Item bereits erhalten.,Strumento già ricevuto.,Ya tienes este objeto.,Item already received.,Eşya zaten alındı.
821,MID_RECVBOX_マップ_確認,"$aAjouter « $a0 »
à la carte du monde ?","$aFüge ""$a0""
zur Weltkarte hinzu?","$aAggiungi ""$a0""
al mappamondo?","$a¿Quieres añadir $a0
al mapa?","$aAdd ""$a0""
to the World Map?","$aDünya Haritası’na
""$a0"" eklensin mi?"
822,MID_RECVBOX_マップ_取得済み,Carte déjà débloquée.,Karte ist bereits freigeschaltet.,Mappa già sbloccata.,Ya tienes este mapa.,Map already unlocked.,Haritanın kilidi zaten açık.
823,MID_RECVBOX_マップ_取得,Nouvelle carte ajoutée.,Neue Karte erworben.,Nuova mappa acquisita.,Has conseguido un mapa nuevo.,New map acquired.,Yeni harita alındı.
824,MID_RECVBOX_デュアル_追加,$aVous avez débloqué $a0.,$a$a0 freigeschaltet.,$aHai sbloccato: $a0.,"$aHas desbloqueado:
$a0.",$aUnlocked $a0.,$a$a0 kilidi açıldı.
825,MID_RECVBOX_デュアル_取得済み,Adversaire déjà débloqué.,Herausf. bereits freigeschaltet.,Rivale già sbloccato.,Ya tienes a este rival.,Challenger already unlocked.,Rakibin kilidi zaten açık.
826,MID_RECVBOX_すれちがいチーム_なし,Aucun groupe StreetPass dispo.,"Keine StreetPass-Teams
verfügbar.",0 squadre StreetPass disponibili.,No hay equipos StreetPass.,No StreetPass teams available.,StreetPass ekibi mevcut değil.
827,MID_RECVBOX_配信チーム_なし,Aucun groupe bonus dispo.,Keine Bonus-Teams verfügbar.,0 squadre bonus disponibili.,No hay equipos SpotPass.,No bonus teams available.,Bonus takım mevcut değil.
828,MID_RECVBOX_配信アイテム_なし,Aucun objet bonus dispo.,Keine Bonus-Items verfügbar.,0 strumenti bonus disponibili.,No hay objetos SpotPass.,No bonus items available.,Bonus öge mevcut değil.
829,MID_RECVBOX_配信マップ_なし,Aucune carte bonus dispo.,Keine Bonus-Karten verfügbar.,0 mappe bonus disponibili.,No hay mapas SpotPass.,No bonus maps available.,Bonus harita mevcut değil.
830,MID_RECVBOX_配信デュアル_なし,Aucun adversaire bonus dispo.,"Keine Bonus-Herausforderer
verfügbar.",0 rivali bonus disponibili.,No hay rivales SpotPass.,No bonus challengers available.,Bonus meydan okuyucusu yok.
831,MID_RECVBOX_チーム_追加_空きなし,Aucun espace disponible,Keine Plätze verfügbar.,Nessuno slot disponibile.,No hay ranuras disponibles.,No slots available.,Kullanılabilir yuva yok.
832,MID_RECVBOX_チーム_追加_同一,Ce groupe est déjà sur la carte.,Team ist bereits auf der Karte.,La squadra è già sulla mappa.,Ese equipo ya está en el mapa.,That team is already on the map.,Bu takım zaten haritada.
833,MID_RECVBOX_チーム_追加_オーバー,Nombre de groupes max. atteint.,Team-Begrenzung erreicht.,Raggiunto limite squadre.,No puedes llevar más equipos.,Team limit reached.,Takım sınırına ulaşıldı.
834,MID_DLC_コンテンツ選択,Jouer une carte,Karte spielen,Carica mappa,Cargar mapa,Play a Map,Harita Oyna
835,MID_H_DLC_コンテンツ選択,Choisir la carte sur laquelle vous voulez jouer.,"Wähle die Karte, die du spielen möchtest.",Seleziona la mappa che vuoi caricare.,Elige en qué mapa quieres jugar.,Select the map you want to play.,Oynamak istediğin haritayı seç.
836,MID_DLC_コンテンツ選択確認,Jouer sur cette carte ?,Diese Karte spielen?,Vuoi caricare questa mappa?,¿Quieres jugar en este mapa?,Play this map?,Bu harita oynansın mı?
