file,label,index,English,French,German,Spanish,Italian,Dutch,Turkish,Notes,ObservedMaxLines,ObservedMaxLineChars,ObservedMinTotalChars,ObservedMaxTotalChars
hundred_collection.msbt,cn_ss_msg_001,56,"The one that started it all!
Who knew it was such fun
to play board games and
minigames with friends?","Le tout premier jeu de la
série, qui mélangeait déjà
jeu de plateau et mini-jeux
rigolos !","Der Auftakt der Reihe!
Wer hätte gedacht, dass
Brett- und Minispiele mit
Freunden so spaßig sind?","¡El origen de todo!
La prueba de que,
mientras haya amigos,
¡habrá juegos de tablero!","È iniziato tutto così!
Un gioco da tavolo e tanti
minigiochi per sfidare gli
amici!","De eerste game van de
serie! Wie had gedacht dat
minigames spelen met je
vrienden zo leuk was?","Her şeyi başlatan oyun!
Arkadaşlarla masa oyunu ve
mini oyun oynamanın bu kadar
eğlenceli olacağını kim bilirdi?",,4,28,83,101
hundred_collection.msbt,cn_ss_nm_000,57,Millennium Star,Étoile millénaire,Millenium-Stern,Estrella Milenaria,Stella millenaria,Millennium Star,Milenyum Yıldızı,,1,18,15,18
hundred_collection.msbt,cn_ss_msg_002,58,"Mario and friends create
the theme park of Mario
Land and must defend
it when Bowser attacks!","Mario et ses amis ont
créé le parc Mario Land
et doivent le défendre
face à Bowser !","Mario & Co. müssen ihren
Vergnügungspark „Mario
Land“ gegen Bowser
verteidigen.","¡Mario y sus amigos crean
el parque temático Mario
Land y deben defenderlo
de los ataques de Bowser!","Mario e i suoi amici creano
il parco divertimenti Mario
Land e lo difendono dagli
attacchi di Bowser.","Mario en zijn vrienden
bouwen het pretpark
Mario Land, maar dan
valt Bowser aan!","Mario ve arkadaşları Mario Land
adında bir tema parkı kurar.
Bowser saldırınca da parklarını
korumaları gerekir!",,4,27,79,101
hundred_collection.msbt,cn_ss_nm_001,59,Tumble,Tumble,Purzel,Tumble,Dadì,Tumble,Tumble,,1,6,4,6
hundred_collection.msbt,cn_sd_msg_020,60,"Minigame Island
World 4 Music","Îles aux mini-jeux
Monde 4","Minispiel-Inseln
(Welt 4)","Islas de los
minijuegos
(Mundo 4) II","Isole dei minigiochi -
Mondo 4","Minigame-eilanden,
muziek van wereld 4","Mini Oyun Adaları
Dünya 4 Müziği",,3,22,25,38
hundred_collection.msbt,cn_ss_msg_003,61,"A Millennium Star-
studded adventure
in a world of toys.","Une aventure centrée sur
l'étoile millénaire se
déroulant dans un monde
de jouets.","Abenteuer mit dem
Millenium-Stern in einer
Spielzeugwelt.","Una aventura en un
mundo de juguetes
con un problema de
identidades estelares.","Un'avventura punteggiata
di stelle millenarie nel
mondo dei giocattoli.","Een avontuur door een
speelgoedwereld met de
Millennium Star.","Oyuncaklarla dolu
bir dünyada, Milenyum
Yıldızı etrafında dönen
bir macera.",,4,24,56,82
hundred_collection.msbt,cn_ss_nm_002,62,"Dream Depot
Star Spirits","Esprits étoile du
pays des rêves","Hohe Sterne der
Sternenzuflucht","Espíritus estelares
de Oniria","Spiriti Stellari
di Sognilandia","Dream Depot
Star Spirits","Rüya Deposu
Yıldız Ruhları",,2,19,24,32
hundred_collection.msbt,cn_sd_msg_021,63,Decathlon Music,Décathlon,Dekathlon,Decatlón,Decathlon,Meerkampmuziek,Dekatlon Müziği,,1,15,8,15
hundred_collection.msbt,cn_ss_msg_004,64,"Challenge the map crafted
by Toad and Shy Guys
to receive your presents!","Frottez-vous aux plateaux
créés par Toad, Maskass
et compagnie afin de
recevoir vos cadeaux !","Stelle dich den
Herausforderungen von
Toad und den Shy Guys
und erhalte Geschenke!","Toad y los Shy Guys han
creado un mapa lleno de
desafíos... ¡y de regalos!","Affronta la mappa creata
da Toad e i Tipi Timidi per
ricevere i tuoi regali!","Speel door de minigames
van Toad en zijn vrienden
om je pakjes te krijgen.","Toad ve Shy Guy’ların
hazırladığı haritadaki
mücadeleleri aş ve
hediyelerini kap!",,4,27,72,93
hundred_collection.msbt,cn_ss_nm_003,65,Brighton and Twila,Célestin et Séléna,Sonnja und Raimond,Sololo y Luluna,Lucio e Ombretta,Brighton en Twila,Brighton ve Twila,,1,18,15,18
hundred_collection.msbt,cn_sd_msg_022,66,Decathlon Music,Décathlon,Dekathlon,Decatlón,Decathlon,Meerkampmuziek,Dekatlon Müziği,,1,15,8,15
hundred_collection.msbt,cn_ss_msg_005,67,"The party moves to the
dream world! Kick things
off with the Star Spirits in
a variety of dream maps!","Mario et ses amis
investissent le monde des
rêves et découvrent les
plateaux des esprits étoile.","Lass zusammen mit den
hohen Sternen die Party in
der Traumwelt steigen!","¡Mario y sus amigos
se van al mundo de
los sueños a jugar con
los espíritus estelares!","Il party si sposta a
Sognilandia. Affronta le
mappe del sogno con
l'aiuto degli Spiriti Stellari!","Het feest verplaatst zich
naar de droomwereld!
Laat de Star Spirits je
leiden door droomborden.","Parti bu kez rüya dünyasına
taşınıyor! Yıldız Ruhları’yla
birlikte türlü rüya haritalarında
eğlenceyi başlat!",,4,31,71,101
hundred_collection.msbt,cn_ss_nm_004,68,Toadsworth,Papy Champi,Toadsworth,Maestro Kinopio,Mastro Toad,Toadsworth,Toadsworth,,1,15,10,15
hundred_collection.msbt,cn_sd_msg_023,69,"Championship Battle
Music",Bataille,Turnier,El mejor de la serie,Vinci la serie,Toernooimuziek,"Şampiyona Mücadelesi
Müziği",,2,20,7,25
hundred_collection.msbt,cn_ss_msg_006,70,"Brighton and Twila are
bickering in their home in
the sky. Collect stars to
help them make up!","La discorde règne entre
Célestin et Séléna.
Accumulez des étoiles
afin qu'ils se réconcilient !","Sonnja und Raimond
streiten sich in ihrem Heim
am Himmel. Sammle Sterne
und versöhne sie wieder!","Sololo y Luluna tienen
un desencuentro.
¡Recoge estrellas para
que hagan las paces!","Lucio e Ombretta stanno
litigando lassù nel cielo.
Ottieni le stelle e aiutali
a fare la pace.","Brighton en Twila hebben
ruzie gekregen in de lucht.
Verzamel sterren en zorg
dat ze het weer bijleggen.","Brighton ile Twila,
gökyüzündeki evlerinde
didişip duruyor. Yıldızları
topla da onları barıştır!",,4,29,83,104
hundred_collection.msbt,cn_ss_nm_005,71,"MC Ballyhoo
and Big Top","Martin Tamarre
et Gai Lurin","Billy Balla-Balla und
Kopftopf","Gundimero el
Pregonero y Capirón","Sir Baraonda
e Joe Cilindro","MC Ballyhoo
en Big Top","MC Ballyhoo
ve Big Top",,2,21,22,32
hundred_collection.msbt,cn_sd_msg_024,72,"Championship Battle
Music",Bataille,Turnier,El mejor de la serie,Vinci la serie,Toernooimuziek,"Şampiyona Mücadelesi
Müziği",,2,20,7,25
hundred_collection.msbt,cn_ss_msg_007,73,"Team Mario sets sail on
a world-spanning tour in
a decked-out cruise ship!","Mario et sa bande se
lancent dans un tour du
monde à bord d'un navire
de croisière luxueux !","Mario & Co. gehen auf
lustige Kreuzfahrt um die
ganze Welt!","¡Mario y compañía se
hacen a la mar en un
crucero que recorrerá
todo el mundo!","Mario e i suoi amici vanno
in crociera su una nave
di lusso!","Mario en zijn vrienden
maken een wereldreis
op een cruiseschip, maar
Bowser mag niet mee!","Mario ve ekip,
gösterişli bir kruvaziyerle
dünya turuna çıkıyor!",,4,26,59,92
hundred_collection.msbt,cn_ss_nm_006,74,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_collection.msbt,cn_ss_release_010,75,Released 2015.,Sorti en 2015,2015,Año: 2015,Uscito nel 2015.,Jaar: 2015,Çıkış yılı: 2015,,1,16,4,16
hundred_collection.msbt,cn_sd_msg_025,76,"Minigame Island
Goal Music","Îles aux mini-jeux
Arrivée","Minispiel-Inseln
(Ziel)","Islas de los
minijuegos
(Llegada a la meta)","Isole dei minigiochi -
Traguardo","Minigame-eilanden,
eindpuntmuziek","Mini Oyun Adaları
Bitiş Müziği",,3,22,23,43
hundred_collection.msbt,cn_ss_msg_008,77,"It's time for the annual
Star Carnival! Win out
over your rivals to
become a super star!","Affrontez vos rivaux
pour obtenir le titre
de superstar en plein
carnaval de l'Étoile !","Zeit für den Jahrmarkt der
Sterne! Besiege deine
Gegner und werde der
Superstar!","Un año más, ¡la Feria de
la Estrella va a comenzar!
¡Obtén la victoria que hará
de ti una superestrella!","È arrivato il momento della
Fiera delle Stelle! Imponiti
sui tuoi rivali e diventa
una vera Superstar!","Het is weer tijd voor het
jaarlijkse sterrencarnaval!
Win van je tegenspelers
en word de superster.","Yıllık Yıldız Karnavalı!
Rakiplerini alt et ve
Süper Yıldız unvanını
kap!",,4,28,80,104
hundred_collection.msbt,cn_sd_msg_026,78,"Championship Battle
Music",Bataille,Turnier,El mejor de la serie,Vinci la serie,Toernooimuziek,"Şampiyona Mücadelesi
Müziği",,2,20,7,25
hundred_collection.msbt,cn_ss_msg_009,79,"Everyone pile in! It's
time to hit the road to
get back the Mini Star
that Bowser stole!","Tout le monde embarque
pour un périple visant à
récupérer les petites étoi-
les dérobées par Bowser !","Alle einsteigen! Mach dich
auf, um die gestohlenen
Mini-Sterne von Bowser
zurückzuholen!","¡Todo el mundo tiene que
arrimar el hombro para
recuperar la miniestrella
que ha robado Bowser!","Tutti pronti! È ora di
mettersi in marcia per
ritrovare la ministella
rapita da Bowser!","Allemaal instappen! Tijd
om de mini-sterren die
Bowser heeft gestolen,
terug te halen.","Herkes binsin! Bowser’ın çaldığı
Mini Yıldız’ı geri almak için
yollara düşme vakti!",,4,27,86,101
hundred_collection.msbt,cn_sd_msg_027,80,Decathlon Music,Décathlon,Dekathlon,Decatlón,Decathlon,Meerkampmuziek,Dekatlon Müziği,,1,15,8,15
hundred_collection.msbt,cn_tab_000,81,Series,Logiciels,Spiele,Juego,Serie,Games,Seri,,1,9,5,9
hundred_collection.msbt,cn_tab_001,82,Characters,Personnages,Figuren,Personajes,Personaggi,Personages,Karakterler,,1,11,7,11
hundred_collection.msbt,cn_btn_00,83,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_collection.msbt,cn_btn_01,84,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_collection.msbt,cn_ss_msg_020,85,"What's better than rolling?
Rolling two dice at once!","Permet de lancer deux dés
au lieu d'un.","Was ist besser, als zu würfeln?
Mit 2 Würfeln gleichzeitig zu
würfeln!","¿Hay algo mejor que tirar
el dado? Sí, ¡tirar dos veces!","Cosa c'è di meglio che
lanciare un dado? Semplice:
lanciare due dadi!",Twee is beter dan een!,"Bir zar atmaktan daha güzel ne var?
Aynı anda iki zar atmak!",,3,31,22,70
hundred_collection.msbt,cn_ss_msg_021,86,"Wish you could be where one
of your rivals is? This box lets
you live that dream.","Permet de se téléporter
sur la case d'un rival.","Wärst du gern da, wo gerade
einer deiner Mitspieler steht?
Mit diesem Item wird der
Traum wahr!","¿Te gustaría ocupar el lugar
de otro jugador? ¡Con esta
caja puedes hacerlo realidad!","Ti piace la casella occupata da
un rivale? Questa scatola ti
permette di raggiungerla!","Wou je dat je op de plek van je
tegenspeler stond? Deze doos
laat die droom uitkomen!","Keşke rakibinin bulunduğu yerde
olsaydın mı? Bu kutu o hayali
gerçeğe dönüştürür.",,4,32,47,95
hundred_collection.msbt,cn_ss_msg_022,87,"Just the thing you need to
challenge a rival to a duel.","Permet de défier un rival en
duel afin de lui voler des
pièces.","Genau, was man braucht, um
einen Mitspieler zu einem
Duell herauszufordern.","Úsalo para desafiar a un rival
a un duelo de monedas.","Proprio ciò che ti serve per
sfidare un rivale a duello.","Daag een tegenspeler uit tot
een muntenduel.","Bir rakibini jeton düellosuna
çağırmak için tam gereken şey.",,3,30,44,75
hundred_collection.msbt,cn_ss_msg_023,88,"Triples the chances of playing
the minigame you selected.","Peut aller jusqu'à tripler les
chances de jouer au mini-jeu
choisi.","Dieses Item erhöht die
Chance auf das von dir
gewählte Minispiel um
das Dreifache.","Triplica la probabilidad
de que salga el minijuego
que has elegido.","Triplica le probabilità di
giocare il minigioco che
hai selezionato tu.","Verdrievoudig de kans dat
jouw minigame wordt
uitgekozen om te spelen.","Seçtiğin mini oyunun çıkma
ihtimalini üç katına çıkarır.",,4,30,57,82
hundred_collection.msbt,cn_ss_msg_024,89,"Swap positions with one of
your rivals. The tables turn
fast, don't they?","Permet d'échanger sa
position sur le plateau
avec celle d'un rival.","Tausche den Standort mit
einem deiner Mitspieler. So
schnell kann sich das Blatt
wenden...","Intercambia tu posición
por la de un rival. Cómo
cambian las cosas, ¿no?","Scambi la posizione con uno
dei tuoi rivali. Le carte in
tavola cambiano velocemente!","Verwissel van plek met een
van je tegenspelers. Het kan
verkeren!","Bir rakibinle yer değiştir.
Dengeler ne çabuk
değişiyor, değil mi?",,4,28,65,90
hundred_common.msbt,mode_title_010,0,Collection,Collection,Sammlung,Colección,Collezione,Encycloparty,Koleksiyon,,1,12,8,12
hundred_common.msbt,bgm_028,1,Spinning Polka,Polka !!!,Die Pirouetten-Polka,Polka giratoria,Polka folle,Duizelende polka,Dönen Polka,,1,20,9,20
hundred_common.msbt,hd_cmn_plyrno_01,2,P1,J1,S1,J1,G1,S1,P1,,1,2,2,2
hundred_common.msbt,mgh415_title,3,Mario Speedwagons,Départ arrêté,Rauchende Reifen,Un día en las carreras,Corsa pazza,Schakelformule,Mario Hız Arabaları,,1,22,11,22
hundred_common.msbt,mgh415_title2,4,Mario Speedwagons,Départ arrêté,Rauchende Reifen,Un día en las carreras,Corsa pazza,Schakelformule,Mario Hız Arabaları,,1,22,11,22
hundred_common.msbt,mgh448_title2,5,Strawberry Shortfuse,Sur un plateau,Kalorienbombe,No hagas el mono,Ukiki pasticciere,Apentaartje,Kalori Bombası,,1,20,11,20
hundred_common.msbt,mode_title_011,6,Music,Musique,Musik,Galería de audio,Musiche,Muziek,Müzik,,1,16,5,16
hundred_common.msbt,bgm_029,7,Take the Coin,Prends la pièce,Schnapp dir die Münze!,Coge la moneda,Prendi gettone,Grijp de munt,Jetonu Kap,,1,22,13,22
hundred_common.msbt,hd_cmn_plyrno_02,8,P2,J2,S2,J2,G2,S2,P2,,1,2,2,2
hundred_common.msbt,mgh416_title2,9,Cage-in Cookin',Les cages de Bowser,Keine Rettung!,La clave,Dietro le sbarre,Kooicode,Kafeste Piştin!,,1,19,8,19
hundred_common.msbt,mgh425_title,10,Ice Rink Risk,Patinoire panique,Eis-Stachel-Lauf,Riesgo helado,Ghiaccio spinoso,Slipschild,Buz Pisti Riski,,1,17,10,17
hundred_common.msbt,mgh449_title2,11,Dinger Derby,Batte la balle !,Baseball-Ballerei,Dale al bate,A tutto baseball,Honkbalhectiek,Vuruş Derbisi,,1,17,12,17
hundred_common.msbt,mgh462_title2,12,Goomba Bowling,Bowling Goomba,Gumbowling,Bolos Goomba,Goombowling,Goomba-kegelen,Goomba Bowling,,1,14,10,14
hundred_common.msbt,item_02_c,13,Poison Mushroom,Champignon poison,Giftpilz,Champiñón venenoso,Fungo avvelenato,Giftige paddenstoel,Zehirli Mantar,,1,19,8,19
hundred_common.msbt,mode_title_012,14,Half Decathlon,Semi-décathlon,Halb-Dekathlon,Medio decatlón,Semi-decathlon,Vijfkamp,Yarı Dekatlon,,1,14,8,14
hundred_common.msbt,hd_cmn_plyrno_03,15,P3,J3,S3,J3,G3,S3,P3,,1,2,2,2
hundred_common.msbt,hd_chara_11,16,Rosalina,Harmonie,Rosalina,Estela,Rosalinda,Rosalina,Rosalina,,1,9,6,9
hundred_common.msbt,mgh430_title2,17,Three Door Monty,La bonne porte,Trügerische Türen,Recuerda la puerta,Le tre porte,Deur elkaar,Üç Kapı Oyunu,,1,18,11,18
hundred_common.msbt,mgh435_title,18,Peak Precision,Boutons pression,Kletterklippe,Escalada a pulso,Scalacomandi,Klauterknoppen,Hassas Tırmanış,,1,16,12,16
hundred_common.msbt,mgh458_title,19,Don't Look,À contre-courant,Gegen den Pfeil,¡No mires ahí!,Così no,Wegkijken,Bakma Sakın!,,1,16,7,16
hundred_common.msbt,mode_title_013,20,Decathlon,Décathlon,Dekathlon,Decatlón,Decathlon,Tienkamp,Dekatlon,,1,9,8,9
hundred_common.msbt,hd_cmn_plyrno_04,21,P4,J4,S4,J4,G4,S4,P4,,1,2,2,2
hundred_common.msbt,hd_chara_12,22,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,,1,11,11,11
hundred_common.msbt,mgh203_title,23,Eatsa Pizza,Mange ta pizza !,Pizza Pronto,Tragapizza,Divora-pizza,Pizzaparty,Pizzayı Sil Süpür!,,1,16,10,16
hundred_common.msbt,mode_title_014,24,Series Guide,Présentation de la série,Infos zur Mario Party-Reihe,Introducción a la serie,Guida alla serie,Mario Party-serie,Seri Rehberi,,1,27,12,27
hundred_common.msbt,hd_chara_13,25,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,,1,10,10,10
hundred_common.msbt,mgh201_title2,26,Speed Hockey,OK ? Hockey !,Hockey-Duell,Hockey veloz,Hockey veloce,Airhockey,Hızlı Hokey,,1,13,9,13
hundred_common.msbt,mode_title_015,27,Staff Credits,Crédits,Credits,Créditos,Riconoscimenti,Credits,Ekip,,1,14,7,14
hundred_common.msbt,hd_chara_14,28,Toad,Toad,Toad,Toad,Toad,Toad,Toad,,1,4,4,4
hundred_common.msbt,mgh004_title,29,Vine Country,Liane périlleuse,Lianenkraxler,Lianas peligrosas,Liana balzana,Liaanladder,Sarmaşık Diyarı,,1,17,11,17
hundred_common.msbt,item_00,30,Dash Mushroom,Champignon turbo,Turbo-Pilz,Champiñón turbo,Fungo scatto,Sprintpaddenstoel,Hız Mantarı,,1,17,10,17
hundred_common.msbt,mg_pack_10,31,Sports Pack,Pack sport,Sport-Paket,Caja Deportes,Pacchetto sport,Sportpakket,Spor Paketi,,1,15,10,15
hundred_common.msbt,mode_title_016,32,Half Decathlon,Semi-décathlon,Halb-Dekathlon,Medio decatlón,Semi-decathlon,Vijfkamp,Yarı Dekatlon,,1,14,8,14
hundred_common.msbt,hd_chara_15,33,Bowser,Bowser,Bowser,Bowser,Bowser,Bowser,Bowser,,1,6,6,6
hundred_common.msbt,item_01,34,Golden Dash Mushroom,Champignon turbo doré,Goldener Turbo-Pilz,Champiñón turbo dorado,Fungo scatto dorato,Gouden sprintpaddenstoel,Altın Hız Mantarı,,1,24,19,24
hundred_common.msbt,mg_pack_11,35,Brainy Pack,Pack réflexion,Knobel-Paket,Caja Ingenio,Pacchetto ingegno,Denkpakket,Zekâ Paketi,,1,17,10,17
hundred_common.msbt,mode_title_017,36,Decathlon,Décathlon,Dekathlon,Decatlón completo,Decathlon,Tienkamp,Dekatlon,,1,17,8,17
hundred_common.msbt,qst_world01,37,World 1-1,Monde 1-1,Welt 1-1,Mundo 1-1,Mondo 1-1,Wereld 1-1,Dünya 1-1,,1,10,8,10
hundred_common.msbt,hd_chara_16,38,Bowser Jr.,Bowser Jr.,Bowser Jr.,Bowsy,Bowser Junior,Bowser Jr.,Bowser Jr.,,1,13,5,13
hundred_common.msbt,mgh419_title,39,Bombs Away,Bombes larguées,Kanonen-Insel,Bombas fuera,Bombardieri,Bommen los,Bombalar Yağıyor!,,1,15,10,15
hundred_common.msbt,mgh112_title,40,GOOOOOOOAL!!,BUUUUUUUUUUUT,TOOOOOOOOOOR!!!,¡GOOOOOOOL!,GOOOOOOOOL!,Strafschoppen,GOOOOOOOL!!,,1,15,11,15
hundred_common.msbt,item_02,41,Poison Mushroom,Champignon poison,Giftpilz,Champiñón venenoso,Fungo avvelenato,Giftige paddenstoel,Zehirli Mantar,,1,19,8,19
hundred_common.msbt,mg_pack_12,42,Lucky Pack,Pack hasard,Glücks-Paket,Caja Suerte,Pacchetto fortuna,Gelukspakket,Şans Paketi,,1,17,10,17
hundred_common.msbt,mode_title_018,43,Items,Objets,Items,Objetos,Oggetti,Voorwerpen,Eşyalar,,1,10,5,10
hundred_common.msbt,qst_world02,44,World 1-2,Monde 1-2,Welt 1-2,Mundo 1-2,Mondo 1-2,Wereld 1-2,Dünya 1-2,,1,10,8,10
hundred_common.msbt,hd_chara_17,45,Boo,Boo,Buu Huu,Boo,Boo,Boo,Boo,,1,7,3,7
hundred_common.msbt,mgh429_title,46,The Beat Goes On,Chauffe Marcel !,Busch-Bongo,Dale al tam-tam,Ritmi tribali,Doordrummen,Ritmi Kaçırma!,,1,16,11,16
