index,key,English,French,German,Italian,Spanish,Turkish,prefix_hex
467,shop_7up_comment:0:OPT,"<squish=0.82>Come on, sonny. These are friend prices!","<squish=0.82>ALLONS, FISTON ! CE SONT DES PRIX D'AMIS QUE JE TE FAIS LÀ !","<squish=0.82>Komm schon, mein Junge. Das sind Freundschaftspreise!","<squish=0.82>SU, FIGLIOLO. QUESTI|SONO PREZZI DI|FAVORE!","<squish=0.82>Venga, chaval... ¡Te estoy haciendo precio especial por ser familia!","<squish=0.82>Hadi evlat, bunlar dost işi fiyatlar!",01
468,shop_7up_comment:1:CON,"<squish=0.82>I blew up all these balloons myself, you know.","<squish=0.82>TU SAIS, C'EST MOI|QUI AI GONFLÉ TOUS|CES BALLONS.","<squish=0.82>Ich hab alle Ballons selbst aufgepustet, weisst du?",<squish=0.82>HO GONFIATO TUTTI|QUESTI PALLONCINI|DA SOLO.,<squish=0.82>He tenido que inflar yo solito todos estos globos.,"<squish=0.82>Bu balonların hepsini|kendim şişirdim, haberin olsun.",01
469,shop_7up_comment:2:OPT,"<squish=0.82>Seven balloons, Donkey Kong! You can't beat this deal!","<squish=0.82>7 BALLONS,|DONKEY KONG !|SI ÇA, C'EST PAS|UNE AFFAIRE !","<squish=0.82>Sieben Ballons, Donkey Kong! Dieses Angebot ist unschlagbar!","<squish=0.82>SETTE PALLONCINI,|DONKEY KONG!|PRENDERE O|LASCIARE!","<squish=0.82>¡Siete globos, Donkey Kong! ¡No vas a encontrar una ganga mejor!","<squish=0.82>Yedi balon, Donkey Kong!|Bundan iyi fırsat bulamazsın!",01
470,shop_7up_comment:3:CON,"<squish=0.82>If you could bop infinitely, you wouldn't have to buy these from me.","<squish=0.82>SI TU SAVAIS|REBONDIR SANS FIN|SUR TES ENNEMIS, TU|N'AURAIS PLUS BESOIN|DE TOUT ÇA.","<squish=0.82>Könntest du endlos umherspringen, bräuchtest du mir diese nicht abzukaufen.","<squish=0.82>SE DAVVERO FOSSI|RESISTENTE COME UNA|ROCCIA, LASCERESTI|PERDERE QUESTI|PALLONCINI!","<squish=0.82>Si pudieras volar no necesitarías ninguno de estos globos, claro...",<squish=0.82>Sonsuza dek zıplayabilseydin|bunları benden almak zorunda kalmazdın.,01
471,shop_7up_purchase:0:CON,<squish=0.82>Something tells me you’re going to need these.,<squish=0.82>MON PETIT DOIGT|ME DIT QUE TU VAS|EN AVOIR BESOIN.,"<squish=0.82>Etwas sagt mir, dass du diese Dinger brauchen wirst.","<squish=0.82>QUALCOSA MI|DICE CHE TI|SERVIRANNO,|PRIMA O POI.",<squish=0.82>Algo me dice que vas a necesitar todos y cada uno de estos globitos.,<squish=0.82>İçimden bir ses bunlara|ihtiyacın olacağını söylüyor.,01
472,shop_7up_purchase:1:CON,"<squish=0.82>If you can’t finish this quest now, you’re beyond my help.","<squish=0.82>SI AVEC ÇA,|TU N'ARRIVES PAS À|FINIR CETTE QUÊTE...|JE NE PEUX PLUS RIEN|FAIRE POUR TOI.","<squish=0.82>Wenn du es jetzt nicht schaffst, diese Suche zu beenden, dann kann ich dir auch nicht helfen.","<squish=0.82>SE NON RIESCI AD|ANDARE AVANTI|NEPPURE ORA, NON SO|PROPRIO CHE ALTRO|FARE PER TE.","<squish=0.82>Si con esto no consigues completar tu misión, es que no hay nada que hacer contigo.",<squish=0.82>Bunlarla da bu macerayı bitiremezsen|sana benim de yapabileceğim bir şey yok.,01
473,shop_7up_purchase:2:CON,<squish=0.82>Careful you don’t float away with all these balloons!,"<squish=0.82>FAIS ATTENTION À NE|PAS T'ENVOLER, AVEC|TOUS CES BALLONS !","<squish=0.82>Pass auf, dass du mit all diesen Ballons nicht davonfliegst!",<squish=0.82>ATTENTO A NON|VOLARE VIA CON|TUTTI QUESTI|PALLONCINI!,"<squish=0.82>Si te compras todos estos globos, ¡ya casi podrías dar la vuelta al mundo con ellos!",<squish=0.82>Bunca balonla uçup gitme sakın!,01
474,shop_7up_purchase:3:CON,<squish=0.82>Don’t waste 'em!,<squish=0.82>NE LES GÂCHE PAS !,<squish=0.82>Verschwende sie bloss nicht!,<squish=0.82>NON SPRECARLI!,<squish=0.82>¡No los malgastes!,<squish=0.82>Boşa harcama!,01
475,shop_7up_purchase:4:CON,<squish=0.82>You’ll need every balloon you can get if you want to finish this quest.,"<squish=0.82>POUR FINIR CETTE|QUÊTE, TU AURAS|BESOIN DE TOUS LES|BALLONS POSSIBLES.","<squish=0.82>Du wirst jeden Ballon brauchen, um diese Suche erfolgreich abzuschliessen.","<squish=0.82>SE VUOI ARRIVARE|FINO IN FONDO,|TI SERVIRANNO TUTTI|I PALLONCINI CHE RIESCI|A RECUPERARE.",<squish=0.82>Seguro que acabas sacándole partido a este montón de globos.,<squish=0.82>Bu macerayı bitirmek istiyorsan|bulabildiğin her balona ihtiyacın olacak.,01
476,shop_beach_exit:0:OPT,<squish=0.82>Keep an eye out for large marine life. Some of those guys can get...testy.,<squish=0.82>GARDE UN ŒIL|SUR LES GROSSES|CRÉATURES MARINES.|CERTAINES PEUVENT|SE MONTRER... IRRITABLES.,<squish=0.82>Nimm dich vor grossen Meerestieren in Acht! Manche von ihnen sind etwas reizbar.,<squish=0.82>ATTENTO ALLE|CREATURE MARINE|PIÙ GRANDI. ALCUNE DI|LORO POTREBBERO...|INNERVOSIRSI.,<squish=0.82>Cuidado con los seres marinos más grandes. Algunos son un poco... inquietos.,<squish=0.82>Büyük deniz canlılarına dikkat et.|Bazıları biraz... huysuz olabiliyor.,01
477,shop_beach_exit:1:DIS,<squish=0.82>Cannons are highly volatile. The slightest vibration may set them off. So I’m sure you’ll pound the daylights out of every one you see.,"<squish=0.82>TU SAIS, LES CANONS,|C'EST TRÈS INSTABLE.|ÇA PEUT SE DÉCLENCHER|À LA MOINDRE VIBRATION.|AMUSE-TOI DONC À SECOUER|TOUS CEUX QUE TU CROISERAS.","<squish=0.82>Kanonen sind recht empfindlich. Die leichteste Erschütterung kann sie aktivieren. Sieh zu, dass du allen die Lichter  austrommelst!",<squish=0.82>I CANNONI SONO MOLTO|SENSIBILI. ESPLODONO|ALLA MINIMA SOLLECITAZIONE.|NON HO DUBBI CHE LI|FARAI SECCHI A|PRIMA VISTA!,"<squish=0.82>Los cañones se disparan muy fácilmente. Una mínima vibración y... ¡PUM! Si ves alguno tendrías que darle un manotazo, ¿no?",<squish=0.82>Toplar çok hassastır.|En ufak sarsıntıda ateşlenebilirler.|Eminim gördüğün her birine|güzelce vurursun.,01
478,shop_beach_exit:2:OPT,"<squish=0.82>Tell you what. You bring me back a couple buckets of crabs, and we’ll have ourselves a good old ape cookout!","<squish=0.82>TU SAIS QUOI ?|RAMÈNE QUELQUES SEAUX|DE CRABES ET ON SE FAIT|UN BON PLATEAU DE|CRUSTACÉS, OK ?","<squish=0.82>Ich sag dir was: Bring mir zwei Eimer voller Krabben, und wir machen ein gediegenes Affenpicknick.",<squish=0.82>SENTI QUA: PORTAMI|QUALCHE SECCHIELLO DI|GRANCHI E CI FACCIAMO|UNA BELLA GRIGLIATA|ALLA MANIERA DELLA|FAMIGLIA KONG!,"<squish=0.82>Oye, ya que estás, ¿qué tal si traes un par de cubos llenos de cangrejos? ¡Podríamos hacer una buena mariscada!",<squish=0.82>Bana iki kova yengeç getir de|maymunlara yaraşır bir mangal yapalım!,01
479,shop_beach_greeting:0:INT,"<squish=0.82>You got any spare sunblock on you, Donkey Kong?","<squish=0.82>DIS, DONKEY KONG,|T'AURAIS PAS UN PEU|DE CRÈME SOLAIRE,|PAR HASARD ?","<squish=0.82>Hast du etwas Sonnencreme übrig, Donkey Kong?","<squish=0.82>NON AVRESTI MICA UN PO'|DI CREMA SOLARE,|DONKEY KONG?","<squish=0.82>¿Te sobra protector solar para mí, Donkey Kong?","<squish=0.82>Sende fazla güneş kremi var mı,|Donkey Kong?",01
480,shop_beach_greeting:1:OPT,<squish=0.82>How's the water out there?,"<squish=0.82>L'EAU EST BONNE,|DANS LE COIN ?",<squish=0.82>Wie ist das Wasser da draussen?,<squish=0.82>COM'È L'ACQUA LÀ FUORI?,<squish=0.82>¿Qué tal está el agua?,<squish=0.82>Su nasıl oralarda?,01
481,shop_beach_greeting:2:INT,"<squish=0.82>Sorry, but I am fresh out of life jackets.","<squish=0.82>DÉSOLÉ, JE VIENS D'ÉPUISER|MON STOCK DE GILETS|DE SAUVETAGE.","<squish=0.82>Tut mir leid, ich hab eben die letzte Rettungsweste verkauft.","<squish=0.82>MI DISPIACE, MA HO|APPENA VENDUTO|L'ULTIMO PAIO DI|BRACCIOLI.","<squish=0.82>Lo siento, pero no me quedan chalecos salvavidas.","<squish=0.82>Üzgünüm, can yelekleri|az önce tükendi.",01
482,shop_beach_greeting:3:OPT,"<squish=0.82>Well, you've amazed your old Grandpa by getting this far!","<squish=0.82>EH BEN, TON VIEUX PAPI|EST IMPRESSIONNÉ :|JE NE PENSAIS PAS QUE|TU IRAIS AUSSI LOIN !","<squish=0.82>Du hast deinen alten Opa ganz schön überrascht, indem du es bis hierher geschafft hast!","<squish=0.82>BEH, SEI RIUSCITO|A STUPIRE IL TUO|VECCHIO NONNETTO,|ARRIVANDO FINO|A QUI!",<squish=0.82>¡Has llegado hasta aquí! Estoy muy sorprendido.,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
483,shop_buy:0:*,\b0013bc9Buy,\b0013bc9ACHETER,\b0013bc9Kaufen,\b0013bc9Compra,\b0013bc9Comprar,\b0013bc9Satın Al,01
484,shop_buy_core:0:*,\e0d1799aBuy,\e0d1799aACHETER,\e0d1799aKaufen,\e0d1799aCompra,\e0d1799aComprar,\e0d1799aSatın Al,01
485,shop_cave_exit:0:OPT,"<squish=0.82>And remember, just because it can’t see you doesn’t mean it can’t hurl a pickaxe right at your head.","<squish=0.82>ATTENTION, CERTAINS|ENNEMIS ONT BEAU NE|PAS TE VOIR, ILS PEUVENT|QUAND MÊME TE LANCER|UNE PIOCHE EN PLEINE POIRE !","<squish=0.82>Denk daran, nur, weil sie dich nicht sehen können, heisst das nicht, dass sie dir keine Spitzhacke an den Kopf werfen können.","<squish=0.82>E RICORDA: ANCHE SE|NON CI VEDE BENE,|È PERFETTAMENTE|CAPACE DI CENTRARTI|LA CAPOCCIA CON|UN PICCONE!","<squish=0.82>Recuerda que, por muy cegatos que estén, uno de estos topos puede hacerte mucha pupa con el pico.","<squish=0.82>Unutma, seni göremiyor olması|kazmayı kafana fırlatamayacağı|anlamına gelmez.",01
486,shop_cave_greeting:0:DIS,<squish=0.82>What kind of lunatic builds tracks like these?!,<squish=0.82>QUI SONT LES DINGUES|QUI ONT CONSTRUIT|DES VOIES PAREILLES ?,<squish=0.82>Wer ist so verrückt und baut solche Schienen wie diese hier?,<squish=0.82>CHE RAZZA DI SQUINTERNATI|COSTRUISCONO DEI|BINARI DEL GENERE?,<squish=0.82>¡¿A qué mente enferma se le ha ocurrido poner esos raíles ahí?!,<squish=0.82>Bu rayları nasıl bir deli|yapmış böyle?!,01
487,shop_cave_greeting:1:INT,"<squish=0.82>I’ve been trying to figure out just what they mine in these mines, but I’ve got nothing.",<squish=0.82>J'AI ESSAYÉ DE DÉCOUVRIR|CE QUI ÉTAIT EXTRAIT DE|CES MINES... EN VAIN.,"<squish=0.82>Ich hab versucht, herauszufinden, wonach sie in diesen Minen graben, aber keine Chance.","<squish=0.82>VOLEVO SCOPRIRE|COSA ESTRAGGONO|DA QUESTE MINIERE,|MA NON HO CAVATO|UN RAGNO DAL BUCO.","<squish=0.82>He tratado de averiguar qué extraen de esas minas, pero no he descubierto nada.",<squish=0.82>Bu madenlerde ne çıkardıklarını|anlamaya çalışıyorum ama|elime hiçbir şey geçmedi.,01
488,shop_cave_greeting:2:OPT,"<squish=0.82>Well, you've amazed your old Grandpa by getting this far!","<squish=0.82>EH BEN, TON VIEUX PAPI|EST IMPRESSIONNÉ :|JE NE PENSAIS PAS QUE|TU IRAIS AUSSI LOIN !","<squish=0.82>Du hast deinen alten Opa ganz schön überrascht, indem du es bis hierher geschafft hast!","<squish=0.82>BEH, SEI RIUSCITO|A STUPIRE IL TUO|VECCHIO NONNETTO,|ARRIVANDO FINO|A QUI!",<squish=0.82>¡Increíble! Me alegro de que hayas logrado llegar hasta aquí.,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
489,shop_cliff_exit:0:CON,"<squish=0.82>Stay out of the tar, sonny! Jeez, do I have to teach you everything?","<squish=0.82>ÉVITE LE GOUDRON, FISTON !|BON SANG, IL FAUT TOUT|T'APPRENDRE !","<squish=0.82>Halte dich vom Teer fern, Jungchen! Ich muss dir aber auch alles sagen, was?","<squish=0.82>STAI LONTANO DAL|CATRAME, FIGLIOLO!|MA INSOMMA, DEVO|INSEGNARTI PROPRIO|TUTTO?",<squish=0.82>¡No te metas en la brea! ¿Es que tengo que decírtelo todo?,"<squish=0.82>Katran çukurlarından uzak dur, evlat!|Yahu her şeyi ben mi öğreteceğim sana?",01
490,shop_cliff_greeting:0:INT,<squish=0.82>Can you believe some of these dinosaur skeletons have been on this island even longer than me?,<squish=0.82>TU TE RENDS COMPTE QUE|CERTAINS DE CES FOSSILES|DE DINOSAURES SONT SUR|CETTE ÎLE DEPUIS PLUS|LONGTEMPS QUE MOI ?!,"<squish=0.82>Unglaublich, dass manche dieser Dinosaurierskelette länger auf dieser Insel sind als ich!",<squish=0.82>ALCUNI DI QUESTI|SCHELETRI DI DINOSAURO|SI TROVANO SU QUEST'ISOLA|DA PIÙ TEMPO DI ME!|DA NON CREDERE!,"<squish=0.82>¡Estos esqueletos de dinosaurio llevan en la isla un poquito más que yo! Ja, ja...",<squish=0.82>Bu dinozor iskeletlerinden bazılarının|benden bile uzun süredir bu adada olduğuna|inanabiliyor musun?,01
491,shop_cliff_greeting:1:DIS,"<squish=0.82>Some say it’s fun to play in the tar pits. Of course, those folks are all fossils now...","<squish=0.82>PARAÎT QUE C'EST SYMPA|DE JOUER DANS LE GOUDRON.|ENFIN, C'EST SANS DOUTE CE|QUE CES FOSSILES SE DISAIENT...|AVANT...","<squish=0.82>Es gibt Leute, die es toll finden, in den Teergruben zu spielen. Die sind jetzt allerdings nur noch Fossilien...",<squish=0.82>QUALCUNO DISSE CHE È|DIVERTENTE GIOCARE|NELLE POZZE DI|CATRAME. PECCATO|CHE QUEL QUALCUNO|SIA UN FOSSILE ORMAI...,<squish=0.82>A algunos les parecía divertido meterse en los fosos de brea. ¡Y ahora se han convertido en fósiles!,<squish=0.82>Katran çukurlarında oynamanın eğlenceli|olduğunu söyleyenler var. Tabii kendileri|artık fosil...,01
492,shop_cliff_greeting:2:OPT,"<squish=0.82>Well, you've amazed your old Grandpa by getting this far!","<squish=0.82>EH BEN, TON VIEUX PAPI|EST IMPRESSIONNÉ :|JE NE PENSAIS PAS QUE|TU IRAIS AUSSI LOIN !","<squish=0.82>Du hast deinen alten Opa ganz schön überrascht, indem du es bis hierher geschafft hast!","<squish=0.82>BEH, SEI RIUSCITO|A STUPIRE IL TUO|VECCHIO NONNETTO,|ARRIVANDO FINO|A QUI!",<squish=0.82>¡Caramba! Me sorprende que hayas llegado hasta aquí. ¡No está mal!,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
493,shop_coin:0:*,\77825c98x,\77825c98x,\77825c98x,\77825c98x,\77825c98x,\77825c98x,01
494,shop_descriptions:0:*,Grants one extra balloon.,VOUS DONNE|1 BALLON|SUPPLÉMENTAIRE.,Du erhältst 1 Extraballon.,VALE UNA VITA EXTRA.,Concede un globo extra.,Fazladan bir balon verir.,01
495,shop_descriptions:1:*,Grants three extra balloons.,VOUS DONNE|3 BALLONS|SUPPLÉMENTAIRES.,Du erhältst 3 Extraballons.,VALGONO TRE VITE|EXTRA.,Concede tres globos extra.,Fazladan üç balon verir.,01
496,shop_descriptions:2:*,Grants seven extra balloons.,VOUS DONNE|7 BALLONS|SUPPLÉMENTAIRES.,Du erhältst 7 Extraballons.,VALGONO SETTE VITE|EXTRA.,Concede siete globos extra.,Fazladan yedi balon verir.,01
497,shop_descriptions:3:*,Squawks helps you find Puzzle Pieces.,VOUS AIDE À|TROUVER DES PIÈCES|DE PUZZLE.,"Squawks hilft dir,|Puzzleteile zu finden.",TI AIUTA A|TROVARE LE|TESSERE DEI PUZZLE.,Squawks te ayuda a encontrar piezas de puzle.,"Squawks, Yapboz Parçalarını|bulmana yardım eder.",01
498,shop_descriptions:4:*,Adds one extra heart to your heart count.,AJOUTE UN CŒUR|À VOTRE RÉSERVE.,Verleiht dir ein Extraherz.,AGGIUNGE|UN CUORE.,Añade un corazón extra a tu energía.,Kalp sayını bir artırır.,01
499,shop_descriptions:5:*,Makes you temporarily invincible!,VOUS REND|TEMPORAIREMENT|INVINCIBLE !,Macht dich vorübergehend unverwundbar.,TI RENDE|TEMPORANEAMENTE|INVINCIBILE!,¡Te hace invencible|por un rato!,Seni geçici olarak yenilmez yapar!,01
500,shop_descriptions:6:*,This key opens a locked path in this world.,OUVRE LE PASSAGE|VERROUILLÉ|DE CE MONDE.,Dieser Schlüssel öffnet einen verschlossenen Pfad in dieser Welt.,APRE IL SENTIERO BLOCCATO DI QUESTO MONDO.,Esta llave abre un camino cerrado de este mundo.,"Bu anahtar, bu dünyadaki|kilitli bir yolu açar.",01
501,shop_dialoguebypass:0:*,\b0013bc9,\b0013bc9,\b0013bc9,\b0013bc9,\b0013bc9,\b0013bc9,01
502,shop_dialoguebypass_core:0:*,\e0d1799a,\e0d1799a,\e0d1799a,\e0d1799a,\e0d1799a,\e0d1799a,01
503,shop_exit_confirm:0:*,Are you sure you want to exit the shop?,QUITTER LA|CABANE ?,Möchtest du den Laden wirklich verlassen?,VUOI DAVVERO USCIRE DAL BAZAR?,¿Seguro que|quieres salir|de la tienda?,Dükkândan çıkmak istediğinden emin misin?,01
504,shop_factory_exit:0:DIS,<squish=0.82>I’m just gonna say this once. They wouldn’t have put a big red button there if they didn’t want you to press it.,"<squish=0.82>FRANCHEMENT,|ILS N'AURAIENT PAS MIS|UN GROS BOUTON ROUGE|LÀ-BAS S'ILS NE VOULAIENT|PAS QUE TU APPUIES|DESSUS, PAS VRAI ?","<squish=0.82>Ich sag's dir nur einmal: Sie hätten wohl kaum einen grossen roten Knopf dort angebracht, wenn du ihn nicht drücken sollst, oder?","<squish=0.82>NON LO RIPETERÒ UN'ALTRA|VOLTA: NON AVREBBERO|MESSO LÌ QUEL PULSANTONE|ROSSO, SE NON AVESSERO|VOLUTO CHE TU LO|PREMESSI.","<squish=0.82>Atiende, porque no voy a repetirlo... No hubieran puesto ahí un gran interruptor rojo si no quisieran que lo pulsases.",<squish=0.82>Bunu bir kez söyleyeceğim.|Basmanı istemeselerdi oraya|kocaman kırmızı bir düğme koymazlardı.,01
505,shop_factory_exit:1:OPT,"<squish=0.82>Tip from Gramps: If you see three levels arranged in a very precise pattern, perhaps that’s worth looking into.","<squish=0.82>CONSEIL DU P'TIT VIEUX :|SI TU VOIS 3 NIVEAUX|ARRANGÉS D'UNE MANIÈRE|BIEN PRÉCISE, ÇA VAUT|PEUT-ÊTRE LE COUP|DE T'Y ATTARDER.","<squish=0.82>Kleiner Tipp von Opa: Wenn du drei Level entdeckst, die auf eine ganz bestimmte Art angeordnet sind, solltest du genauer hinsehen.","<squish=0.82>UN CONSIGLIO DA NONNO: SE|NOTI TRE LIVELLI ORGANIZZATI|SECONDO UN CRITERIO PRECISO,|DAI UN'OCCHIATA PIÙ|DA VICINO.","<squish=0.82>Un consejo del abuelo: si ves tres niveles colocados de una forma muy precisa, quizá valga la pena investigar.","<squish=0.82>Dedenden bir tüyo:|Çok düzenli biçimde sıralanmış|üç bölüm görürsen,|biraz kurcalamaya değer.",01
506,shop_factory_greeting:0:DIS,"<squish=0.82>So, they take whatever they mine in the mines and bring it here. And then...make...what?","<squish=0.82>ALORS... TOUT CE QU'ILS|EXTRAIENT DES MINES, ILS|L'AMÈNENT ICI. ET ENSUITE...|ILS EN FONT QUOI ?","<squish=0.82>Also, sie nehmen was auch immer sie in den Minen abbauen und bringen es her... Und machen dann was daraus?","<squish=0.82>DUNQUE PORTANO QUI|QUELLO CHE ESTRAGGONO|DALLE MINIERE, QUALUNQUE|COSA SIA. POI CI FANNO...|BOH, CHE CI FANNO?",<squish=0.82>Así que cogen lo que sacan de esas minas y lo traen aquí. Y después... ¿qué hacen con ello?,<squish=0.82>Demek madenlerde ne çıkarıyorlarsa|buraya getiriyorlar.|Peki sonra... ne yapıyorlar bununla?,01
507,shop_factory_greeting:1:OPT,"<squish=0.82>I love this place. Brings back the memories, it does.",<squish=0.82>J'ADORE CET ENDROIT. IL ME|RAPPELLE DES SOUVENIRS...,<squish=0.82>Ich liebe diesen Ort. Da kommen Erinnerungen hoch.,<squish=0.82>ADORO QUESTO POSTO. MI|RIPORTA ALLA MENTE COSÌ|TANTI RICORDI...,<squish=0.82>Me encanta este sitio. Me trae muchos recuerdos...,<squish=0.82>Burayı seviyorum.|Eski anılarımı canlandırıyor.,01
508,shop_factory_greeting:2:OPT,"<squish=0.82>Well, you've amazed your old Grandpa by getting this far!","<squish=0.82>EH BEN, TON VIEUX PAPI|EST IMPRESSIONNÉ :|JE NE PENSAIS PAS QUE|TU IRAIS AUSSI LOIN !","<squish=0.82>Du hast deinen alten Opa ganz schön überrascht, indem du es bis hierher geschafft hast!","<squish=0.82>BEH, SEI RIUSCITO|A STUPIRE IL TUO|VECCHIO NONNETTO,|ARRIVANDO FINO|A QUI!",<squish=0.82>¡Qué cosas! Has conseguido llegar hasta aquí...,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
509,shop_failed_capacity:0:CON,"<squish=0.82>You already have too many of these, you greedy ape!","<squish=0.82>EH, T'EN AS DÉJÀ|BIEN ASSEZ !|ÇA SUFFIT,|NON MAIS !","<squish=0.82>Du hast schon zu viele hiervon, du gieriger Affe!",<squish=0.82>NE HAI GIÀ UN BEL|PO'! SEI PROPRIO|INCONTENTABILE EH?,"<squish=0.82>¡Ya tienes de sobra, avaricioso!","<squish=0.82>Bunlardan zaten fazlasıyla var,|seni açgözlü maymun!",01
510,shop_failed_purchase:0:DIS,<squish=0.82>What’s the matter? Waste all your money on video games?,"<squish=0.82>QU'EST-CE QUI NE VA|PAS ? TU DÉPENSES|TOUT TON ARGENT|EN JEUX VIDÉO,|C'EST ÇA ?","<squish=0.82>Was ist los? Hast wohl dein ganzes Geld für Videospiele ausgegeben, was?",<squish=0.82>E ALLORA? HAI|SPERPERATO TUTTE|LE TUE MONETE IN|VIDEOGIOCHI?,<squish=0.82>¿Qué pasa? ¿Te lo|has gastado todo|en videojuegos?,<squish=0.82>Ne oldu? Bütün paranı|video oyunlarına mı harcadın?,01
511,shop_failed_purchase:1:DIS,"<squish=0.82>If you’re not going to buy something, I’ve got exercises to do.","<squish=0.82>SI TU NE COMPTES|RIEN ACHETER, FAUT|LE DIRE : J'AI DES|EXERCICES À FAIRE,|MOI !","<squish=0.82>Wenn du sowieso nichts kaufst, habe ich noch genug mit meinen Übungen zu tun.","<squish=0.82>SE NON VUOI COMPRARE|NIENTE, AVREI DEGLI|ESERCIZI DI AEROBICA|DA FARE...",<squish=0.82>¿No vas a comprar nada? Es que tengo que ir a dar mi paseo diario.,<squish=0.82>Bir şey almayacaksan|benim egzersiz yapmam lazım.,01
512,shop_failed_purchase:2:DIS,<squish=0.82>Aww... poor little monkey is all out of money.,<squish=0.82>OOOH... NOTRE PAUVRE PETIT SINGE EST À COURT D'ARGENT...,"<squish=0.82>Oooh, armes kleines Äffchen hat kein Geld mehr...",<squish=0.82>OOH... POVERO|SCIMMIOTTO AL VERDE!,<squish=0.82>Ayyy... El pobre monito no tiene dinero.,<squish=0.82>Ayy... zavallı küçük maymunun|parası kalmamış.,01
