file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
KeyChain.msbt,39,NameK1006,Twizzy,Pioupiou,Piepsi,Piopio,Twizzy,트위지,Cikcik
KeyChain.msbt,40,NameK1007,Grizzo,Grizzlee,Grizzo,Grizzo,Grizzo,그리조,Boz Ayı
KeyChain.msbt,41,NameK1008,Lololo & Lalala,Lololo & Lalala,Lololo & Lalala,Lololo & Lalala,Lololo & Lalala,로로와 라라,Lololo & Lalala
KeyChain.msbt,42,NameK1009,Kabula,Kaboola,Bombetty,Kabula,Kabula,카부라,Bombala
KeyChain.msbt,43,NameK1010,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,디디디 대왕,Kral Dedede
KeyChain.msbt,44,NameK1011,Mint Leaf,Feuille de menthe,Minzblatt,Foglia di menta,Hoja de menta,고구마,Nane Yaprağı
KeyChain.msbt,45,NameK1012,Superspicy Curry,Curry extrafort,⟦MSBT:0E000000020002005A00⟧Superscharfes Curry⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Curry superpiccante⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Curry superpicante⟦MSBT:0E000000020002006400⟧,불 카레라이스,Süper Acı Köri
KeyChain.msbt,46,NameK1013,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,위스피 우드,Whispy Woods
KeyChain.msbt,47,NameK1014,Shocked Dedede,DaDiDou choqué,Schock-Dedede,Dedede sorpreso,⟦MSBT:0E000000020002005100⟧Dedede desconcertado⟦MSBT:0E000000020002006400⟧,디디디 대왕(경악),Şaşkın Dedede
KeyChain.msbt,48,NameFck000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
KeyChain.msbt,49,NameFck001,Inhaling Kirby,Kirby aval'tout,Kirby in Aktion,Kirby Risucchio,⟦MSBT:0E000000020002006300⟧Kirby absorbiendo⟦MSBT:0E000000020002006400⟧,커비(빨아들이기),İçine Çeken Kirby
KeyChain.msbt,50,NameFck002,Kirby in Cannon,Kirby canon,⟦MSBT:0E000000020002005C00⟧Kanonenkugel-Kirby⟦MSBT:0E000000020002006400⟧,Kirby Cannone,Kirby en cañón,커비(대포),Topta Kirby
KeyChain.msbt,51,NameFck003,Sword Kirby,Kirby épée,Kirby mit Schwert,Kirby Spada,Kirby espada,스워드 커비,Kılıç Kirby
KeyChain.msbt,52,NameFck004,Stone Kirby,Kirby rocher,⟦MSBT:0E000000020002005F00⟧Versteinerter Kirby⟦MSBT:0E000000020002006400⟧,Kirby Pietra,Kirby piedra,스톤 커비,Taş Kirby
KeyChain.msbt,53,NameFck005,Waddle Doo,Waddle Doo,Waddle Doo,Waddle Doo,Waddle Doo,웨이들 두,Waddle Doo
KeyChain.msbt,54,NameFck006,Sparky,Éléctark,Brizzel,Gneis,Chispón,스파키,Kıvılcım
KeyChain.msbt,55,NameFck007,Hot Head,Brultête,Glutifer,Testacalda,Hot Head,핫헤드,Alev Kafa
KeyChain.msbt,56,NameFck008,Sword Knight,Edge Knight,Edge Knight,Edge Knight,Edge Knight,스워드 나이트,⟦MSBT:0E000000020002005E00⟧Kılıç Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,57,NameFck009,Poppy Bros. Sr.,Papapoppy,Papi Peng,Bomby Bros. Sr.,Bomby Bros. Sr.,포피브라더스Sr.,Büyük Bombacı
KeyChain.msbt,58,NameFck010,Bonkers,Bonkers,Bonkers,Bonkers,Bonkers,본커스,Bonkers
KeyChain.msbt,59,NameFck011,Fire Lion,Calcinalion,Feuerlöwe,Leone di Fuoco,León de fuego,파이어 라이온,Ateş Aslanı
KeyChain.msbt,60,NameFck012,Kracko,Kracko,Kracko,Kracko,Kracko,크랙코,Kracko
KeyChain.msbt,61,NameFck013,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,메타 나이트,Meta Knight
KeyChain.msbt,62,NameFck014,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,디디디 대왕,Kral Dedede
KeyChain.msbt,63,NameFck015,Maxim Tomato,Maxi-tomate,Maxi-Tomate,Pomodoro Maxim,Maxi Tomate,맥시멈 토마토,Maksi Domates
KeyChain.msbt,64,NameFck016,UFO Kirby,Kirby OVNI,UFO-Kirby,Kirby UFO,Kirby ovni,UFO 커비,UFO Kirby
KeyChain.msbt,65,NameFck017,⟦MSBT:0E000000020002005200⟧Nightmare's Power Orb⟦MSBT:0E000000020002006400⟧,Boule Cauchemar,Energiekugel,⟦MSBT:0E000000020002005300⟧Sfera del Mago Incubo⟦MSBT:0E000000020002006400⟧,Orbe Pesadilla,나이트메어 파워 오브,⟦MSBT:0E000000020002005200⟧Kâbus'un Güç Küresi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,66,NameK2000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
KeyChain.msbt,67,NameK2001,Cutter Kirby,Kirby trancheur,Schnippel-Kirby,Kirby Lama,Kirby cuchillo,커터 커비,Kesici Kirby
KeyChain.msbt,68,NameK2002,Rick & Kirby,Rick & Kirby,Rick & Kirby,Rick & Kirby,Rick & Kirby,릭&커비,Rick & Kirby
KeyChain.msbt,69,NameK2003,Coo & Kirby,Coo & Kirby,Coo & Kirby,Coo & Kirby,Coo & Kirby,쿠우&커비,Coo & Kirby
KeyChain.msbt,70,NameK2004,Kine & Kirby,Ken & Kirby,Kine & Kirby,Kine & Kirby,Kine & Kirby,카인&커비,Kine & Kirby
KeyChain.msbt,71,NameK2005,Sir Kibble,⟦MSBT:0E000000020002006200⟧Duc Hache Viande⟦MSBT:0E000000020002006400⟧,Sir Kibble,Duc de' Zac,Sir Kibble,키블 경,Sir Keskin
KeyChain.msbt,72,NameK2006,Bouncy,Bouncy,Bouncy,Bouncy,Bouncy,바운시,Bouncy
KeyChain.msbt,73,NameK2007,Elieel,Elieel,Eliaal,Elieel,Guilo,일리일,Elieel
KeyChain.msbt,74,NameK2008,Masher,Masher,Masher,Masher,Masher,마셔,Masher
KeyChain.msbt,75,NameK2009,Master Green,Master Green,Master Green,Master Green,Master Green,마스터 그린,Master Green
KeyChain.msbt,76,NameK2010,Efreeti,Efreeti,Ifrittchen,Efreeti,Ifriti,이프리티,İfrit
KeyChain.msbt,77,NameK2011,Mr. Frosty,Frigor Efik,Dr. Eisbert,Dadopagos,Sr. Mórsez,미스터 프로스티,Bay Ayaz
KeyChain.msbt,78,NameK2012,Nruff & Nelly,Nruff & Nelly,Nruff & Nelly,Nruff & Nelly,Nruff & Nelly,느라프&넬리,Nruff & Nelly
KeyChain.msbt,79,NameK2013,Ice Dragon,Ice Dragon,Ice Dragon,Ice Dragon,Ice Dragon,아이스 드래곤,Ice Dragon
KeyChain.msbt,80,NameK2014,Dark Matter,Matière Noire,Dark Matter,Dark Matter,Materia oscura,다크 매터,Kara Madde
KeyChain.msbt,81,NameK2015,Rainbow Drop,⟦MSBT:0E000000020002005A00⟧Larmes d'arc-en-ciel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Regenbogentränen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Lacrime di arcobaleno⟦MSBT:0E000000020002006400⟧,Gota de arcoíris,무지개 방울,Gökkuşağı Damlası
KeyChain.msbt,82,NameSdx000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
KeyChain.msbt,83,NameSdx001,Swimming Kirby,⟦MSBT:0E000000020002005500⟧Kirby masque et tuba⟦MSBT:0E000000020002006400⟧,Schnorchel-Kirby,Kirby sub,Kirby buceando,커비(물속),Yüzen Kirby
KeyChain.msbt,84,NameSdx002,Wheelie Rider,Pilote Roulli,Wheelie-Pilot,Kirby Ruotaccio,Piloto de Wheelie,타이어라이더,Teker Sürücüsü
KeyChain.msbt,85,NameSdx003,Wing Kirby,Kirby aile,Flügel-Kirby,Kirby Volo,Kirby alas,윙 커비,⟦MSBT:0E000000020002005F00⟧Kanatlı Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,86,NameSdx004,Mirror Kirby,Kirby miroir,Spiegel-Kirby,Kirby Specchio,Kirby espejo,미러 커비,Ayna Kirby
KeyChain.msbt,87,NameSdx005,Jet Kirby,Kirby jet,Düsenjet-Kirby,Kirby Jet,Kirby jet,제트 커비,Jet Kirby
KeyChain.msbt,88,NameSdx006,Yo-Yo Kirby,Kirby yoyo,Jo-Jo-Kirby,Kirby Yoyò,Kirby yoyó,요요 커비,Yo-Yo Kirby
KeyChain.msbt,89,NameSdx007,Knuckle Joe,Knuckle Joe,Knuckle Joe,Knuckle Joe,Knuckle Joe,넉클 죠,Knuckle Joe
KeyChain.msbt,90,NameSdx008,Blade Knight,Sharpe Knight,Sharpe Knight,Sharpe Knight,Sharpe Knight,블레이드 나이트,⟦MSBT:0E000000020002005A00⟧Bıçak Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,91,NameSdx009,Bio Spark,Bio Spark,Ja-Nin,Bio Spark,Ninjaku,바이오스파크,⟦MSBT:0E000000020002004B00⟧Biyo Kıvılcım⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,92,NameSdx010,Gim,Jim,Jim,Gim,Gim,기무,Gim
KeyChain.msbt,93,NameSdx011,Tac,Tac,Tac,Tac,Tac,타크,Tac
KeyChain.msbt,94,NameSdx012,Plasma Wisp,Plasma Wisp,Plasma Wisp,Plasma Wisp,Plasma Wisp,플라스마 위습,Plasma Wisp
KeyChain.msbt,95,NameSdx013,⟦MSBT:0E000000020002005B00⟧Parasol Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Waddle Dee Parasol⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005C00⟧Schirmi Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Waddle Dee Parasole⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005600⟧Waddle Dee sombrilla⟦MSBT:0E000000020002006400⟧,파라솔 웨이들 디,⟦MSBT:0E000000020002005600⟧Şemsiyeli Waddle Dee⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,96,NameSdx014,Bronto Burt,Buzzy Brut,Rammse,Brontottero,Bronto,브론토버트,Bronto
KeyChain.msbt,97,NameSdx015,Cappy,Cappenois,Cozy,Cozy,Cozy,캐피,Şapkacık
KeyChain.msbt,98,NameSdx016,Lovely,Lovely,Lovely,Lovely,Margarita,러블리,Sevimli
KeyChain.msbt,99,NameSdx017,Axe Knight,Sieur Lahache,Lord Beilchen,Cavalier Ascia,Axe Knight,액스 나이트,⟦MSBT:0E000000020002005E00⟧Balta Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,100,NameSdx018,Squishy,Squishy,Squishy,Squishy,Squishy,스퀴시,Squishy
KeyChain.msbt,101,NameSdx019,Bonkers,Bonkers,Bonkers,Bonkers,Bonkers,본커스,Bonkers
KeyChain.msbt,102,NameSdx020,Bugzzy,Bugzzy,Bugzzy,Bugzzy,Bugzzy,벅지,Bugzzy
KeyChain.msbt,103,NameSdx021,Chef Kawasaki,Chef Kawasaki,Koch Kawasaki,Cuoco Kawasaki,⟦MSBT:0E000000020002006000⟧Cocinero Kawasaki⟦MSBT:0E000000020002006400⟧,쿡 카와사키,Şef Kawasaki
KeyChain.msbt,104,NameSdx022,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,메타 나이트,Meta Knight
KeyChain.msbt,105,NameSdx023,Chameleo Arm,Caméléos,Chamäo,Elastolonte,Camaleón,카멜레암,⟦MSBT:0E000000020002005D00⟧Bukalemun Kolu⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,106,NameSdx024,Macho Statue,Statue d'athlète,Macho-Statue,Statua macho,Estatua de atleta,근육남 조각상,Kaslı Heykel
KeyChain.msbt,107,NameSdx025,Marx,Max,Max,Mark,Marx,마르크,Marx
KeyChain.msbt,108,NameSdx026,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,나이나 블레이드,Dyna Blade
KeyChain.msbt,109,NameSdx027,Starship,Astronave,Sternenflitzer,Astronave,Astronave,스타쉽,Yıldız Gemisi
KeyChain.msbt,110,NameSdx028,Captain Vul,Capitaine Condor,Käpt'n Geyer,Capitan van Vol,Capitán Bui,벌 함장,Kaptan Vul
KeyChain.msbt,111,NameK3000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
KeyChain.msbt,112,NameK3001,Clean Kirby,Kirby ménage,Putzfimmel-Kirby,Kirby Pulitore,Kirby limpio,클린 커비,Temizlikçi Kirby
KeyChain.msbt,113,NameK3002,Needle Kirby,Kirby aiguille,Stachel-Kirby,Kirby Spino,Kirby erizo,니들 커비,İğneli Kirby
KeyChain.msbt,114,NameK3003,Parasol Rick,Rick Parasol,Schirmi Rick,Rick Parasole,Rick sombrilla,파라솔 릭,Şemsiyeli Rick
KeyChain.msbt,115,NameK3004,Spark Kine,Ken étincelle,Funken-Kine,Kine Elettro,Kine chispazo,스파크 카인,Kıvılcımlı Kine
KeyChain.msbt,116,NameK3005,Needle Coo,Coo aiguille,Nadel-Coo,Coo Spino,Coo erizo,니들 쿠우,İğneli Coo
KeyChain.msbt,117,NameK3006,Clean Chuchu,Chuchu ménage,⟦MSBT:0E000000020002006000⟧Putzfimmel-Chuchu⟦MSBT:0E000000020002006400⟧,Chuchu Pulitore,Chuchu escoba,클린 츄츄,Temizlikçi Chuchu
KeyChain.msbt,118,NameK3007,Bobo,Bobo,Bobo,Bobo,Ascuo,보보,Kor
KeyChain.msbt,119,NameK3008,Tick,Tick,Tick,Pungicchio,Goltón,틱,Dikencik
KeyChain.msbt,120,NameK3009,Como,Como,Como,Racno,Como,코모,Ağcı
KeyChain.msbt,121,NameK3010,Pacto,Pacto,Pacto,Pacto,Pacto,파크토,Pacto
KeyChain.msbt,122,NameK3011,Wapod,Warpot,Luftikus,Wampolla,Wapod,와폿,Küpruh
KeyChain.msbt,123,NameK3012,Gabon,Gabon,Gabon,Gabon,Gabon,가본,Gabon
KeyChain.msbt,124,NameK3013,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,느라프&웨이들 디,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,125,NameK3014,Poppy Bros. Jr.,Bébépoppy,Pippo Peng,Bomby Bros. Jr.,Bomby Bros. Jr.,포피브라더스Jr.,Küçük Bombacı
KeyChain.msbt,126,NameK3015,Broom Hatter,Chabalai,Blitzi Blank,Maga Spazzolina,Sombrescoba,브룸 해터,⟦MSBT:0E000000020002005E00⟧Süpürgeli Şapkacı⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,127,NameK3016,Mumbies,Mumbies,Mumbies,Mumbies,Mumbies,맘비스,Mumbies
KeyChain.msbt,128,NameK3017,Blocky,Blocky,Blocky,Blocky,Blocky,블라키,Blocky
KeyChain.msbt,129,NameK3018,Pon & Con,Pon & Cot,Pon & Con,Pon & Con,Pon & Con,퐁&콩,Pon & Con
KeyChain.msbt,130,NameK3019,Acro,Acro,Acro,Acro,Acro,아크로,Acro
KeyChain.msbt,131,NameK3020,⟦MSBT:0E000000020002005800⟧Sweet Stuff Drawing⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006300⟧Dessin de Toudou⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Sweet-Stuff-Gemälde⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Disegno di Lanternino⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Dibujo de Globiluz⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧스위트 스터프 그림⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧Tatlı Şey Çizimi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,132,NameK3021,Dark Matter,Matière Noire,Dark Matter,Dark Matter,Materia oscura,다크 매터,Kara Madde
KeyChain.msbt,133,NameK3022,Boss Butch,Défi boss,Boss Butch,Sfida Boss,⟦MSBT:0E000000020002005800⟧Desafío de los jefes⟦MSBT:0E000000020002006400⟧,보스 부치,Patron Mücadelesi
KeyChain.msbt,134,NameK3023,Love-Love Stick,⟦MSBT:0E000000020002005A00⟧Baguette de l'amour⟦MSBT:0E000000020002006400⟧,Herzstock,⟦MSBT:0E000000020002005500⟧Bacchetta dell'amore⟦MSBT:0E000000020002006400⟧,Varita corazón,러브러브 스틱,Aşk-Aşk Çubuğu
KeyChain.msbt,135,NameAgbk000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
KeyChain.msbt,136,NameAgbk001,Sword Kirby,Kirby épée,Kirby mit Schwert,Kirby Spada,Kirby espada,스워드 커비,Kılıç Kirby
KeyChain.msbt,137,NameAgbk002,Burning Kirby,Kirby torche,Brennender Kirby,Kirby Meteora,Kirby llama,버닝 어택,Yanan Kirby
KeyChain.msbt,138,NameAgbk003,Freeze Kirby,Kirby gel,Frostiger Kirby,Kirby Gelo,Kirby congelado,프리즈 커비,Buz Kirby
KeyChain.msbt,139,NameAgbk004,Hammer Kirby,Kirby marteau,Hammer-Kirby,Kirby Martello,Kirby martillo,해머 커비,Çekiç Kirby
KeyChain.msbt,140,NameAgbk005,Hi-Jump Kirby,Kirby super-saut,Sprung-Kirby,Kirby Super k,Kirby supersalto,하이 점프 커비,⟦MSBT:0E000000020002004F00⟧Yüksek Zıplama Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,141,NameAgbk006,Flamer,Shuriflam,Glutmine,Flamer,Flamer,플레이머,Alevci
KeyChain.msbt,142,NameAgbk007,Sir Kibble,⟦MSBT:0E000000020002006300⟧Duc Hache Viande⟦MSBT:0E000000020002006400⟧,Sir Kibble,Duc de' Zac,Sir Kibble,부메랑기사,Sir Keskin
KeyChain.msbt,143,NameAgbk008,Bomber,Bombinet,Bombio,Bomber,Bomber,봄버,Bombacı
KeyChain.msbt,144,NameAgbk009,Twister,Tornicoton,Trombino,Twister,Vórtor,트위스터,Kasırga
KeyChain.msbt,145,NameAgbk010,Sword Knight,Edge Knight,Edge Knight,Edge Knight,Edge Knight,스워드 나이트,⟦MSBT:0E000000020002005E00⟧Kılıç Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,146,NameAgbk011,Needlous,Épinon,Nadiline,Agus,Pintxo,니들러스,İğnecik
KeyChain.msbt,147,NameAgbk012,Laser Ball,Lasérator,Laser Ball,Palla Laser,Boláser,레이저볼,Lazer Topu
KeyChain.msbt,148,NameAgbk013,Cool Spook,Cool Spook,Cooler Spuk,Sir Cool,Espantofrío,쿨 스푸크,⟦MSBT:0E000000020002005400⟧Havalı Hayalet⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,149,NameAgbk014,UFO,OVNI,UFO,UFO,Ovni,U.F.O.,UFO
KeyChain.msbt,150,NameAgbk015,Rocky,Choiroc,Feinstein,Rocky,Pedroso,록키,Kaya
KeyChain.msbt,151,NameAgbk016,Coner,Coner,Coner,Pagurio,Coner,코너,Yengeç
KeyChain.msbt,152,NameAgbk017,Scarfy,Scarfy,Scarfy,Scarfy,Scarfy,스커피,Scarfy
KeyChain.msbt,153,NameAgbk018,Gordo,Minérisson,Gordow,Bombospino,Gordo,도르고,Dikentop
KeyChain.msbt,154,NameAgbk019,Shotzo,Shotzo,Kanonor,Shotzo,Shotzo,채리엇포,Topçu
KeyChain.msbt,155,NameAgbk020,Phan Phan,Phan Phan,Phan Phan,Phan Phan,Phan Phan,펀펀,Phan Phan
KeyChain.msbt,156,NameAgbk021,Mr. Tick-Tock,Pil'Poil,Herr Tick-Tack,Mr. Tic-Toc,Sr. Tic-Tac,미스터 똑딱,Bay Tik-Tak
KeyChain.msbt,157,NameAgbk022,Mr. Frosty,Frigor Efik,Dr. Eisbert,Dadopagos,Sr. Mórsez,미스터 프로스티,Bay Ayaz
KeyChain.msbt,158,NameAgbk023,⟦MSBT:0E000000020002005500⟧Mr. Shine & Mr. Bright⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧M. Brillant & M. Radieux⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Mr. Shine & Mr. Bright⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Sig. Lunatico & Sig. Solerte⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004700⟧Sr. Brillosón & Sr. Radiante⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧미스터 샤인&미스터 브라이트⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Bay Parıltı & Bay Parlak⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,159,NameAgbk024,Heavy Mole,Heavy Mole,Heavy Molli,Heavy Mole,Topo pesado,헤비 몰,⟦MSBT:0E000000020002005C00⟧Ağır Köstebek⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,160,NameAgbk025,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,디디디 대왕,Kral Dedede
KeyChain.msbt,161,NameAgbk026,Invincible Candy,Super sucette,Superkraft-Lolli,Bonbon,Piruleta,캔디,Yenilmez Şeker
KeyChain.msbt,162,NameAgbk027,Nightmare Wizard,⟦MSBT:0E000000020002006100⟧Sorcier Cauchemar⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Albtraum-Zauberer⟦MSBT:0E000000020002006400⟧,Mago Incubo,Mago Pesadilla,나이트메어 위저드,Kâbus Büyücüsü
KeyChain.msbt,163,NameAgbk028,Star Rod,Bâton étoile,Sternenzepter,Scettro Stella,Varita estelar,스타로드,Yıldız Asası
KeyChain.msbt,164,NameAgbk029,1-Up Meta Knight,1 VIE Meta Knight,1-Up Meta Knight,1UP Meta Knight,⟦MSBT:0E000000020002005E00⟧1 VIDA Meta Knight⟦MSBT:0E000000020002006400⟧,1UP(메타 나이트),1 Can Meta Knight
KeyChain.msbt,165,NameKagami000,⟦MSBT:0E000000020002005D00⟧Kirby on the Phone⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Kirby au téléphone⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Telefonmarathon-Kirby⟦MSBT:0E000000020002006400⟧,Kirby Cellulare,Kirby al teléfono,커비(휴대폰),⟦MSBT:0E000000020002005D00⟧Telefondaki Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,166,NameKagami001,Four Colour Kirby,Kirby 4 couleurs,4-Farben-Kirby,⟦MSBT:0E000000020002005A00⟧Kirby quattro colori⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Kirby cuatro colores⟦MSBT:0E000000020002006400⟧,4색 커비,Dört Renkli Kirby
KeyChain.msbt,167,NameKagami002,Angel Kirby,Kirby Arcupidon,Amor-Kirby,Kirby Cupido,Arkero,엔젤 커비,Melek Kirby
KeyChain.msbt,168,NameKagami003,Missile Kirby,Kirby fusée,Raketen-Kirby,Kirby Missile,Kirby proyectil,미사일 커비,Füze Kirby
KeyChain.msbt,169,NameKagami004,Mini Kirby,Kirby minus,Schrumpf-Kirby,Kirby Minimo,Minikirby,미니 커비,Mini Kirby
KeyChain.msbt,170,NameKagami005,Bang-Bang,Missilator,Torpedor,Rombo,Misilín,쿠앙,Güm-Güm
KeyChain.msbt,171,NameKagami006,Chip,Chip,Hoppsala,Cip,Bolita,틱틱이,Pofuduk
KeyChain.msbt,172,NameKagami007,Boxin,Pittbox,Boxin,Boxy,Kickboxi,원투,Boksör
KeyChain.msbt,173,NameKagami008,Cupie,Cupidard,Amorion,Al Cupido,Cupi,애니,Kupido
KeyChain.msbt,174,NameKagami009,Golem,Tad'brik,Gragant,Golem,Galeb,가레브,Golem
KeyChain.msbt,175,NameKagami010,Heavy Knight,Heavy Knight,Heavy Knight,Heavy Knight,Heavy Knight,중기사,⟦MSBT:0E000000020002005C00⟧Ağır Şövalye⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,176,NameKagami011,Leap,Bisetout,Maulipp,Tirabaci,Muax,리프,Öpücük
KeyChain.msbt,177,NameKagami012,Mirra,Mirargot,Spiegula,Pecchio,Spegula,미랑,Aynacık
KeyChain.msbt,178,NameKagami013,Prank,Farsetaf,Dämonor,Taccolo,Deimon,프랭크,Şakacı
KeyChain.msbt,179,NameKagami014,Roly-Poly,Roulboul,Rollnit,Ruzzolo,Girinus,오동통,Yuvarlak
KeyChain.msbt,180,NameKagami015,Snooter,Morvux,Schluckwatt,Skizzy,Babosín,비르고,Oburcuk
KeyChain.msbt,181,NameKagami016,Dark Meta Knight,Dark Meta Knight,Dark Meta-Knight,Meta Knight Nero,Dark Meta Knight,다크 메타 나이트,⟦MSBT:0E000000020002005700⟧Karanlık Meta Knight⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,182,NameKagami017,Cookin,Cuistoc,Pfannibal,Chef Volovan,Cocinillas,쿡쿡,Aşçı
KeyChain.msbt,183,NameKagami018,Box Boxer,Kung Fouah,Hau-Wau,Bauzer,Kan-Foo,바우 파이터,⟦MSBT:0E000000020002005600⟧Kutu Boksörü⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,184,NameKagami019,Bombar,Bombardur,Jetstar,Trop Gun,Aeburón,에어로스타,Bombajet
KeyChain.msbt,185,NameKagami020,Master Hand,Créa-Main,Meisterhand,Master Hand,Master Hand,마스터핸드,Usta El
KeyChain.msbt,186,NameKagami021,Gobbler,Moerfal,Pirator,Galeandro,Tiburino,가브리엘,Obur
KeyChain.msbt,187,NameKagami022,Mega Titan,Méga Titan,Mega-Titan,Mega Titano,Mega Titan,메가 타이탄,Mega Titan
KeyChain.msbt,188,NameKagami023,Master Sword,Ultimépée,Meisterschwert,Master Sword,Espada maestra,마스터 스워드,Usta Kılıç
KeyChain.msbt,189,NameKagami024,Dark Mind,Psychédiablik,Dark Mind,Dark Mind,Dark Mind,다크 마인드,Kara Zihin
KeyChain.msbt,190,NameKagami025,Dimension Mirror,⟦MSBT:0E000000020002005E00⟧Miroir dimensionnel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Dimensionsspiegel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Specchio dimensionale⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005D00⟧Espejo dimensional⟦MSBT:0E000000020002006400⟧,디멘션 미러,Boyut Aynası
KeyChain.msbt,191,NameTouch000,Ball Kirby,Kirby balle,Kirby-Ball,Palla Kirby,Kirby pelota,커비 볼,Top Kirby
KeyChain.msbt,192,NameTouch001,Kirby in Cart,Kirby en chariot,Kirby in Lore,Kirby Corsa Folle,⟦MSBT:0E000000020002006200⟧Kirby en vagoneta⟦MSBT:0E000000020002006400⟧,커비(트램카),Arabada Kirby
KeyChain.msbt,193,NameTouch002,Stone Kirby,Kirby rocher,Stein-Kirby,Kirby Pietra,Kirby piedra,스톤 커비,Taş Kirby
