ID,English,French,German,Italian,Spanish,Original Turkish,Revised Turkish,Status,Reason
0x0BFD,"Ahhh, I see now. Well, I see<br>everything, so I saw it before,<hr>but now I REALLY see it. So<br>you are the brother of the<hr>famous <color=0003>Mario</color>...and you<br>have come to this place to find<hr>him... Well, aren't you a good<br>little brother! HACK ka ha harf!<hr>... Excuse me, I don't laugh much.","Hmm, je vois... Enfin, je vois tout <br>donc je l'avais vu avant,<hr>mais là je vois vraiment. Tu es<br>donc le frère du fameux <color=0003>Mario</color><hr>et tu es venu ici pour le trouver.<br>Tu es un bon frère. Arf arf arf arf !<hr>Excuse-moi, je ne rigole pas <br>beaucoup ces temps-ci !","Ahhh, ich sehe. Nun, ich sehe ja<br>alles, also habe ich das schon zu-<hr>vor gesehen. Aber jetzt sehe ich<br>es so RICHTIG. Dann bist du also<hr>der Bruder des berühmten<br><color=0003>Mario</color>... Und du bist her-<hr>gekommen, um ihn zu finden... Du<br>bist ja ein toller kleiner Bruder!<hr>Hahahahaha! SCHLUCK! PRUST!<br>...Pardon, ich lache zu viel!","Ahaa, ora capisco. Bene, vedo tutto<br>ora... anche prima, ma ora vedo<hr>VERAMENTE tutto. Allora sei il fratello<br>del famoso <color=0003>Mario</color>...<hr>E sei venuto fin qui per trovarlo.<br>Beh, sei davvero un bravo fratellino!<hr>AH ah. HMM. EHMM!<br>Scusa, non rido spesso...","Ah... ya lo veo. Bueno, yo lo veo todo<br>y antes lo veía también, pero ahora<hr>lo veo de verdad. Así que eres<br>el hermano del famoso <color=0003>Mario</color>...<hr>y has venido hasta aquí para buscarlo...<br>¡Pero qué buen hermano eres!<hr>¡Ja, ja, ja! Perdona, no suelo<br>reírme muy a menudo.","Ahhh, şimdi görüyorum. Gerçi ben her<br>şeyi<br>görürüm, yani bunu daha önce de<br>gördüm,<hr>ama şimdi GERÇEKTEN görüyorum. Demek o<br>ünlü <color=0003>Mario</color>'nun kardeşisin... ve onu<hr>bulmak için buraya geldin... Ne iyi,<br>ne uslu bir kardeşsin sen! HACK ka ha<br>harf!<hr>... Kusura bakma, pek gülmem.","Ahhh, şimdi görüyorum. Gerçi ben<br>her şeyi görürüm; bunu zaten görmüştüm,<hr>ama şimdi GERÇEKTEN görüyorum! Demek<br>ünlü <color=0003>Mario</color>'nun kardeşisin...<hr>Onu bulmak için buralara kadar geldin.<br>Ne fedakâr bir kardeş! Ha-ha-HIK! Öhö!<hr>... Kusura bakma. Pek sık gülmem.",DÜZELTİLDİ,"Görmek üzerine tekrar eden espri, falcı teatralitesi ve boğuk kahkaha Türkçede yeniden kuruldu."
0x0BFE,Oh-ohh! They come!,Oh-oh ! Les voilà !,Oh ja! Sie kommen!,Oh-oooh! Arrivano!,"¡Ah, aquí vienen!",Oh-ohh! Geliyorlar!,Ooh! Geliyorlar... geliyorlar!,DÜZELTİLDİ,v5 yaratıcı geçiş: anlam korunarak karakter sesi ve doğal oyun Türkçesi güçlendirildi; EN/FR/DE/IT/ES karşılıkları birlikte değerlendirildi.
0x0BFF,"Now the spirits come!! Come,<br>spirits of power, come spirits<hr>of sight! Show to me the awful<br>things occurring here tonight!","Venez à moi, esprits de pouvoir <br>et esprits de voyance !<hr>Montrez-moi les choses terribles<br>qui ont eu lieu ici ce soir !","Die Geister erscheinen!! Kommt<br>herbei, Geister der Macht! Zeigt<hr>euch, Geister des Sehens! Lasst mich<br>blicken auf die gar schrecklichen<hr>Dinge, die sich da heute<br>Nacht zutragen mögen!","Arrivano gli spiriti!!! Venite, spiriti della<br>forza, venite spiriti della veggenza!<hr>Mostratemi le cose orripilanti che<br>accadranno stanotte!","¡Espíritus míos, venid con mamá!<br>¡Entes poderosos, a mi habitación!<hr>¡Contadme qué ha ocurrido hoy<br>en la mansión!","Şimdi ruhlar geliyor!! Gelin,<br>güç ruhları, gelin görüş<hr>ruhları! Bu gece burada olan korkunç<br>şeyleri bana gösterin!","Ruhlar, gelin! Güç ruhları,<br>sezgi ruhları, bana görünün!<hr>Bu gece konağı saran dehşeti<br>gözlerimin önüne serin!",DÜZELTİLDİ,Çağrı metni literal isim tamlamalarından kurtarıldı; mistik ve ritmik falcı duasına dönüştürüldü.
0x0C00,"Crystal orb, symbol of my clan,<br>use your darkling power to show<hr>us all you could! I mean CAN!<br>Show us all you can!","Boule de cristal, symbole de mon<br>clan, utilise ton sombre pouvoir<hr>pour nous montrer ce qui est à voir !<br>Maintenant !","Gläserne Kugel, Symbol meiner<br>Familie! Befähige dich deiner<hr>dunklen Mächte, um uns alles zu<br>enthüllen, was du könntest. Äh,<hr>ich meine natürlich 'KANNST'!<br>Enthülle uns alles, was du kannst!","Sfera di cristallo, simbolo del<br>mio casato, usa i tuoi poteri<hr>oscuri per mostrarci almeno<br>qualcosa... volevo dire TUTTO!<hr>Mostraci tutto quel che puoi!","Bola de cristal, símbolo del clan, <br>concentra tu misteriosa energía<hr>y enséñanos lo que puedas. <br>Quiero decir: ¡todo!","Kristal küre, soyumun simgesi,<br>karanlık gücünü kullan ve bize<hr>gösterebildiğin her şeyi göster!<br>Yani...<br>gösterebileceğin her şeyi!","Kristal küre, soyumun simgesi,<br>karanlık gücünle bize<hr>göstereBİLDİĞİN... şey, GÖSTEREBİLECEĞİN<br>ne varsa göster!",DÜZELTİLDİ,EN/DE’deki could/can dil sürçmesi Türkçede fiil zamanı üzerinden yeniden yaratıldı.
0x0C01,Show us this...<color=0003>Mario</color>!,Montre-nous ce... <color=0003>Mario</color> !,Zeige uns diesen... <color=0003>Mario</color>!,Mostraci questo... <color=0003>Mario</color>!,Enséñanos a... ¡<color=0003>Mario</color>!,Bize şunu göster...<color=0003>Mario</color>'yu!,Göster bize... <color=0003>Mario</color>'yu!,DÜZELTİLDİ,v5 yaratıcı geçiş: anlam korunarak karakter sesi ve doğal oyun Türkçesi güçlendirildi; EN/FR/DE/IT/ES karşılıkları birlikte değerlendirildi.
0x0C02,The light of the spirits comes!<br>Show us what we seek!!,"Lumière des esprits, montre-nous<br>ce que nous cherchons !",Das Licht der Geister nähert<br>sich! Gewährt uns einen Blick!,Arriva la luce degli spiriti!<br>Mostraci quel che cerchiamo!,¡La luz de los espectros te ilumina!<br>¡Muéstranos lo que buscamos!,Ruhların ışığı geliyor!<br>Aradığımız şeyi bize göster!!,Ruhların ışığı doğuyor!<br>Aradığımızı bize gösterin!!,DÜZELTİLDİ,v5 yaratıcı geçiş: anlam korunarak karakter sesi ve doğal oyun Türkçesi güçlendirildi; EN/FR/DE/IT/ES karşılıkları birlikte değerlendirildi.
0x0C03,Ohhhh... Harummm... I see that<br>your <color=0003>Mario</color> lives...,Ooooh... Je vois que <color=0003>Mario</color><br>est toujours vivant...,"Ohhhh... Murmel... Ich sehe, dass<br>dein <color=0003>Mario</color> noch existiert...",Oooh... Uhuummm... Vedo che il tuo<br><color=0003>Mario</color> è in vita...,"Aumm... Aumm... sí, veo que <color=0003>Mario</color> vive...",Ohhhh... Harummm... Görüyorum ki<br><color=0003>Mario</color>'n yaşıyor...,Ohhhh... Harummm... Görüyorum ki<br><color=0003>Mario</color> hâlâ yaşıyor...,DÜZELTİLDİ,Türkçede yapay “senin Mario’n” iyelik yapısı kaldırıldı; diğer dillerdeki anlam korundu.
0x0C04,"Well, he is not in the spirit<br>world...but one cannot say he<hr>is alive...haaackth ha ha hork!<br>(Excuse me, sorry.) Where is he?<hr>Where is he now? ... Ah, the<br>spirits fall silent!",Il ne se trouve pas dans le monde<br>des esprits...<hr>On ne peut pas dire qu'il soit vraiment<br>vivant. Mais où se trouve-t-il ?<hr>Aaah ! Les esprits se sont tus !,"Nun, zumindest ist er nicht in der<br>Geisterwelt... Aber man kann auch<hr>nicht gerade sagen, dass er lebt...<br>...Hah-Haahaaa! Zum Totlachen!<hr>(Pardon, verzeih bitte!) Wo ist<br>er? Wo steckt er jetzt?<hr>...Oh! Die Geister hüllen sich in<br>Schweigen!","Beh, non è nel mondo degli spiriti, ma<br>questo non vuol dire che sia vivo...<hr>AH ah. HMM. EHMM! Scusa, caro.<br>Dov'è? Dove si trova ora?<hr>Ah, gli spiriti tacciono!","Bueno, no está en el mundo de los<br>espíritus..., pero tampoco puedo decir<hr>que esté vivo... ¡Ja, ja...! Ejem, perdona<br>que me ría... ¿Dónde está ahora?... <hr>Vaya, ¡los espíritus dicen que se acabó<br>lo que se daba! ","Yani ruhlar âleminde değil... ama<br>yaşadığını<br>da söyleyemeyiz... haaackth ha ha<br>hork!<hr>(Affedersin, kusura bakma.) Nerede o?<br>Şimdi nerede? ... Ah, ruhlar sustu!",Ruhlar âleminde değil... ama<br>tam anlamıyla yaşıyor da denemez.<hr>Hah-hah-HIK! Öhö! (Affedersin.)<br>Peki nerede?<hr>Şimdi nerede? ... Ah! Ruhlar sustu!,DÜZELTİLDİ,Karanlık mizah ve boğuk kahkaha Türkçe ritimde yeniden yazıldı.
0x0C05,"Uuuh... This is all I can tell<br>you for now! Bring to me<hr>another clue, and I will show<br>your brother to you. This clue<hr>no longer speaks to us...",C'est tout ce que je peux te<br>dire pour l'instant.<hr>Apporte-moi un autre indice et<br>je te montrerai ton frère.<hr>Je ne peux plus utiliser cet objet-là.,"Uuuh... Mehr kann ich dir im<br>Moment nicht erzählen! Bring mir<hr>einen weiteren Gegenstand, dann<br>zeige ich dir deinen Bruder. Dieses<hr>Objekt spricht jedenfalls<br>nicht länger zu uns...",Uuuh... Non posso dirti altro per ora!<br>Portami un altro indizio e ti mostrerò<hr>tuo fratello. Questo indizio qui non<br>può dirci altro...,Eh... esto es todo lo que puedo contarte<br>por ahora.<hr>Tráeme una pista y te enseñaré<br>a tu hermano.<hr>Este objeto no va a decirnos<br>mucho más...,"Uuuh... Şimdilik sana söyleyebileceğim<br>tek şey bu! Bana başka bir<hr>ipucu getir, ben de kardeşini sana<br>göstereyim. Bu ipucu<hr>artık bizimle konuşmuyor...",Uuuh... Şimdilik perdenin<br>göstereceği bu kadar!<hr>Bana başka bir ipucu getir;<br>kardeşini yine göstereyim.<hr>Bu ipucu artık susuyor...,DÜZELTİLDİ,v5 yaratıcı geçiş: anlam korunarak karakter sesi ve doğal oyun Türkçesi güçlendirildi; EN/FR/DE/IT/ES karşılıkları birlikte değerlendirildi.
0x0C06,"If you wish to know more of<br>your <color=0003>Mario</color>, bring more<hr>of his <color=0001>dropped items</color>!","Si tu veux en savoir plus sur <color=0003>Mario</color>,<br>amène-moi encore des <color=0001>objets perdus</color>.","Bring mir mehr <color=0001>Fundstücke</color><br>von <color=0003>Mario</color>, wenn du mehr<hr>über ihn erfahren möchtest!","Se vuoi sapere di più sul tuo <color=0003>Mario</color>,<br>porta altre delle sue <color=0001>cose perdute</color>!","Si quieres saber algo más de tu <color=0003>Mario</color>,<br>¡trae otros <color=0001>objetos perdidos</color>!","<color=0003>Mario</color> hakkında daha fazlasını öğrenmek<br>istiyorsan, bana onun daha çok<hr><color=0001>düşürdüğü eşya</color>sını getir!","<color=0003>Mario</color> hakkında daha fazlasını öğrenmek<br>istiyorsan, onun <color=0001>düşürdüğü eşyalardan</color><hr>bana daha fazla getir!",DÜZELTİLDİ,Bozuk iyelik/çoğul eki düzeltildi; EN/FR/DE/IT/ES anlamı karşılaştırıldı. [ID eşlemesi çok dilli kaynakla yeniden doğrulandı.]
0x0C07,"If it isn't <color=0003>Mario</color>'s <color=0002>Shoe</color>!<br>Why, the sole is so worn, as if<hr>he's walked a thousand miles!","Hé, mais c'est la <color=0002>chaussure</color><br><color=0002></color>de <color=0003>Mario</color> !<hr>La semelle est très usée, comme s'il<br>avait marché un millier de kilomètres !","Na, das ist doch <color=0003>Marios</color><br><color=0002>Schuh</color>! Du meine Güte, die Sohle<hr>sieht aus, als wäre er Tausende<br>von Meilen damit gelaufen!",Ma questa è la <color=0002>scarpa </color>di <color=0003>Mario</color>!<br>Strano... la suola è così consunta...<hr>Come se avesse camminato per<br>mille chilometri!,"Pero ¡si es el <color=0002>zapato </color>de <color=0003>Mario</color>!<hr>Mira, la suela está gastada: ¡ha debido<br>de darse una buena caminata!",Bu <color=0003>Mario</color>'nun <color=0002>Ayakkabısı</color> değil mi!<br>Tabanı öyle aşınmış ki sanki<hr>binlerce kilometre yürümüş!,Bu <color=0003>Mario</color>'nun <color=0002>Ayakkabısı</color>!<br>Şu tabana bak...<hr>Dünyayı dolaşmış sanki!,DÜZELTİLDİ,v5 yaratıcı geçiş: anlam korunarak karakter sesi ve doğal oyun Türkçesi güçlendirildi; EN/FR/DE/IT/ES karşılıkları birlikte değerlendirildi.
0x0C08,If it isn't <color=0003>Mario</color>'s<br><color=0002>Star</color>!<hr>What otherworldly beauty!,"Mais, on dirait l'<color=0002>étoile</color> de <color=0003>Mario</color> !<br>Quelle étrange beauté...","Aber das ist doch <color=0003>Marios</color><br><color=0002>Stern</color>!<hr>Nicht von dieser Welt, dafür aber<br>schillernd und wunderschön!",Ma questa è la <color=0002>stella </color>di <color=0003>Mario</color>!<br>Che bellezza extraterrestre!,Pero ¡si es la <color=0002>estrella </color>de <color=0003>Mario</color>! <br>¡Es de una belleza sobrenatural!,Bu <color=0003>Mario</color>'nun <color=0002>Yıldızı</color> değil mi!<br>Ne dünya dışı bir güzellik!,Bu <color=0003>Mario</color>'nun <color=0002>Yıldızı</color>!<br>Ne uhrevi bir güzellik!,DÜZELTİLDİ,v5 yaratıcı geçiş: anlam korunarak karakter sesi ve doğal oyun Türkçesi güçlendirildi; EN/FR/DE/IT/ES karşılıkları birlikte değerlendirildi.
0x0C09,"If it isn't <color=0003>Mario</color>'s <color=0002>Letter</color>!<br>Give it to me! I will read it<hr>at once! Erm... Sure it's OK,<br>I'm a licensed letter-reader!","C'est la <color=0002>lettre</color> de <color=0003>Mario</color> !<br>Donne-la-moi que je la lise !<hr>Bien sûr que je sais lire, j'ai un diplôme<br>de lecture de lettres !",Ist das nicht <color=0003>Marios</color><br><color=0002>Brief</color>?<hr>Her damit! Ich werde ihn sofort<br>durchlesen! Äh... Das geht<hr>schon in Ordnung!<br>Schließlich bin ich staatlich<hr>geprüfte Diplom-Briefleserin!,"Ma questa è la <color=0002>lettera </color>di <color=0003>Mario</color>!<br>Dammela! La leggerò all'istante!<hr>Ehm... Tranquillo, sono una letteromante<br>professionista autorizzata!","Pero ¡si es la <color=0002>carta </color>de <color=0003>Mario</color>!<br>¡Dámela! ¡Voy a leerla ya mismo!<hr>Eh... claro que puedo, tengo<br>licencia para leer cartas.","Bu <color=0003>Mario</color>'nun <color=0002>Mektubu</color> değil mi!<br>Ver bana! Hemen okuyayım!<hr>Şey... Sorun olmaz, ben lisanslı<br>mektup okuyucusuyum!","Bu <color=0003>Mario</color>'nun <color=0002>Mektubu</color> değil mi!<br>Ver bakayım! Hemen okuyayım!<hr>Şey... Merak etme, ben ruhsatlı bir<br>mektup okuyucusuyum!",DÜZELTİLDİ,“Licensed letter-reader” absürt şakası daha tok Türkçe ifadeyle korundu.
0x0C0A,"What what? Hm... Let's see...<br>L-o-o-k--o-u-t--f-o-r--<hr>B-o-o-s,--<color=0003>L-u-i-g-i-</color>!","Voyons voir... A-t-t-e-n-t-i-o-n- <br>a-u-x-B-o-o-s, <color=0003>L-u-i-g-i-</color> !","Interessant! Hm... Mal sehen...<br>H-a-l-t-e--n-a-c-h--B-u-u--<hr>H-u-u-s--A-u-s-s-c-h-a-u,--<br><color=0003>L-u-i-g-i-</color>!","Cosa cosa? Ehm... Vediamo...<br>C-e-r-c-a--i--B-o-o,--<color=0003>L-u-i-g-i-</color>!",¿Que qué pone? Mmm... Vamos a ver...<br><color=0003>L-u-i-g-i-</color>:<hr>¡B-u-s-c-a-B-o-o-s!,"Ne ne? Hm... Bakalım...<br>D-i-k-k-a-t---e-t---<hr>B-o-o'-l-a-r-a,---<color=0003>L-u-i-g-i</color>!","Ne ne? Hm... Bakalım...<br>D-i-k-k-a-t---e-t---<hr>B-o-o-l-a-r-a,---<color=0003>L-u-i-g-i</color>!",DÜZELTİLDİ,Harf harf okuma şakası Türkçe çoğul eke göre temizlendi.
0x0C0B,"Is that all? Not a novelist,<br>your <color=0003>Mario</color>. This must have<hr>been written in quite a hurry.","C'est tout ? Eh bien, ce n'est <br>pas un romancier...<hr>Il a dû écrire ça à la va-vite.","Ist das alles? Nicht gerade ein<br>Geschichtenschreiber, dein<hr><color=0003>Mario</color>. Und was für eine<br>Sauklaue das ist!",Tutto qui? Non è certo un romanziere<br>il tuo <color=0003>Mario</color>.<hr>Deve averla scritta in tutta fretta.,"¿Ya está? No le da mucho<br>a la pluma tu <color=0003>Mario</color>, ¿eh?<hr>Debió de escribirla a toda prisa.",Hepsi bu mu? Senin <color=0003>Mario</color> roman<br>yazarı değilmiş. Bunu büyük ihtimalle<hr>çok aceleyle yazmış.,Hepsi bu mu? Senin <color=0003>Mario</color> pek<br>romancı sayılmaz. Bunu herhâlde<hr>çok aceleyle yazmış.,DÜZELTİLDİ,“not much of a novelist / written in a hurry” esprisi doğal Türkçeye aktarıldı. [ID eşlemesi çok dilli kaynakla yeniden doğrulandı.]
0x0C0C,If it isn't <color=0003>Mario</color>'s <color=0002>Glove</color>!<br>Ah-hah! Still damp with the<hr>sweat of the living!,On dirait le <color=0002>gant</color> de <color=0003>Mario</color> !<br>Haa !<hr>Encore humide de la sueur<br>des vivants !,"Sieh an, <color=0003>Marios</color><br><color=0002>Handschuh</color>! Ah-hah!<hr>Er ist noch immer feucht vom<br>Angstschweiß!",Ma è il <color=0002>guanto </color>di <color=0003>Mario</color>!<br>Ah-hah! Ancora tutto sudaticcio!,Pero ¡si es el <color=0002>guante </color>de <color=0003>Mario</color>! <br>¡Aj! ¡Conserva el sudor de los humanos!,Bu <color=0003>Mario</color>'nun <color=0002>Eldiveni</color> değil mi!<br>Aha! Hâlâ yaşayanın<hr>teriyle nemli!,Bu <color=0003>Mario</color>'nun <color=0002>Eldiveni</color> değil mi!<br>Aha! Hâlâ yaşayan birinin<hr>teriyle nemli!,DÜZELTİLDİ,“Sweat of the living” mistik/komik tonda doğal Türkçeye çevrildi.
0x0C0D,"Ohh... Harummm... Your <color=0003>Mario</color><br>is imprisoned...but where,<hr>oh where is he being held?","Oooooh... Ton frère est <br>emprisonné, mais où ?<hr>Où est-il enfermé ?","Ohh... Murmel... Dein <color=0003>Mario</color><br>wird gefangen gehalten... Doch wo,<hr>wo nur? Das ist hier die Frage!","Oooh... Uhuummm... <color=0003>Mario</color><br><color=0003></color>è imprigionato...<hr>Ma dove, oh dove lo tengono?","Aumm... Aumm... Tu <color=0003>Mario </color>está atrapado<br>en algún sitio, pero... ¿dónde? <hr>¿Dónde le tienen retenido?","Ohh... Harummm... <color=0003>Mario</color>'n<br>tutsak edilmiş... ama nerede,<hr>ah nerede tutuluyor?","Ahhh... Harummm... <color=0003>Mario</color> tutsak...<br>Ama nerede, ah nerede tutuluyor?",DÜZELTİLDİ,"v6 manuel son geçiş: metin kutusu genişliği, kaynak anlamı ve karakter tonu birlikte kontrol edilerek kısaltılıp doğallaştırıldı."
0x0C0E,"Yes! A painting! Your <color=0003>Mario</color><br>has been imprisoned within a<hr>painting! My orb shows an odd<br>altar, and...c'mon you stupid<hr>orb... Yes! Above it, your<br><color=0003>Mario</color>! Trapped in a painting!","Mais c'est bien sûr ! <color=0003>Mario</color> a<br>été emprisonné dans une toile ! <hr>Ma boule montre... Satanée boule !<br>Il y a des parasites. Ah, voilà ! <hr>Un étrange autel et ton frère <br>au-dessus, pris dans un tableau !","Ja! Ein Gemälde! Dein<br><color=0003>Mario</color> wird in einem Gemälde<hr>festgehalten! Meine Kugel zeigt<br>einen seltsamen Altar und...<hr>Mach schon, du dämliche Kugel...<br>Genau! Darüber, dein <color=0003>Mario</color>!<hr>Er steckt in einem Bild fest!",Sì! Un quadro! <color=0003>Mario </color>è stato<br>intrappolato dentro un quadro!<hr>La mia sfera mostra uno strano altare<br>e... avanti stupida sfera...<hr>Sì! Sopra è appeso il tuo <color=0003>Mario</color>!<br>In... un quadro!!!,"¡Eso es! ¡En un cuadro! ¡Le han metido<br>en un cuadro!<hr>En la bola veo un altar muy raro y... <br>¡venga, bolindre inútil!...<hr>¡Ahí está! ¡Justo encima, atrapado<br>en el cuadro!",Evet! Bir tablo! <color=0003>Mario</color>'n bir<br>tablonun içine hapsedilmiş!<hr>Kürem tuhaf bir sunak gösteriyor ve...<br>hadi be aptal küre... Evet! Üstünde<hr><color=0003>Mario</color>! Bir tablonun içinde tutsak!,"Evet! Bir tablo! <color=0003>Mario</color> bir<br>tablonun içine hapsedilmiş!<hr>Kürem tuhaf bir sunak gösteriyor ve...<br>Hadi ama, aptal küre... Evet! Sunağın<hr>üstünde <color=0003>Mario</color> var!<br>Bir tablonun içinde tutsak!",DÜZELTİLDİ,"Yapay “Mario’n” iyeliği, eksik yüklem ve satır akışı düzeltildi."
