ID,English,Dutch,French,German,Italian,Spanish,Turkish
0x0FA1,"Whadda ya think o' me jar<br>collection, then? Pretty amazing,<hr>don't you say? ",,"Quess' tu penses d'ma collec'<br>de pots ? Elle est trop bien, hein ?<hr>Une sacrée collection...","Hey, was hältst du von meiner<br>Vasensammlung? Ist sie nicht<hr>entzückend?","Che ne pensi della mia collezione<br>di vasi? Da sballo, vero?","Qué, ¿a que te gusta <br>mi colección de vasijas?<hr>¿No te parece alucinante? ","Şu küp koleksiyonuma bak hele!<br>İnsanın ağzı açık kalır, ha?"
0x0FA2,"Welly, welly, well. We can't just<br>let you look at 'em for free,<hr>now can we? No, I think not.",,"Bien, bien, bien... J'peux pas <br>t'les laisser voir gratuitement...<hr>Non, j'crois pas...","So weit, so gut! Natürlich ist dieser<br>wunderschöne Anblick nicht kostenlos!<hr>Ist doch klar, oder?","Bene, benin, benon. Ma mica te<br>la puoi guardare gratis, dico bene?<hr>No, non puoi. Nononò.","Ah, no, pero lo que no voy a permitir<br>es que las veas así, sin más.<hr>No, no, ni lo sueñes.","Hele hele... Ama öyle bedavadan<br>seyir yok, değil mi?<hr>Yok öyle yağma."
0x0FA3,"If you'd like to view me jars,<br>you'd best challenge me first!",,"Si tu veux voir mes pots,<br>il faut d'abord me défier !","Wenn du dir die Vasen ansehen<br>möchtest, musst du zuerst mit<hr>mir fertig werden!","Se vuoi vedere i miei vasi, prima<br>mi devi sfidare, vabbè?!","¡Si quieres ver mis vasijas, <br>tendrás que superar una prueba!",Küplerime bakacaksan önce<br>benimle kapışacaksın!
0x0FA4,"Here I come, then...",,"Me v'là, donc...",Schwups - da bin ich!,Eccomi allora...,"Hola, ¿qué tal?","E hadi, geliyorum..."
0x0FA5,"If you wants to see me jars,<br>let's 'ave it on, then!",,"Si tu veux voir mes pots, <br>fais voir tes biscotos...","Wenn du meine Vasen sehen<br>möchtest, musst du dich mit mir<hr>anlegen!","Se vuoi vedere i miei vasi,<br>allora affrontami, coraggio!","¡Si quieres ver mis vasijas, <br>antes nos las veremos nosotros!",Küpleri görmek mi istiyorsun?<br>Öyleyse çık meydana!
0x0FA6,Fine with me.,,Ça me va.,Kein Problem!,Per me va bene.,Me parece bien.,Bana uyar.
0x0FA7,"No, thanks.",,Non merci...,"Nein, danke!","No, grazie.","No, gracias.","Yok, sağ ol."
0x0FA8,"It's on, then!",,C'est parti alors !,Das ist doch mal 'ne Ansage!,Ok allora!,Pues comencemos.,O hâlde başlıyoruz!
0x0FA9,"See how many o' me you can<br>freeze with that <color=0001>Ice</color>, boyo!",,"Fais voir combien de fois tu peux<br>me geler avec cette <color=0001>glace</color>, gars !","Dann wollen wir mal sehen, wie<br>oft du meine Wenigkeit mit dem<hr><color=0001>Eis</color> erwischst, Kollege!",Vediamo quanti ME riesci a congelare<br>con quel <color=0001>ghiaccio</color>!,"¡A ver cuántas veces me<br>congelas con ese <color=0001>hielo</color>, chavalote!","Şu <color=0001>buzla</color> beni kaç kez<br>dondurabileceğini görelim, delikanlı!"
0x0FAA,"If you freeze <color=0001>seven</color> o' me,<br>then you win! Righty-right?",,"Si tu me gèles <color=0001>sept</color> fois,<br>alors c'est gagné ! Pigé ?","Schaffst du es, mich<br><color=0001>siebenmal</color> einzufrieren,<hr>dann hast du gewonnen! Capito?","Se ne congeli <color=0001>sette</color>, allora vinci!<br>Ca-aa-pito?","Si me congelas <color=0001>siete</color> veces,<br>ganas. Es un buen número, ¿no?","Beni <color=0001>yedi</color> kez dondurursan,<br>kazanırsın! Anlaştık mı?"
0x0FAB,"But if you lose, mate, it's out<br>the door with you!",,"Mais si tu perds, mon pote,<br>tu prends la porte direct. OK ?","Wenn du aber verlierst, fliegst du<br>achtkantig raus!","Però se perdi... fuori dai piedi,<br>barattolo baffuto!",Pero si pierdes... ¡a desatascar<br>tuberías!,"Ama kaybedersen, hemşerim,<br>kapı orada!"
0x0FAC,Righto! Bring it on!,,Tu tiens le bon bout !,Yeppa! Zeig's mir!,Bene! Procedi!,"¡Bueno, desenfunda!",İşte bu! Hadi gel!
0x0FAD,"Filthy, annoying plumber!<br>Go back to yer pipes!",,Sale vilain plombier !<br>Retourne à tes tuyaux ! Grrr !,Du dreckiger Klempner! Zurück in<br>die Kanalisation mit dir!,Idraulico scocciatore!<br>Tornatene dai tuoi tubi!,"¡Pues nada, fontanerucho! ¡Vete <br>a arreglar tuberías! ",Pis tesisatçı! Defol da<br>borularınla uğraş!
0x0FAE,"Game's over, mate!",,"Fin de partie, mon pote !","Das Spiel ist aus, Kumpel!","Fine gioco, sturalavandini!","¡Se acabó, desatascatubos!","Perde kapandı, hemşerim!"
0x0FAF,And the results are...,,Et les résultats sont...,Kommen wir zur Auswertung...,E i risultati sono...,Vamos a ver cómo lo has hecho...,Ve sonuçlar...
0x0FB0,I can't believe it...<br>How could I lose?,,J'y crois pas ! Comment j'ai<br>pu perdre ? Pas possible...,Ich fass' es nicht... Wie konntest<br>du mich nur besiegen?,Non posso crederci...<br>Come ho fatto a perdere?,No me lo puedo creer... No sé<br>cómo he podido perder...,Yok artık... Ben nasıl kaybettim?
0x0FB1,"You made me face red for sure,<br>moustache-boy! Maybe you'd<hr>fancy gettin' stuffed into one<br>o' these here jars!",,"Tu m'as mis la honte,<br>petit moustachu !<hr>T'aimerais p't'êt finir dans<br>un de ces pots ? ","Du treibst mir die Schamesröte ins<br>Gesicht, du Oberlippenbartträger!<hr>Offensichtlich bist du scharf darauf,<br>in einer dieser Vasen zu landen!","M'hai fatto penare, baffone. Forse<br>t'andrebbe d'infilarti in uno di 'sti vasi,<hr>così tanto per gradire!","Oye, bigotes, me has sacado<br>los colores.<hr>¿Por qué no te quedas<br>encerradito en una vasija? ","Suratımı kıpkırmızı ettin, bıyıklı!<br>Bakarsın seni şu küplerden birine<hr>tıkarım!"
0x0FB2,"Yuk yuk! I win again! Ta, mate!",,"Yek yek ! J'ai encore gagné !<br>Eh ouais, mon pote !",Wusste ich's doch! Und schon<br>wieder gewonnen! Ciao-ciao...,Ops! Ups! Ho vinto!<br>Trr-roo-oppo f-f-forte! ,"¡Ja! ¡He ganado! ¡Lo siento,<br>fontanerillo!","Heh heh! Yine ben kazandım!<br>Eyvallah, dostum!"
0x0FB3,"You got <color=0001>none</color> o' me, boyo!",,"Tu m'as eu <color=0001>zéro</color> fois, gamin !","Du hast mich <color=0001>keinmal</color><br>erwischt, Kollege!","Ne hai presi... <color=0001>zero</color>, buuu!","¡No me has pillado <color=0001>ni una</color> <br>vez, chaval!","Beni <color=0001>hiç</color> donduramadın, delikanlı!"
0x0FB4,"You got <color=0001>one</color> o' me, boyo!",,"Tu m'as eu <color=0001>une</color> fois, gars !","Du hast mich <color=0001>einmal</color><br>erwischt, Kollege!",Ne hai preso <color=0001>uno</color>... capirai!,"¡Me has pillado solo <color=0001>una</color> <br>vez, chaval!","Beni <color=0001>bir</color> kez dondurdun, delikanlı!"
0x0FB5,"You got <color=0001>two</color> o' me, boyo!",,"Tu m'as eu <color=0001>deux</color> fois, fils !","Du hast mich <color=0001>zweimal</color><br>erwischt, Kollege!",Ne hai presi <color=0001>due</color>. Scarso!,"¡Me has pillado <color=0001>dos</color> <br>veces, chaval!","Beni <color=0001>iki</color> kez dondurdun, delikanlı!"
0x0FB6,"You got <color=0001>three</color> o' me, boyo!",,"Tu m'as eu <color=0001>trois</color> fois, petit !","Du hast mich <color=0001>dreimal</color><br>erwischt, Kollege!",Ne hai presi <color=0001>tre</color>. Un caso!,"¡Me has pillado <color=0001>tres</color> <br>veces, chaval!","Beni <color=0001>üç</color> kez dondurdun, delikanlı!"
0x0FB7,"You got <color=0001>four</color> o' me, boyo!",,"Tu m'as eu <color=0001>quatre</color> fois, mec !","Du hast mich <color=0001>viermal</color><br>erwischt, Kollege!",Ne hai presi <color=0001>quattro</color>. Prr!,"¡Me has pillado <color=0001>cuatro</color> <br>veces, chaval!","Beni <color=0001>dört</color> kez dondurdun, delikanlı!"
0x0FB8,"You got <color=0001>five</color> o' me, boyo!",,"Tu m'as eu <color=0001>cinq</color> fois, fiston !","Du hast mich <color=0001>fünfmal</color><br>erwischt, Kollege!",Ne hai presi <color=0001>cinque</color>. Pare...,"¡Me has pillado <color=0001>cinco</color> <br>veces, chaval!","Beni <color=0001>beş</color> kez dondurdun, delikanlı!"
0x0FB9,"You got <color=0001>six</color> o' me, boyo!",,"Tu m'as eu <color=0001>six</color> fois, cousin !","Du hast mich <color=0001>sechsmal</color><br>erwischt, Kollege!",Ne hai presi <color=0001>sei</color>. Fortuna!,"¡Me has pillado <color=0001>seis</color> <br>veces, chaval!","Beni <color=0001>altı</color> kez dondurdun, delikanlı!"
0x0FBA,"You got <color=0001>seven</color> o' me, boyo!",,"Tu m'as eu <color=0001>sept</color> fois, grrrr !","Du hast mich <color=0001>siebenmal</color><br>erwischt, Kollege!",Ne hai presi <color=0001>sette</color>. UFFA!,"¡Me has pillado <color=0001>siete</color> <br>veces, chaval!","Beni <color=0001>yedi</color> kez dondurdun, delikanlı!"
0x0FBB,"Eet eez you, no? You interfere<br>with my afterlife's work!",,Vous bridez mon inspiration !<br>Le travail de mon après-vie !,"Ah-oui, du warst es, nischt wahr?<br>Du störst mein jenseitiges Werk!","Sei toi, no? Interferisci con le mon lavor<br>de spettrovita!","Eres tú, ¿eh? ¡Interfieres en<br>mis obras de ultratumba!","Sensin, non? Ölüm sonrası<br>sanatıma burnunu sokan!"
0x0FBC,You filthy swine! You're blind<br>to zee life I give my creations!,,Vilain béotien ! Vous êtes aveugle <br>à la beauté de la vie que je crée !,Du 'interwäldler siehst nischt<br>das Leben in meiner Création!,Baffo sbruffone! Ne apprezzi pas<br>la vita che do à mes creasionì!,¡Ser inmundo! ¡No aprecias la <br>vida de mis creaciones! ,Seni zevksiz domuz! Eserlerime<br>üflediğim hayatı göremiyorsun!
0x0FBD,Zen very well... I will show<br>you zee mastery of my art!,,Je vais vous montrer l'apogée <br>de mon art ! Le summum !,Ah-oui-oui... Isch zeige dir die<br>Meister'aftigkeit meiner Kunst!,Bon alors... Ti mostrerò le valor<br>della mia arte!,Pues nada... ¡Te enseñaré<br>los secretos de mi arte!,Très bien... O hâlde sanatımın<br>ustalığını sana göstereceğim!
0x0FBE,Criminy! What a calamity!,,Incroyable ! Quelle calamité !,Schrecklich! Das ist eine<br>echte Katastrophe!,È un disastro! Che disgrazia!,"¡Vaya, hombre!<br>¡Lo que nos faltaba!",Vay başıma gelen! Ne felaket!
0x0FBF,The elec...the electricity<br>has gone out!,,L'élec... Il n'y a plus d'électricité !,Der St... der Strom<br>ist ausgefallen!,La corrente... è andata via la corrente!,Se ha... ¡se ha ido la luz!,Elektrik... Elektrikler<br>GİTTİ!
0x0FC0,That lightning strike just<br>now must've caused a blackout.<hr>I can't see anything in this<br>blasted darkness...,,L'éclair a dû faire sauter les plombs...<br>On n'y voit plus rien...<hr>Il ne manquait plus que ça...,Der Blitzeinschlag von eben<br>muss die Ursache für den<hr>Stromausfall sein. Bei dieser<br>verdammten Finsternis sieht<hr>man nicht mal die eigene<br>Hand vor Augen!,Il fulmine che è caduto prima<br>ha causato un blackout.<hr>Non riesco a vedere niente in<br>questo buio pesto...,El rayo que acaba de caer <br>debe de haber causado el apagón.<hr>Está muy oscuro. No veo ni tres<br>en un burro...,Az önceki şimşek elektriği<br>götürdü herhâlde.<hr>Bu lanet karanlıkta<br>önümü göremiyorum...
0x0FC1,"The ghosts will have the run<br>of the place in the dark!<hr>Be careful, <color=0003>Luigi</color>!",,"Les fantômes vont être comme<br>des poissons dans l'eau...<hr>Prudence, <color=0003>Luigi</color> !","Im Schutze der Dunkelheit<br>haben die Geister freie Bahn!<hr>Sei vorsichtig, <color=0003>Luigi</color>!","I fantasmi prenderanno il controllo<br>di tutto con questo buio.<hr>Stai attento, <color=0003>Luigi</color>!","Con esta oscuridad, los fantasmas<br>irán como Pedro por su casa. <hr>¡Ten cuidado, <color=0003>Luigi</color>!","Karanlıkta hayaletlere gün doğar!<br>Konağı istedikleri gibi cirit atarlar.<hr>Dikkatli ol, <color=0003>Luigi</color>!"
0x0FC2,???,,???,???,???,(?),???
0x0FC3,White gloves!,,Des gants blancs !,Weiße Handschuhe!,Guanti bianchi!,¡Anda! ¡Unos guantes blancos!,Beyaz eldivenler!
0x0FC4,A cute little moustache!,,Une jolie petite moustache !,"Ein süßer, kleiner Schnurrbart!",Dei simpatici baffetti!,¡Un bigotito muy mono!,Şirin mi şirin bir bıyık!
0x0FC5,Soft shoes!,,Chaussures souples !,Italienisches Schuhwerk!,Morbide scarpe!,¡Y unos zapatos blanditos!,Yumuşacık ayakkabılar!
0x0FC6,How did you get out of my...?,,Comment es-tu sorti de mon...,Wie bist du aus dem Gemälde...?,Come sei uscito da...?,¿Cómo te has salido del cua...?,Benim tablomdan nasıl çıktın...?
0x0FC7,...,,...,...,...,(?),...
0x0FC8,... Huh? Wait just a second...<br>Your clothes are...green...,,Hein ? Attends un peu...<br>Tes habits sont... verts...,...Häh? Moment mal...<br>Deine Klamotten sind ja... grün...,Eh? Aspetta un secondo...<br>I tuoi abiti sono... verdi...,Pero... Espera un segundo...<br>¡Tú vas de verde!,... Hah? Dur bakayım...<br>Kıyafetlerin... yeşil...
0x0FC9,"Hey, you must be <color=0003>Luigi</color>!<br>Whoa, you had me a bit<hr>confused for a moment there!",,"Hé ! Tu dois être <color=0003>Luigi</color> !<br>Pendant quelques secondes,<hr>je t'ai pris pour un autre...","Verstehe, du musst <color=0003>Luigi</color> sein!<br>Nicht schlecht, einen Moment<hr>lang war ich wirklich verwirrt!","Allora devi essere <color=0003>Luigi</color>! Ah, per un<br>momento non ti avevo riconosciuto!","¡Eh, tú debes de ser <color=0003>Luigi</color>!<hr>¡Uf, ha habido un momento <br>en el que me has vuelto loco!","Hey, sen <color=0003>Luigi</color> olmalısın!<br>Bir an gözümü fena yanılttın!"
0x0FCA,What? You want me to release<br><color=0003>Mario</color>? Riiiiight.,,Quoi ? Tu veux que je relâche <color=0003>Mario</color> ?<br>D'accoooord !,"Was? Du möchtest, dass ich<br><color=0003>Mario</color> freilasse? Alles klar...",Che c'è? Vuoi che liberi <color=0003>Mario</color>? Veeero?,"¿Cómo? ¿Que quieres que libere<br>a <color=0003>Mario</color>? Ya, ya.",Ne? <color=0003>Mario</color>'yu salmamı mı<br>istiyorsun? Hah. Tabii tabii.
0x0FCB,"No, no, no. I will not give up<br>my favorite decoration. I like<hr><color=0003>Mario</color> just where he is.",,Non non non ! Je ne céderai pas <br>ma décoration préférée !<hr>J'aime bien <color=0003>Mario</color> où il est...,"Nie und nimmer! Ich werde<br>doch nicht das Schmuckstück<hr>meiner Sammlung hergeben. <color=0003>Mario</color><br>bleibt genau da, wo er jetzt ist!","No, no, no. Non posso disfarmi<br>del mio quadro preferito. <hr><color=0003>Mario</color> sta bene lì dov'è.",De ninguna manera.<hr>No pienso desprenderme<br>de mi ornamento favorito.<hr>Quiero que <color=0003>Mario</color> se quede donde está.,"Hayır, hayır, hayır. En sevdiğim<br>süsümden vazgeçmem. <color=0003>Mario</color><hr>tam olduğu yerde kalsın."
0x0FCC,"Hey, so what's that you got<br>there? A <color=0002>Poltergust 3000</color>?!",,"Hé, qu'est-ce que tu trimballes<br>avec toi ? Un <color=0002>Ectoblast 3000</color> ?!","Hey, was hast du denn da? Wohl<br>einen <color=0002>Schreckweg 08/16</color>?!?","Ehi, cos'è che hai lì?<br>Il <color=0002>Poltergust 3000</color>?!","Oye, ¿qué llevas ahí?<br>¿La <color=0002>Succionaentes 3000</color>?",Şu sırtındaki de ne?<br><color=0002>Poltergust 3000</color> mü?!
0x0FCD,Uh oh!,,Heu...,Du lieber Schreck!,Oh oh!,"¡Oh, oh!",Eyvah!
0x0FCE,"What should we do, Boos?",,"Qu'est-ce qu'on fait, les Boos ?","Was nun, Buu Huus?","Ehi Boo, che facciamo?","Boos, ¿qué hacemos?","Ee, Boo'lar... Ne yapıyoruz?"
0x0FCF,"Good idea, guys! All Boos in<br>this area, gather your strength!<hr>We'll blow him away!!!",,"Bonne idée, les gars !<br>À tous les Boos de la zone,<hr>rassemblez vos forces !<br>On le souffle hors d'ici !","Gute Idee, Leute! Alle hier<br>anwesenden Buu Huus: Sammelt<hr>eure Kräfte! Den pusten wir um!","Ottima idea, ragazzi! Tutti i Boo in<br>quest'area, unite le vostre forze!<hr>Lo spazzeremo via!!!","¡Buena idea, camaradas!<br>¡Todos los Boos de esta zona:<hr>unid vuestras fuerzas! ¡A por él!","İyi fikir! Bu bölgedeki bütün Boo'lar,<br>nefesi toplayın!<hr>Şunu buradan UÇURALIM!!!"
0x0FD0,... We'll take a big Boo breath...,,On prend une bonne inspiration <br>de Boo... ,...Ein tiefer Buu-Huu-Atemzug...,... Respiriamo profondamente...,Concentremos toda nuestra<br>energía Boo...,... Buuüyük bir Boo nefesi<br>alıyoruz...
0x0FD1,...and blow you away!!,,... et tu dégages !,...und weg mit dir!!!,... e soffiamo più che si può!,¡Echémosle de aquí!,...ve seni buradan ÜFLÜYORUZ!!
0x0FD7,"Good idea, guys! All Boos in<br>this area, gather your strength!<hr>We'll blow him away!!!",,"Bonne idée, les gars !<br>À tous les Boos de la zone,<hr>rassemblez vos forces !<br>On le souffle hors d'ici !","Gute Idee, Leute! Alle hier<br>anwesenden Buu Huus: Sammelt<hr>eure Kräfte! Den pusten wir um!","Ottima idea, ragazzi! Tutti i Boo in<br>quest'area, unite le vostre forze!<hr>Lo spazzeremo via!!!","¡Buena idea, camaradas!<br>¡Todos los Boos de esta zona:<hr>unid vuestras fuerzas! ¡A por él!","İyi fikir! Bu bölgedeki bütün Boo'lar,<br>nefesi toplayın!<hr>Şunu buradan UÇURALIM!!!"
0x0FD8,... The <color=0001>five </color>of us will take a<br>deep Boo breath...,,On va tous les <color=0001>cinq</color> prendre une<br>grosse inspiration de Boo...,...Wir <color=0001>fünf</color> nehmen einen tiefen<br>Buu-Huu-Atemzug...,... Noi <color=0001>cinque</color> ci riempiamo bene<br>i polmoni...,Nosotros <color=0001>cinco </color>seremos uno...,... <color=0001>Beş</color>imiz birden derin bir<br>Boo nefesi alacağız...
0x0FD9,...and blow you away!!,,... et tu dégages !,...und weg mit dir!!!,... e ti spazziamo via!!!,¡Y acabaremos contigo!,...ve seni buradan ÜFLÜYORUZ!!
0x0FDC,"Good idea, guys! All Boos in<br>this area, gather your strength!<hr>We'll blow him away!!!",,"Bonne idée, les gars !<br>À tous les Boos de la zone,<hr>rassemblez vos forces !<br>On le souffle hors d'ici !","Gute Idee, Leute! Alle hier<br>anwesenden Buu Huus: Sammelt<hr>eure Kräfte! Den pusten wir um!","Ottima idea, ragazzi! Tutti i Boo in<br>quest'area, unite le vostre forze!<hr>Lo spazzeremo via!!!","¡Buena idea, camaradas!<br>¡Todos los Boos de esta zona:<hr>unid vuestras fuerzas! ¡A por él!","İyi fikir! Bu bölgedeki bütün Boo'lar,<br>nefesi toplayın!<hr>Şunu buradan UÇURALIM!!!"
0x0FDD,... The <color=0001>four </color>of us will take a<br>deep Boo breath...,,On va tous les <color=0001>quatre</color> prendre<br>une grosse inspiration de Boo...,...Wir <color=0001>vier</color> nehmen einen tiefen<br>Buu-Huu-Atemzug...,... Noi <color=0001>quattro</color> ci riempiamo bene<br>i polmoni...,Nosotros <color=0001>cuatro </color>seremos uno...,... <color=0001>Dört</color>ümüz birden derin bir<br>Boo nefesi alacağız...
