Index,Label,English,French,German,Spanish,Italian,Dutch,Portuguese,Russian,Turkish,TR_Notes,Ref_MaxLines,Ref_MaxLinePx,Ref_MaxUtf16Bytes
399,main_player_name_u,[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],,1,0,10
400,main_play_u,Play,Jouer,Spielen,Jugar,Gioca,Spelen,Jogar,Играть,Oyna,,1,167,16
401,main_setup_u,Settings,Paramètres,Einstellungen,Configuración,Impostazioni,Instellingen,Definições,Настройки,Ayarlar,,1,317,28
402,main_gate_u,To Entrance,Vers l'entrée,Zum Eingang,A la entrada,Vai all'ingresso,Naar de ingang,Para a Entrada,К входу,Girişe,,1,350,34
403,main_slideshow_u,Slideshow,Diaporama,Diashow,Presentación,Slideshow,Puzzelgalerij,Diaporama,Слайд-шоу,Slaytlar,,1,295,28
404,main_map_u,StreetPass Map,Carte StreetPass,StreetPass-Karte,Mapa de StreetPass,Mappa StreetPass,StreetPass-kaart,Mapa StreetPass,Карта StreetPass,StreetPass Haritası,,1,454,38
405,main_trophy_u,Accomplishments,Prouesses,Leistungen,Logros,Imprese,Heldendaden,Façanhas,Достижения,Başarılar,,1,395,32
406,main_sound_u,Music Player,Jukebox,Jukebox,Banda sonora,Jukebox,Muziekspeler,Leitor de Música,Проигрыватель,Müzik Çalar,,1,378,34
407,main_patch_u,Update,Mise à jour,Update,Actualización,Aggiornamento,Update,Atualização,Обновить,Güncelle,,1,346,28
408,newly_arrived_xx_u,,,,,,,,,,,1,0,2
409,newly_arrived_raise_u,StreetPass Hits,Rencontres StreetPass,Begegnungen:,Encuentros:,Incontri tramite StreetPass,Ontmoetingen:,Encontros StreetPass:,Встреч,StreetPass Sayısı,,1,602,56
410,newly_arrived_ce30_u,[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],,1,0,10
411,newly_arrived_ce30_unit_u,,,,,,,,,,,1,0,2
412,newly_arrived_raise_01_u,Nice!,Bien joué !,Prima!,¡Bien hecho!,Molto bene!,Netjes!,Boa!,Здорово!,Güzel!,,1,292,26
413,newly_arrived_raise_02_u,Great!,Chouette !,Super!,¡Genial!,Grande!,Heel goed!,Excelente!,Прекрасно!,Harika!,,1,268,22
414,newly_arrived_raise_03_u,Amazing!,Extra !,Fantastisch!,¡Impresionante!,Fantastico!,Geweldig!,Fantástico!,Чудесно!,İnanılmaz!,,1,357,32
415,newly_arrived_raise_04_u,Outstanding!,Merveilleux !,Großartig!,¡Increíble!,Magnifico!,Uitstekend!,Espetacular!,Замечательно!,Muhteşem!,,1,345,28
416,newly_arrived_raise_05_u,,,,,,,,,,,1,0,2
417,newly_arrived_raise_06_u,,,,,,,,,,,1,0,2
418,newly_arrived_encount_u,Total,Total :,Treffen gesamt:,Total:,Totale incontri:,Totaal,Total,Итого:,Toplam,,1,356,34
419,newly_arrived_encount_total_u,,,,,,,,,,,1,0,2
420,newly_arrived_total_u,[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],,1,0,10
421,newly_arrived_unit_u,,,,,,,,,,,1,0,2
422,newly_arrived_1st_introduce_u,"I'm [[TAG:1:3:]].
(From: [[TAG:1:2:]])","Salut ! Je m'appelle
[[TAG:1:3:]] !
([[TAG:1:2:]])","Ich bin [[TAG:1:3:]]!
Meine Heimat:
[[TAG:1:2:]]","¡Soy [[TAG:1:3:]]!
¿Sabes de dónde vengo?
¡[[TAG:1:2:]]!","Sono [[TAG:1:3:]]!
Origine:
[[TAG:1:2:]].","Ik ben [[TAG:1:3:]]!
Ik kom uit:
[[TAG:1:2:]].","Sou [[TAG:1:3:]].
(De [[TAG:1:2:]])","Я [[TAG:1:3:]].
([[TAG:1:2:]])","Ben [[TAG:1:3:]].
(Geldiğim yer: [[TAG:1:2:]])",,3,585,82
423,newly_arrived_free_greeting01_u,[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],,1,0,10
424,newly_arrived_sepa_greeting01_u,[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],,1,0,10
425,newly_arrived_free_greeting02_u,[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],,1,0,10
426,newly_arrived_gametitle_u,[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],[[TAG:1:2:]],,1,0,10
427,newly_arrived_1time_u,1x,1x,1x,x1,x1,1x,x1,1x,1x,,1,54,6
428,newly_arrived_time_u,[[TAG:1:0:]]x,[[TAG:1:0:]]x,[[TAG:1:0:]]x,x[[TAG:1:0:]],x[[TAG:1:0:]],[[TAG:1:0:]]x,x[[TAG:1:0:]],[[TAG:1:0:]]x,[[TAG:1:0:]]x,,1,23,12
429,newly_arrived_1min_u,1 minute ago,Il y a 1 minute,vor 1 Minute,Hace 1 min,1 minuto fa,1 min. geleden,Há 1 minuto,1 мин назад,1 dakika önce,,1,340,32
430,newly_arrived_min_u,[[TAG:1:0:]] minutes ago,Il y a [[TAG:1:0:]] minutes,vor [[TAG:1:0:]] Minuten,Hace [[TAG:1:0:]] min,[[TAG:1:0:]] minuti fa,[[TAG:1:0:]] min. geleden,Há [[TAG:1:0:]] minutos,[[TAG:1:0:]] мин назад,[[TAG:1:0:]] dakika önce,,1,319,40
431,newly_arrived_1hour_u,1 hour ago,Il y a 1 heure,vor 1 Stunde,Hace 1 hora,1 ora fa,1 uur geleden,Há 1 hora,1 ч назад,1 saat önce,,1,319,30
432,newly_arrived_hour_u,[[TAG:1:0:]] hours ago,Il y a [[TAG:1:0:]] heures,vor [[TAG:1:0:]] Stunden,Hace [[TAG:1:0:]] horas,[[TAG:1:0:]] ore fa,[[TAG:1:0:]] uur geleden,Há [[TAG:1:0:]] horas,[[TAG:1:0:]] ч назад,[[TAG:1:0:]] saat önce,,1,296,38
433,newly_arrived_1day_u,Yesterday,Hier,vor 1 Tag,Ayer,Ieri,1 dag geleden,Ontem,1 день назад,Dün,,1,328,28
434,newly_arrived_day_u,[[TAG:1:0:]] days ago,Il y a [[TAG:1:0:]] jours,vor [[TAG:1:0:]] Tagen,Hace [[TAG:1:0:]] días,[[TAG:1:0:]] giorni fa,[[TAG:1:0:]] dagen geleden,Há [[TAG:1:0:]] dias,[[TAG:1:0:]] дн. назад,[[TAG:1:0:]] gün önce,,1,353,38
435,newly_arrived_1month_u,1 month ago,Il y a 1 mois,vor 1 Monat,Hace un mes,1 mese fa,1 maand geleden,Há 1 mês,1 мес. назад,1 ay önce,,1,395,32
436,newly_arrived_month_u,[[TAG:1:0:]] months ago,Il y a [[TAG:1:0:]] mois,vor [[TAG:1:0:]] Monaten,Hace [[TAG:1:0:]] meses,[[TAG:1:0:]] mesi fa,[[TAG:1:0:]] maanden geleden,Há [[TAG:1:0:]] meses,[[TAG:1:0:]] мес. назад,[[TAG:1:0:]] ay önce,,1,420,42
437,newly_arrived_1year_u,1 year ago,Il y a 1 an,vor 1 Jahr,Hace un año,1 anno fa,1 jaar geleden,Há 1 ano,1 г. назад,1 yıl önce,,1,328,30
438,newly_arrived_year_u,[[TAG:1:0:]] years ago,Il y a [[TAG:1:0:]] ans,vor [[TAG:1:0:]] Jahren,Hace [[TAG:1:0:]] años,[[TAG:1:0:]] anni fa,[[TAG:1:0:]] jaar geleden,Há [[TAG:1:0:]] anos,[[TAG:1:0:]] г./лет назад,[[TAG:1:0:]] yıl önce,,1,298,36
439,newly_arrived_how_m_u,"We've met [[TAG:1:0:]]
times now!","Ça fait [[TAG:1:0:]] fois
qu'on se rencontre !","Wir sind uns nun bereits
[[TAG:1:0:]]-mal begegnet!","¡Con esta ya nos hemos
cruzado [[TAG:1:0:]] veces!","Ci siamo incontrati
[[TAG:1:0:]] volte, ora!","Dit is al de [[TAG:1:0:]]e keer dat
we elkaar ontmoeten!","Com esta, já nos 
encontrámos [[TAG:1:0:]] vezes!","Это наша [[TAG:1:0:]]-я
встреча!","Artık [[TAG:1:0:]] kez
karşılaştık!",,2,553,98
440,newly_arrived_how_f_u,"We've met [[TAG:1:0:]]
times now!","Ça fait [[TAG:1:0:]] fois
qu'on se rencontre !","Wir sind uns nun bereits
[[TAG:1:0:]]-mal begegnet!","¡Con esta ya nos hemos
visto [[TAG:1:0:]] veces!","Sono [[TAG:1:0:]] volte
che ci incontriamo!","Dit is al de [[TAG:1:0:]]e keer dat
we elkaar ontmoeten!","Com esta, já nos 
encontrámos [[TAG:1:0:]] vezes!","Это наша [[TAG:1:0:]]-я
встреча!","Artık [[TAG:1:0:]] kez
karşılaştık!",,2,553,98
441,newly_arrived_1st_greeting02_u,Nice to meet you!,C'est un plaisir !,"Schön, dich
kennenzulernen!",¡Me alegro de conocerte!,Piacere di conoscerti!,Aangenaam!,Muito prazer!,Приятно познакомиться!,"Tanıştığımıza
memnun oldum!",,2,578,56
442,newly_arrived_dog_cat_m_d_u,"By the way, I like dogs.","Moi, j'aime plutôt
les chiens.",Ich mag übrigens Hunde.,Me gustan los perros.,Mi piacciono i cani!,"Honden zijn mijn
lievelingsdieren!",Também gosto de cães.,"А еще мне нравятся
собаки.","Bu arada,
köpekleri severim.",,2,575,70
443,newly_arrived_dog_cat_m_c_u,"By the way, I like cats.","Moi, j'aime plutôt
les chats.",Ich mag übrigens Katzen.,Me gustan los gatos.,Adoro i gatti!,"Katten zijn mijn
lievelingsdieren!",Também gosto de gatos.,"А еще мне нравятся
кошки.","Bu arada, kedileri severim.",,2,580,70
444,newly_arrived_dog_cat_f_d_u,"By the way, I like dogs.","Moi, j'aime plutôt
les chiens.",Ich habe Hunde lieb.,Me gustan los perros.,Adoro i cani!,"Honden zijn mijn
lievelingsdieren!",Também gosto de cães.,"А еще мне нравятся
собаки.","Bu arada,
köpekleri severim.",,2,542,70
445,newly_arrived_dog_cat_f_c_u,"By the way, I like cats.","Moi, j'aime plutôt
les chats.",Ich habe Katzen lieb.,Me gustan los gatos.,Mi piacciono i gatti!,"Katten zijn mijn
lievelingsdieren!",Também gosto de gatos.,"А еще мне нравятся
кошки.","Bu arada, kedileri severim.",,2,563,70
446,newly_arrived_dream_m_long_u,"My dream for the future
is to live long!","Mon rêve serait de vivre le
plus longtemps possible !","Ich möchte gerne ein
langes Leben führen.","¡Mi sueño es tener
una larga vida!","Il mio sogno
è vivere a lungo!","Mijn toekomstdroom is
een lang leven leiden!","O meu maior sonho é viver
muitos anos!",Я мечтаю жить долго!,"Gelecekteki hayalim
uzun yaşamak!",,2,610,108
447,newly_arrived_dream_m_rich_u,"My dream for the future
is to get rich!","Mon rêve serait
d'être riche !","Ich möchte später
einmal reich sein!","¡Mi sueño es amasar
una gran fortuna!","Il mio sogno
è diventare ricco!","Mijn toekomstdroom
is rijk worden!","O meu maior sonho é ser
rico!",Я мечтаю разбогатеть!,"Gelecekteki hayalim
zengin olmak!",,2,574,80
448,newly_arrived_dream_m_space_u,"My dream for the future
is to visit outer space!","Mon rêve serait d'aller
dans l'espace !","Mein größter Wunsch ist
es, ins All zu reisen!","¡Mi sueño es viajar
al espacio!","Il mio sogno
è andare nello spazio!","Mijn toekomstdroom is
een ruimtereis maken!","O meu maior sonho é ir ao
espaço!","Я мечтаю слетать
в космос!","Gelecekteki hayalim
uzaya gitmek!",,2,607,98
449,newly_arrived_dream_m_marry_u,"My dream for the future
is to get married!","Mon rêve serait
de me marier !",Ich möchte gerne heiraten.,"¡Mi sueño es encontrar
a mi pareja ideal!","Il mio sogno
è sposarmi!","Mijn toekomstdroom
is trouwen!","O meu maior sonho é
casar-me!",Я мечтаю жениться!,"Gelecekteki hayalim
evlenmek!",,2,615,86
450,newly_arrived_dream_m_hero_u,"My dream for the future
is to be a hero!","Mon rêve serait
d'être un héros !","Wenn ich groß bin, möchte
ich ein wahrer Held sein!","¡Mi sueño es realizar
hazañas heroicas!","Il mio sogno
è essere un eroe!","Mijn toekomstdroom
is een held worden!","O meu maior sonho é ser
herói!",Я мечтаю стать героем!,"Gelecekteki hayalim
kahraman olmak!",,2,615,104
451,newly_arrived_dream_m_princess_u,"My dream for the future
is to be a prince!","Mon rêve serait
d'être un prince !","Ich wäre gerne ein
Prinz. Im Ernst!","¡Mi sueño es convertirme
en príncipe!","Il mio sogno
è diventare un principe!","Mijn toekomstdroom
is een prins zijn!","O meu maior sonho é ser
príncipe!",Я мечтаю быть принцем!,"Gelecekteki hayalim
prens olmak!",,2,575,86
452,newly_arrived_dream_m_sports_u,"My dream for the future
is to be a pro athlete!","Mon rêve serait
d'être un champion !","Ich möchte einmal eine
Goldmedaille gewinnen!","¡Mi sueño es convertirme
en deportista profesional!","Il mio sogno
è diventare un atleta!","Mijn toekomstdroom is
een topatleet worden!","O meu maior sonho é ser
atleta profissional!","Я мечтаю стать
спортсменом!","Gelecekteki hayalim
profesyonel sporcu olmak!",,2,584,104
453,newly_arrived_dream_m_magic_u,"My dream for the future
is to be a wizard!","Mon rêve serait
d'être magicien !","Ich würde so gerne
zaubern können!","¡Mi sueño es llegar a
dominar la magia!","Il mio sogno
è saper fare magie!","Mijn toekomstdroom is
een tovenaar worden!","O meu maior sonho é ser
feiticeiro!","Я мечтаю быть
волшебником!","Gelecekteki hayalim
büyücü olmak!",,2,574,86
454,newly_arrived_dream_m_president_u,"My dream for the future
is to run a company!","Mon rêve serait d'être
chef d'entreprise !","Ich möchte gerne Chef
sein. Von wem auch immer!","¡Mi sueño es dirigir
una gran empresa!","Il mio sogno
è dirigere un'azienda!","Mijn toekomstdroom is
een eigen bedrijf runnen!","O meu maior sonho é
chefiar uma empresa!","Я мечтаю быть
начальником!","Gelecekteki hayalim
bir şirket yönetmek!",,2,629,96
455,newly_arrived_dream_m_champ_u,"My dream for the future
is to be a world champion!","Mon rêve serait de
conquérir le monde !","Ein Weltmeistertitel!
Das ist mein Ziel!","¡Mi sueño es ser campeón
del mundo!","Il mio sogno è diventare
un grande campione!","Mijn toekomstdroom is
wereldkampioen worden!","O meu maior sonho é ser
campeão do mundo!","Я мечтаю стать
чемпионом мира!","Gelecekteki hayalim
dünya şampiyonu olmak!",,2,606,102
456,newly_arrived_dream_m_star_u,"My dream for the future
is to be a celebrity!","Mon rêve serait
d'être une star !","Ich möchte gerne
einmal berühmt sein.","¡Mi sueño es ser una
estrella de televisión!","Il mio sogno è
diventare una celebrità!","Mijn toekomstdroom
is beroemd worden!","O meu maior sonho é ser
uma celebridade!","Я мечтаю стать
знаменитым!","Gelecekteki hayalim
ünlü olmak!",,2,574,92
457,newly_arrived_dream_m_love_u,"My dream for the future
is to be popular!","Mon rêve serait
d'être populaire !","Ich möchte gerne
ein Star sein!","¡Mi sueño es ser más
popular que nadie!","Il mio sogno
è essere affascinante!","Mijn toekomstdroom is
populair worden!","O meu maior sonho é ser
popular!","Я мечтаю стать
популярным!","Gelecekteki hayalim
çok popüler olmak!",,2,574,84
458,newly_arrived_dream_m_big_u,"My dream for the future
is to grow up!","Mon rêve serait
d'être plus grand !","Ich möchte endlich
erwachsen sein.","¡Mi sueño es ser tan
alto como una torre!","Il mio sogno è diventare
grande!","Mijn toekomstdroom is
volwassen worden!","O meu maior sonho é
crescer!",Я мечтаю стать взрослым!,"Gelecekteki hayalim
büyümek!",,2,616,84
459,newly_arrived_dream_m_fly_u,"My dream for the future
is to fly like a bird!","Mon rêve serait
d'avoir des ailes !","Ich würde gerne fliegen
können wie ein Vogel.","¡Mi sueño es volar
como un pájaro!","Il mio sogno è saper volare
come un uccellino!","Mijn toekomstdroom is
vliegen als een vogel!","O meu maior sonho é voar
como um pássaro!","Я мечтаю летать,
как птица!","Gelecekteki hayalim
kuş gibi uçmak!",,2,616,94
460,newly_arrived_dream_m_master_u,"My dream for the future
is to master an art!","Mon rêve serait d'être
un grand artiste !","Ich möchte ein großer
Künstler sein.","¡Mi sueño es llegar a ser
un artista de renombre!","Il mio sogno è diventare
un grande artista!","Mijn toekomstdroom is
leren schilderen! ","O meu maior sonho é ser
perito numa arte!","Я мечтаю научиться
рисовать!","Gelecekteki hayalim
bir sanatın ustası olmak!",,2,574,100
461,newly_arrived_dream_m_nice_u,"My dream for the future
is to get fit!","Mon rêve serait
d'avoir la forme !","Ich möchte gerne fit sein
wie ein Turnschuh!","¡Mi sueño es tener
un cuerpazo!","Il mio sogno è essere
sempre in gran forma!","Mijn toekomstdroom
is fit worden!","O meu maior sonho é ficar
em forma!","Я мечтаю быть в хорошей
физической форме!","Gelecekteki hayalim
forma girmek!",,2,603,90
462,newly_arrived_dream_m_supernatural_u,"My dream for the future
is to gain super powers!","Mon rêve serait d'avoir
des super-pouvoirs !","Ich hätte gerne Kräfte
wie ein Superheld!","¡Mi sueño es tener
superpoderes!","Il mio sogno è avere
dei superpoteri!","Mijn toekomstdroom is
een superheld worden!","O meu maior sonho é ser
médium!","Я мечтаю стать
экстрасенсом!","Gelecekteki hayalim
süper güçlere sahip olmak!",,2,574,98
463,newly_arrived_dream_f_long_u,"My dream for the future
is to live long!","Mon rêve serait de vivre le
plus longtemps possible !","Ich möchte gerne ein
langes Leben führen.","¡Mi sueño es tener
una larga vida!","Il mio sogno
è vivere a lungo!","Mijn toekomstdroom is
een lang leven leiden!","O meu maior sonho é viver
muitos anos!",Я мечтаю жить долго!,"Gelecekteki hayalim
uzun yaşamak!",,2,610,108
464,newly_arrived_dream_f_rich_u,"My dream for the future
is to get rich!","Mon rêve serait
d'être riche !","Ich möchte irgendwann
einmal reich sein!","¡Mi sueño es amasar
una gran fortuna!","Il mio sogno
è diventare ricca!","Mijn toekomstdroom
is rijk worden!","O meu maior sonho é ser
rica!",Я мечтаю разбогатеть!,"Gelecekteki hayalim
zengin olmak!",,2,574,82
465,newly_arrived_dream_f_space_u,"My dream for the future
is to visit outer space!","Mon rêve serait d'aller
dans l'espace !","Mein größter Traum ist
es, ins All zu reisen!","¡Mi sueño es viajar
al espacio!","Il mio sogno
è andare nello spazio!","Mijn toekomstdroom is
een ruimtereis maken!","O meu maior sonho é ir ao
espaço!","Я мечтаю слетать
в космос!","Gelecekteki hayalim
uzaya gitmek!",,2,607,98
466,newly_arrived_dream_f_marry_u,"My dream for the future
is to get married!","Mon rêve serait
de me marier !","Ich möchte gerne
einmal heiraten.","¡Mi sueño es encontrar
a mi pareja ideal!","Il mio sogno
è sposarmi!","Mijn toekomstdroom
is trouwen!","O meu maior sonho é
casar-me!",Я мечтаю выйти замуж!,"Gelecekteki hayalim
evlenmek!",,2,551,86
467,newly_arrived_dream_f_hero_u,"My dream for the future
is to be a hero!","Mon rêve serait
d'être une héroïne !","Wenn ich groß bin, möchte
ich eine echte Heldin sein!","¡Mi sueño es realizar
hazañas heroicas!","Il mio sogno
è essere un'eroina!","Mijn toekomstdroom is
een heldin worden!","O meu maior sonho é ser
uma heroína!",Я мечтаю стать героиней!,"Gelecekteki hayalim
kahraman olmak!",,2,615,108
468,newly_arrived_dream_f_princess_u,"My dream for the future
is to be a princess!","Mon rêve serait d'être
une princesse !","Ich träume davon, eine
Prinzessin zu sein!","¡Mi sueño es convertirme
en princesa!","Il mio sogno è diventare
una principessa!","Mijn toekomstdroom
is een prinses zijn!","O meu maior sonho é ser
princesa!","Я мечтаю стать
принцессой!","Gelecekteki hayalim
prenses olmak!",,2,575,90
469,newly_arrived_dream_f_sports_u,"My dream for the future
is to be a pro athlete!","Mon rêve serait d'être
une championne !","Ich möchte einmal eine
Goldmedaille gewinnen!","¡Mi sueño es convertirme
en deportista profesional!","Il mio sogno
è diventare un'atleta!","Mijn toekomstdroom is
een topatlete worden!","O meu maior sonho é ser
atleta profissional!","Я мечтаю стать
спортсменкой!","Gelecekteki hayalim
profesyonel sporcu olmak!",,2,584,104
470,newly_arrived_dream_f_magic_u,"My dream for the future
is to be a witch!","Mon rêve serait
d'être magicienne !","Ich würde so gerne
zaubern können!","¡Mi sueño es llegar a
dominar la magia!","Il mio sogno
è saper fare magie!","Mijn toekomstdroom is
een heks worden!","O meu maior sonho é ser
bruxa!","Я мечтаю быть
волшебницей!","Gelecekteki hayalim
cadı olmak!",,2,574,84
