AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,menu_scenario_now_21,"<0E:0009:0000:0600>De luchthaven is er slecht aan toe.
Overal groeien Piranha Plants...","<0E:0009:0000:0600>The airport hasn't been cared for.
It's overrun with Piranha Plants...","<0E:0009:0000:0600>L'aéroport est pratiquement retourné
à l'état sauvage... Les Plantes Piranha
ont pris le contrôle.","<0E:0009:0000:0600>Der Flughafen ist völlig verwahrlost.
Überall wachsen Piranha-Pflanzen...","<0E:0009:0000:0600>L'Aeroporto è stato molto trascurato
ed è infestato dalle Piante Piranha...","<0E:0009:0000:0600>El aeropuerto parece abandonado.
Está infestado de Plantas Piraña.","<0E:0009:0000:0600>Havaalanının bakımı yapılmamış.
Her yeri Piranha Bitkileri sarmış..."
,FldGuide_09_1,"<0E:0009:0000:0B00>Zodra je enkele hoofdpersonages hebt
verzameld in Schurkensaga, kun je
stempels zetten met compatibele amiibo.","<0E:0009:0000:0B00>Once you've gathered major characters 
in Minion Quest, you'll be able to place 
stamps using compatible amiibo.","<0E:0009:0000:0B00>En recrutant les personnages principaux
de Super Sbires Saga, vous débloquerez
de nouveaux tampons que vous pourrez
appliquer en utilisant un amiibo compatible.","<0E:0009:0000:0B00>Auch nach Erhalt wichtiger Charaktere in
Schergen-Saga: Findet Bowser! kannst du
mit kompatiblen amiibo stempeln gehen.","<0E:0009:0000:0B00>Una volta ottenuti i personaggi principali
di Scagnozzi in azione, potrai mettere
timbri usando gli amiibo compatibili.","<0E:0009:0000:0B00>Cuando hayas reclutado a los personajes
principales de Historia de un secuaz, podrás
usar amiibo compatibles para poner sellos.","<0E:0009:0000:0B00>Uşak Görevi'nde önemli karakterleri topladıkça
uyumlu amiibo'larla damga basabileceksin."
,SoloHand_M_00,<0E:0009:0000:0C00>HAND,<0E:0009:0000:0C00>HAND,<0E:0009:0000:0C00>Main,<0E:0009:0000:0C00>Hand,<0E:0009:0000:0C00>Mano,<0E:0009:0000:0C00>Mano,<0E:0009:0000:0C00>EL
,menu_bgm_title_48,<0E:0009:0000:0C00>Prins Erwtberts lied DX,<0E:0009:0000:0C00>Prince Peasley's Theme DX,<0E:0009:0000:0C00>Le thème du Prince Harik - DX,<0E:0009:0000:0C00>Prinz Mameks Musik -DX-,<0E:0009:0000:0C00>Tema del Principe Fagiolino DX,<0E:0009:0000:0C00>El príncipe Judía (deluxe),<0E:0009:0000:0C00>Prens Peasley'nin Teması DX
,menu_ev_badge_00,<0E:0009:0000:0600>Om badges te gebruiken...<0E:0002:0001:>,<0E:0009:0000:0600>To equip badges...<0E:0002:0001:>,<0E:0009:0000:0600>Pour équiper les badges...<0E:0002:0001:>,<0E:0009:0000:0600>Um Orden zu benutzen...<0E:0002:0001:>,<0E:0009:0000:0600>Per equipaggiare le tessere...<0E:0002:0001:>,<0E:0009:0000:0600>Para usar las medallas...<0E:0002:0001:>,<0E:0009:0000:0600>Rozet takmak için...<0E:0002:0001:>
,menu_ev_photo_00,"<0E:0009:0000:0600>Ah, daar zijn ze!<0E:0002:0001:>","<0E:0009:0000:0600>Aha, I see you've got 'em right there!<0E:0002:0001:>",<0E:0009:0000:0600>Vous les avez.<0E:0002:0001:>,<0E:0009:0000:0600>Das sind sie doch...<0E:0002:0001:>,"<0E:0009:0000:0600>Ah, vedo che ce li avete proprio lì!<0E:0002:0001:>",<0E:0009:0000:0600>¡Pero si ya los tenéis!<0E:0002:0001:>,"<0E:0009:0000:0600>Aha, işte oradalar!<0E:0002:0001:>"
,menu_scenario_now_22,"<0E:0009:0000:0600>De stem van prinses Peach is NIET gestolen!
Het plan van prins Erwtbert was een succes!","<0E:0009:0000:0600>Princess Peach's voice was NOT stolen!
Prince Peasley's strategy was a success!","<0E:0009:0000:0600>La voix de la Princesse Peach n'a jamais
été volée ! La stratégie du Prince Harik a
fait des merveilles !","<0E:0009:0000:0600>Peach Stimme wurde NICHT gestohlen!
Prinz Mameks Strategie ging voll auf!","<0E:0009:0000:0600>La voce della Principessa Peach
non era stata rubata! Lo stratagemma
del Principe Fagiolino è riuscito...","<0E:0009:0000:0600>¡Resulta que no habían robado la voz
de la princesa Peach! La estrategia
del príncipe Judía ha funcionado
de maravilla.","<0E:0009:0000:0600>Prenses Peach'in sesi ÇALINMAMIŞ!
Prens Peasley'nin planı işe yaradı!"
,ActionIcon_00,<0E:0009:0000:0C00>Actiepictogrammen,<0E:0009:0000:0C00>Action Icons,<0E:0009:0000:0C00>Icônes d'action,<0E:0009:0000:0C00>Aktionssymbole,<0E:0009:0000:0C00>Icone Azione,<0E:0009:0000:0C00>Iconos de acción,<0E:0009:0000:0C00>Eylem Simgeleri
,BrosAtk_00,<0E:0009:0000:0C00>Pletaanval,<0E:0009:0000:0C00>Splash Bros.,<0E:0009:0000:0C00>Saut de frères,<0E:0009:0000:0C00>Platschbrüder,<0E:0009:0000:0C00>Salto Schianto,<0E:0009:0000:0C00>Salto torpedo,<0E:0009:0000:0C00>Sıçrama Kardeşler
,FldGuide_09_2,"<0E:0009:0000:0B00>Je kunt je stempels laten zien aan
degene die je het stempelvel heeft
gegeven. Je krijgt dan een voorwerp!","<0E:0009:0000:0B00>You can show your stamps to the 
guy who gave you the stamp sheet, 
and he'll give you an item!","<0E:0009:0000:0B00>Vous pouvez montrer vos tampons
au personnage qui vous a offert le
feuillet. Il vous offrira une récompense !","<0E:0009:0000:0B00>Präsentiere dem, der dir den Stempelbogen
gegeben hat, deine Stempel und erhalte
Items von ihm dafür!","<0E:0009:0000:0B00>Puoi mostrare i tuoi timbri al tizio
che ti ha dato il Foglio per timbri.
Ti ricompenserà con un oggetto!","<0E:0009:0000:0B00>Si le enseñas tus sellos al tipo que te dio
las hojas de sellos, te lo agradecerá
con algún objeto.","<0E:0009:0000:0B00>Damgalarını sana Damga Sayfasını veren kişiye
gösterirsen sana bir eşya verir!"
,menu_bgm_title_49,<0E:0009:0000:0C00>Fawfuls muziek DX,<0E:0009:0000:0C00>Fawful Music DX,<0E:0009:0000:0C00>Mélodie Gracowitzienne - DX,<0E:0009:0000:0C00>Krankfrieds Melodei -DX-,<0E:0009:0000:0C00>Musica da Sogghigno DX,<0E:0009:0000:0C00>El esbirro Jijí (deluxe),<0E:0009:0000:0C00>Fawful'un Ezgisi DX
,menu_ev_badge_01,<0E:0009:0000:0600>...kies je dit pictogram.<0E:0002:0001:>,<0E:0009:0000:0600>Select this icon.<0E:0002:0001:>,<0E:0009:0000:0600>Sélectionnez cette icône.<0E:0002:0001:>,<0E:0009:0000:0600>...wähle dieses Symbol aus.<0E:0002:0001:>,<0E:0009:0000:0600>Selezionate questa icona.<0E:0002:0001:>,<0E:0009:0000:0600>hay que seleccionar este icono.<0E:0002:0001:>,<0E:0009:0000:0600>Bu simgeyi seç.<0E:0002:0001:>
,menu_ev_photo_01,"<0E:0009:0000:0600>Spiksplinternieuwe paspoorten.
Wat zien ze er mooi uit!<0E:0002:0001:>","<0E:0009:0000:0600>Shiny, new passports!
There's no greater joy.<0E:0002:0001:>",<0E:0009:0000:0600>Ce sont vos passeports.<0E:0002:0001:>,<0E:0009:0000:0600>Das sind eure Pässe!<0E:0002:0001:>,"<0E:0009:0000:0600>Dei passaporti nuovi di zecca!
C'è forse qualcosa di più bello?<0E:0002:0001:>","<0E:0009:0000:0600>Pasaportes nuevecitos,
¡que emoción!<0E:0002:0001:>","<0E:0009:0000:0600>Yepyeni, ışıl ışıl pasaportlar!
Bundan büyük mutluluk olur mu?<0E:0002:0001:>"
,menu_scenario_now_23,"<0E:0009:0000:0600>De hamermakers zijn verhuisd.
Ze kunnen de hamers verbeteren!","<0E:0009:0000:0600>The Hammer craftsmen have relocated.
They can power up your Hammers now!","<0E:0009:0000:0600>Les artisans spécialisés dans le marteau ont
déménagé et peuvent améliorer vos marteaux
séance tenante !","<0E:0009:0000:0600>Die Hammermacher sind umgezogen.
Außerdem können sie jetzt Hämmer verstärken!","<0E:0009:0000:0600>I Fratelli Fabbro si sono trasferiti.
Adesso possono potenziare i Martelli!","<0E:0009:0000:0600>Los herreros se han mudado.
¡Ahora pueden mejorar los martillos!","<0E:0009:0000:0600>Çekiç ustaları taşındı.
Artık Çekiçlerini de güçlendirebilirler!"
,BrosAtk_01,<0E:0009:0000:0C00>Stuitersprong,<0E:0009:0000:0C00>Bounce Bros.,<0E:0009:0000:0C00>Rebond de frères,<0E:0009:0000:0C00>Hopsbrüder,<0E:0009:0000:0C00>Salto Rimbalzo,<0E:0009:0000:0C00>Salto rebote,<0E:0009:0000:0C00>Sekme Kardeşler
,SoloJump_01,<0E:0009:0000:0C00>Springen,<0E:0009:0000:0C00>Jump,<0E:0009:0000:0C00>Saut,<0E:0009:0000:0C00>Sprung,<0E:0009:0000:0C00>Salto,<0E:0009:0000:0C00>Salto,<0E:0009:0000:0C00>Zıplama
,menu_ev_photo_02,<0E:0009:0000:0600>Maar... Hé!<0E:0002:0001:><0E:0000:0004:>Er zitten geen foto's in!<0E:0002:0001:>,<0E:0009:0000:0600>But wait... WHAT?!<0E:0002:0001:><0E:0000:0004:>There aren't any photos!<0E:0002:0001:>,<0E:0009:0000:0600>Tiens !<0E:0002:0001:><0E:0000:0004:>Il manque les photos !<0E:0002:0001:>,<0E:0009:0000:0600>Nanu?<0E:0002:0001:><0E:0000:0004:>Und wo sind die Fotos?<0E:0002:0001:>,<0E:0009:0000:0600>Ma... un momento...<0E:0002:0001:><0E:0000:0004:>Non ci sono fotografie!<0E:0002:0001:>,<0E:0009:0000:0600><0E:0001:0001:>¡Oh!<0E:0002:0001:><0E:0000:0004:>¡Pero si no tienen foto!<0E:0002:0001:>,<0E:0009:0000:0600>Ama dur... NE?!<0E:0002:0001:><0E:0000:0004:>Hiç fotoğraf yok!<0E:0002:0001:>
,menu_scenario_now_24,<0E:0009:0000:0600>De hamers zijn verbeterd!,<0E:0009:0000:0600>Your Hammers were powered up!,<0E:0009:0000:0600>Les artisans ont amélioré vos marteaux !,<0E:0009:0000:0600>Deine Hämmer wurden verstärkt!,<0E:0009:0000:0600>I Martelli sono stati potenziati!,<0E:0009:0000:0600>¡Los forjadores han mejorado los martillos!,<0E:0009:0000:0600>Çekiçlerin güçlendirildi!
,menu_stamp_nickname_lbl,<0E:0009:0000:0500>Naam,<0E:0009:0000:0500>Nickname,<0E:0009:0000:0500>Surnom,<0E:0009:0000:0500>Spitzname,<0E:0009:0000:0500>Nickname,<0E:0009:0000:0500>Apodo,<0E:0009:0000:0500>Takma Ad
,BrosAtk_02,<0E:0009:0000:0C00>Helikopterhamer,<0E:0009:0000:0C00>Chopper Bros.,<0E:0009:0000:0C00>Hélico,<0E:0009:0000:0C00>Hackebrüder,<0E:0009:0000:0C00>Doppio Martello,<0E:0009:0000:0C00>Ataque hélice,<0E:0009:0000:0C00>Pervane Kardeşler
,menu_ev_badge_03,"<0E:0009:0000:0600>Hier kun je zien welke <0E:0000:0003:2C64FFFF>uitrusting<0E:0000:0003:373737FF>
en <0E:0000:0003:2C64FFFF>badge<0E:0000:0003:373737FF> je in gebruik hebt.<0E:0000:0003:373737FF><0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Here you can view the <0E:0000:0003:2C64FFFF>gear<0E:0000:0003:373737FF><0E:0000:0003:373737FF> and
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>badge<0E:0000:0003:373737FF><0E:0000:0003:373737FF> you have equipped.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Ici vous voyez votre <0E:0000:0003:2C64FFFF>équipement<0E:0000:0003:373737FF><0E:0000:0003:373737FF> 
et votre <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>badge<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Hier siehst du, welche <0E:0000:0003:2C64FFFF>Kleider<0E:0000:0003:373737FF><0E:0000:0003:373737FF> und
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Orden<0E:0000:0003:373737FF><0E:0000:0003:373737FF> du gerade trägst.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Qui si vedono gli <0E:0000:0003:2C64FFFF>indumenti<0E:0000:0003:373737FF> e le
<0E:0000:0003:2C64FFFF>tessere <0E:0000:0003:373737FF>che avete equipaggiato.<0E:0002:0001:>","<0E:0009:0000:0600>Aquí puedes ver la <0E:0000:0003:2C64FFFF>ropa<0E:0000:0003:373737FF><0E:0000:0003:373737FF> y la
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>medalla<0E:0000:0003:373737FF><0E:0000:0003:373737FF> que llevas equipadas.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Burada taktığın <0E:0000:0003:2C64FFFF>ekipmanı<0E:0000:0003:373737FF><0E:0000:0003:373737FF> ve
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>rozeti<0E:0000:0003:373737FF><0E:0000:0003:373737FF> görebilirsin.<0E:0002:0001:><0E:0000:0003:373737FF>"
,menu_scenario_now_25,"<0E:0009:0000:0600>Mario en Luigi zijn in Klein Zwamdorp
aangekomen.","<0E:0009:0000:0600>Mario and Luigi have arrived
in Little Fungitown.","<0E:0009:0000:0600>Mario et Luigi sont
arrivés à LittleToad.","<0E:0009:0000:0600>Mario und Luigi sind in Little Toad Town
angekommen.",<0E:0009:0000:0600>Mario e Luigi sono giunti a Toadopoli.,"<0E:0009:0000:0600>Mario y Luigi han llegado
a Lili-Champiñón.",<0E:0009:0000:0600>Mario ve Luigi Minik Mantarkent'e vardı.
,menu_stamp_l_pnl_01_f_00,"<0E:0009:0000:0300>Houd een Mario-amiibo tegen de <0E:0000:0003:4ED4FFFF>NFC-sensor
<0E:0000:0003:E6E6E6FF>van de NFC-lezer/-schrijver voor Nintendo 3DS
aan om een stempel te zetten.","<0E:0009:0000:0300>Touch a Mario amiibo to the <0E:0000:0003:4ED4FFFF>NFC area <0E:0000:0003:E6E6E6FF>on the
Nintendo 3DS NFC Reader/Writer to stamp.","<0E:0009:0000:0300>Touchez la <0E:0000:0003:4ED4FFFF>zone NFC<0E:0000:0003:E6E6E6FF> du lecteur/enregistreur NFC
Nintendo 3DS avec un amiibo Mario.","<0E:0009:0000:0300>Berühre mit einem Mario-amiibo das <0E:0000:0003:4ED4FFFF>NFC-Feld <0E:0000:0003:E6E6E6FF>des
Nintendo 3DS-NFC-Lese-/Schreibgerätes.","<0E:0009:0000:0300>Appoggia un amiibo di Mario sull'<0E:0000:0003:4ED4FFFF>area NFC<0E:0000:0003:E6E6E6FF>
del lettore/scrittore NFC per Nintendo 3DS.","<0E:0009:0000:0300>Acerca un amiibo de Mario al <0E:0000:0003:4ED4FFFF>área NFC<0E:0000:0003:E6E6E6FF> del lector/grabador
de NFC para Nintendo 3DS para poner un sello.","<0E:0009:0000:0300>Damga basmak için Mario amiibo'yu <0E:0000:0003:4ED4FFFF>NFC alanına <0E:0000:0003:E6E6E6FF>dokundur.
(Nintendo 3DS NFC Okuyucu/Yazıcı)"
,menu_stamp_name_20,<0E:0009:0000:0D00>Eregasten?,<0E:0009:0000:0D00>Special Guests?,<0E:0009:0000:0D00>Invités de marque,<0E:0009:0000:0D00>Ehrengäste?,<0E:0009:0000:0D00>Ospiti speciali?,<0E:0009:0000:0D00>Invitados especiales,<0E:0009:0000:0D00>Özel Konuklar?
,BrosAtk_03,<0E:0009:0000:0C00>Afslag,<0E:0009:0000:0C00>Knockback Bros.,<0E:0009:0000:0C00>Bascule,<0E:0009:0000:0C00>Schlagbrüder,<0E:0009:0000:0C00>Salto Espulsione,<0E:0009:0000:0C00>Ataque bala,<0E:0009:0000:0C00>Savurma Kardeşler
,BrosAtk_03_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>als Luigi zijn hamer boven zijn
hoofd houdt. Mario wordt dan kleine Mario!","<0E:0009:0000:0B00>Press <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>when Luigi swings his Hammer over
his head. Mario will become Mini Mario!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>lorsque Luigi tient
son marteau au-dessus de la tête
pour transformer Mario en Petit Mario !","<0E:0009:0000:0B00>Drücke <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, wenn Luigi den Hammer über seinen
Kopf schwingt, um Mario klein zu machen.","<0E:0009:0000:0B00>Premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>quando Luigi avrà sollevato il Martello
sopra la testa. Mario diventerà Piccolo Mario!","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>cuando Luigi tenga el martillo
por encima de la cabeza. Mario, por su parte,
se transformará en Peque Mario.","<0E:0009:0000:0B00>Luigi Çekicini başının üstünde savururken <0E:0000:0003:00BB27FF>
<0E:0000:0003:E6E6E6FF>tuşuna bas. Mario, Mini Mario'ya dönüşür!"
,BrosAtk_06_A_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> als Luigi zijn bliksem verzamelt. Druk
op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>als Mario's hamer boven zijn hoofd is.","<0E:0009:0000:0B00>Press <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>when Luigi builds up thunder. When
Mario's Hammer is above his head, press <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> lorsque Luigi accumule l'énergie
du Tonnerre dans sa main, et sur <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>quand Mario
tient son marteau au-dessus de sa tête.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, wenn Luigi seinen Donner auflädt,
und <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, wenn der Hammer über Marios Kopf ist.","<0E:0009:0000:0B00>Premi <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> quando Luigi carica il tuono e poi <0E:0000:0003:FF4343FF>
<0E:0000:0003:E6E6E6FF>quando Mario solleva il Martello sopra la testa.","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> cuando Luigi acumule suficiente
energía y <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> cuando Mario tenga el martillo
por encima de la cabeza.","<0E:0009:0000:0B00><0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Luigi yıldırımı yüklerken bas. Mario'nun
Çekici başının üstündeyken de <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> bas!"
,FireHand_08,<0E:0009:0000:0C00>Vuurvingers,<0E:0009:0000:0C00>Firebrand,<0E:0009:0000:0C00>Main flamboyante,<0E:0009:0000:0C00>Feuerhand,<0E:0009:0000:0C00>Mano di Fuoco,<0E:0009:0000:0C00>Mano del Fuego,<0E:0009:0000:0C00>Ateş Eli
,menu_ev_badge_04,"<0E:0009:0000:0600>Oké, Mario! Tijd om de badge te
gebruiken die ik je gegeven heb!<0E:0002:0001:>","<0E:0009:0000:0600>Now then, Mr. Mario! Time to equip
the badge I just gave you!<0E:0002:0001:>","<0E:0009:0000:0600>OK, Mario ! Il est temps d'utiliser
le badge que je t'ai donné !<0E:0002:0001:>","<0E:0009:0000:0600>Gut, Mario! Dann leg doch mal
den Orden an, den ich dir
gerade gegeben habe!<0E:0002:0001:>","<0E:0009:0000:0600>OK, Mario! Ora è il momento di usare
la tessera che ti ho appena dato!<0E:0002:0001:>","<0E:0009:0000:0600>Muy bien, Mario, ponte la
medalla que te acabo de dar.<0E:0002:0001:>","<0E:0009:0000:0600>Pekala Bay Mario! Sana az önce verdiğim
rozeti takma zamanı!<0E:0002:0001:>"
,menu_scenario_now_26,"<0E:0009:0000:0600>Mario heeft bonenkoorts opgelopen
en kan zijn bed niet uit!","<0E:0009:0000:0600>Mario is bedridden after
contracting Bean Fever!","<0E:0009:0000:0600>Mario a attrapé la fèvrite
et est cloué au lit !","<0E:0009:0000:0600>Mario hat das Grünfieber
und braucht Bettruhe!","<0E:0009:0000:0600>Mario è costretto a letto dopo aver
contratto la Febbre Fagiolina!","<0E:0009:0000:0600>Mario ha contraído judiitis y debe quedarse
reposando en la cama.","<0E:0009:0000:0600>Mario, Fasulya Ateşi'ne yakalanınca
yatağa düştü!"
,menu_stamp_l_pnl_01_f_01,"<0E:0009:0000:0300>Houd een Luigi-amiibo tegen de <0E:0000:0003:4ED4FFFF>NFC-sensor
<0E:0000:0003:E6E6E6FF>van de NFC-lezer/-schrijver voor Nintendo 3DS
aan om een stempel te zetten.","<0E:0009:0000:0300>Touch a Luigi amiibo to the <0E:0000:0003:4ED4FFFF>NFC area <0E:0000:0003:E6E6E6FF>on the
Nintendo 3DS NFC Reader/Writer to stamp.","<0E:0009:0000:0300>Touchez la <0E:0000:0003:4ED4FFFF>zone NFC<0E:0000:0003:E6E6E6FF> du lecteur/enregistreur NFC
Nintendo 3DS avec un amiibo Luigi.","<0E:0009:0000:0300>Berühre mit einem Luigi-amiibo das <0E:0000:0003:4ED4FFFF>NFC-Feld <0E:0000:0003:E6E6E6FF>des
Nintendo 3DS-NFC-Lese-/Schreibgerätes.","<0E:0009:0000:0300>Appoggia un amiibo di Luigi sull'<0E:0000:0003:4ED4FFFF>area NFC<0E:0000:0003:E6E6E6FF>
del lettore/scrittore NFC per Nintendo 3DS.","<0E:0009:0000:0300>Acerca un amiibo de Luigi al <0E:0000:0003:4ED4FFFF>área NFC<0E:0000:0003:E6E6E6FF> del lector/grabador
de NFC para Nintendo 3DS para poner un sello.","<0E:0009:0000:0300>Damga basmak için Luigi amiibo'yu <0E:0000:0003:4ED4FFFF>NFC alanına <0E:0000:0003:E6E6E6FF>dokundur.
(Nintendo 3DS NFC Okuyucu/Yazıcı)"
,menu_stamp_name_21,<0E:0009:0000:0D00>Mario,<0E:0009:0000:0D00>Mario,<0E:0009:0000:0D00>Mario,<0E:0009:0000:0D00>Mario!,<0E:0009:0000:0D00>Mario,<0E:0009:0000:0D00>Mario,<0E:0009:0000:0D00>Mario
,BrosAtk_03_1,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> als Luigi's hamer op 
het punt staat Mario te raken.","<0E:0009:0000:0B00>Press the <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> Button whenever Luigi's
Hammer is about to hit Mario!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>au moment où le marteau
de Luigi s'apprête à frapper son frère.","<0E:0009:0000:0B00>Um Klein-Mario wegzuschlagen, muss du genau
dann <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>drücken, wenn ihn Luigis Hammer trifft.","<0E:0009:0000:0B00>Poi, quando il Martello brandito da Luigi
sta per colpire Mario, premi <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00>Cuando Luigi esté a punto de golpear a Mario
con el martillo, pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> Düğmesine Luigi'nin Çekici Mario'ya
değmek üzereyken bas!"
,BrosAtk_04,<0E:0009:0000:0C00>Slingeraanval,<0E:0009:0000:0C00>Swing Bros.,<0E:0009:0000:0C00>Tourne frères,<0E:0009:0000:0C00>Schwungbrüder,<0E:0009:0000:0C00>Fratelli Ruota,<0E:0009:0000:0C00>Salto con golpe,<0E:0009:0000:0C00>Sallanma Kardeşler
,BrosAtk_06_A_1,"<0E:0009:0000:0B00>Als Luigi bij de voeten van zijn vijand
is, druk je op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>voor een Perfect.","<0E:0009:0000:0B00>When Luigi gets to the base of the foe's feet,
press the <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button for an Excellent rating!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>lorsque Luigi arrive aux pieds
de l'ennemi pour obtenir la mention Excellent.","<0E:0009:0000:0B00>Sobald Luigi unter dem Gegner ist, <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>drücken,
um ein Exzellent! zu erzielen!","<0E:0009:0000:0B00>Infine, quando Luigi si trova sotto il nemico,
premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>per ottenere un ""Fantastico!""","<0E:0009:0000:0B00>Cuando Luigi alcance los pies del enemigo,
pulsa <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>para lograr un ataque Excelente.","<0E:0009:0000:0B00>Luigi düşmanın ayaklarının dibine geldiğinde <0E:0000:0003:00BB27FF>
<0E:0000:0003:E6E6E6FF>Düğmesine basıp Mükemmel derece al!"
,menu_scenario_now_27,"<0E:0009:0000:0600>Cackletta neemt bezit van Bowsers
lichaam en ontvoert prinses Peach!","<0E:0009:0000:0600>Cackletta possesses Bowser's body
and kidnaps Princess Peach!","<0E:0009:0000:0600>Bowser, dont l'esprit est possédé par
Graguémona, a enlevé la Princesse Peach !","<0E:0009:0000:0600>Lugmilla hat Besitz von Bowsers
Körper ergriffen und Peach entführt!","<0E:0009:0000:0600>La Strega Ghignarda ha preso il controllo
di Bowser e ha rapito la Principessa Peach!","<0E:0009:0000:0600>Tras poseer el cuerpo de Bowser,
¡la bruja Jijí rapta a la princesa Peach!","<0E:0009:0000:0600>Cackletta, Bowser'ın bedenini ele geçirip
Prenses Peach'i kaçırır!"
