AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,F_Wear20,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>hermetische broeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hermetic Pants <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pant. sécu. (2)<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Protektor-Hosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantaloni Ermetici<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones sellados <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hermetik Pantolon <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge47,<0E:0009:0000:0C00>Groentjesembleem AA,<0E:0009:0000:0C00>Rookie Emblem AA,<0E:0009:0000:0C00>Badge Le bleu AA,<0E:0009:0000:0C00>BowsAzubi-Brosche AA,<0E:0009:0000:0C00>Emblema Recluta AA,<0E:0009:0000:0C00>Medalla Bowser ++,<0E:0009:0000:0C00>Çaylak Amblemi AA
,N_Bean03,<0E:0009:0000:0C00>Grolbonen,<0E:0009:0000:0C00>Hee Beans,<0E:0009:0000:0C00>Pois Hihi,<0E:0009:0000:0C00>Gröhlbohne,<0E:0009:0000:0C00>Sorrifagioli,<0E:0009:0000:0C00>Judía Jejé,<0E:0009:0000:0C00>Hihi Fasulyesi
,N_EvItem04,<0E:0009:0000:0C00>Groene kelk,<0E:0009:0000:0C00>Green Goblet,<0E:0009:0000:0C00>Verre vert,<0E:0009:0000:0C00>Grüner Kelch,<0E:0009:0000:0C00>Calice Verde,<0E:0009:0000:0C00>Copa verde,<0E:0009:0000:0C00>Yeşil Kadeh
,N_Wear07,<0E:0009:0000:0C00>Hartenjeans,<0E:0009:0000:0C00>Heart Jeans,<0E:0009:0000:0C00>Jean à cœur,<0E:0009:0000:0C00>Herz-Jeans,<0E:0009:0000:0C00>Jeans Cuore,<0E:0009:0000:0C00>Vaquero corazón,<0E:0009:0000:0C00>Kalpli Kot
,Ns_Badge34,<0E:0009:0000:0C00>Handaura's,<0E:0009:0000:0C00>Hand Auras,<0E:0009:0000:0C00>Mains,<0E:0009:0000:0C00>Palast-Auren,<0E:0009:0000:0C00>Tessere Aura,<0E:0009:0000:0C00>Medallas Mano,<0E:0009:0000:0C00>El Auraları
,Ns_Wear15,<0E:0009:0000:0C00>Paddenstoelenwinstbroeken,<0E:0009:0000:0C00>Mushwin Pants,<0E:0009:0000:0C00>Pantalons bonus,<0E:0009:0000:0C00>Pilztopf-Hosen,<0E:0009:0000:0C00>Fungopantatubo,<0E:0009:0000:0C00>Pantalones camperos,<0E:0009:0000:0C00>Zafer Mantarı Pantolonu
,E_Badge15,<0E:0009:0000:0500>Meer kracht als je veel paddenstoelen hebt.,<0E:0009:0000:0500>Powers you up if you've got a lot of Mushrooms!,<0E:0009:0000:0500>Renforce les détenteurs de nombreux champis.,<0E:0009:0000:0500>Mit vielen Pilzen gewinnst du an Kraft!,<0E:0009:0000:0500>Più potenza se hai tanti funghi!,"<0E:0009:0000:0500>Esencial para los fans de los champiñones:
cuantos más tengas, más te potencia.",<0E:0009:0000:0500>Çok Mantarın varsa seni güçlendirir!
,E_GeraPuti,<0E:0009:0000:0500>Buono Boono-melange: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> DEF,<0E:0009:0000:0500>Starbeans blend: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> DEF,<0E:0009:0000:0500>Breuvage : + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> pts DÉF.,<0E:0009:0000:0500>VERT. plus <0E:0000:0003:2C64FFFF>zwei<0E:0000:0003:373737FF>,<0E:0009:0000:0500>Miscela del Bar del Fagiolo Stella: + <0E:0000:0003:2C64FFFF>2 <0E:0000:0003:373737FF>DIF,<0E:0009:0000:0500> + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> puntos DEFENSA,<0E:0009:0000:0500>Yıldızfasulye harmanı: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> SAV
,F_Badge49,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Pokey-bloemen<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pokey Flowers <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fleurs de Pokey<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pokey-Blumen <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Marghibruco<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Flores de Pokey<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pokey Çiçekleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear21,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>boonsterbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Beanstar Pants <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pant. Végétoile <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>SB-Hosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantaloni Stella<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones Estelares <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fasulya Yıldızı Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge48,<0E:0009:0000:0C00>Zeebenenbadge,<0E:0009:0000:0C00>Sea Legs Badge,<0E:0009:0000:0C00>Badge tentacules,<0E:0009:0000:0C00>Schwimmschuppe,<0E:0009:0000:0C00>Tessera Lupo di mare,<0E:0009:0000:0C00>Medalla Tentáculo,<0E:0009:0000:0C00>Denizci Rozeti
,N_EvItem05,<0E:0009:0000:0C00>Rode grinnikvrucht,<0E:0009:0000:0C00>Red Chuckola Fruit,<0E:0009:0000:0C00>Fruit jovia rouge,<0E:0009:0000:0C00>Rote Lachb.,<0E:0009:0000:0C00>Bacca ridolina rossa,<0E:0009:0000:0C00>Juva tinta,<0E:0009:0000:0C00>Kırmızı Kıkırola Meyvesi
,N_SuperKinoko,<0E:0009:0000:0C00>Superpaddenstoel,<0E:0009:0000:0C00>Super Mushroom,<0E:0009:0000:0C00>Super champi,<0E:0009:0000:0C00>Superpilz,<0E:0009:0000:0C00>Super Fungo,<0E:0009:0000:0C00>Superchampiñón,<0E:0009:0000:0C00>Süper Mantar
,N_Wear08,<0E:0009:0000:0C00>Plaidbroek,<0E:0009:0000:0C00>Plaid Trousers,<0E:0009:0000:0C00>Pantalon plaid,<0E:0009:0000:0C00>Karo-Hose,<0E:0009:0000:0C00>Pantaloni Moda,<0E:0009:0000:0C00>Pantalón superguay,<0E:0009:0000:0C00>Ekose Pantolon
,Ns_Badge35,<0E:0009:0000:0C00>Mokerharten,<0E:0009:0000:0C00>Sledge Hearts,<0E:0009:0000:0C00>Badges marteau,<0E:0009:0000:0C00>Schlittenherzen,<0E:0009:0000:0C00>Slitte Cuore,<0E:0009:0000:0C00>Corazones Marti,<0E:0009:0000:0C00>Balyoz Kalpleri
,Ns_Wear16,<0E:0009:0000:0C00>Gelukspaddenstoelenbroeken,<0E:0009:0000:0C00>Mushluck Pants,<0E:0009:0000:0C00>Pantalons chance,<0E:0009:0000:0C00>Pilzglück-Hosen,<0E:0009:0000:0C00>Fungo Sgualciti,<0E:0009:0000:0C00>Pantalones Champisuerte,<0E:0009:0000:0C00>Mantar Şansı Pantolonu
,E_Badge16,"<0E:0009:0000:0500>Geeft tijdelijk meer kracht
aan het begin van een gevecht.",<0E:0009:0000:0500>Briefly powers you up at the start of battle.,<0E:0009:0000:0500>Renforce temporairement au début du combat.,<0E:0009:0000:0500>Verleiht dir zu Kampfbeginn kurzzeitig Kraft.,<0E:0009:0000:0500>Più potenza per breve tempo a inizio scontro.,"<0E:0009:0000:0500>Te potencia brevemente
al inicio del combate.",<0E:0009:0000:0500>Savaşın başında kısa süreliğine seni güçlendirir.
,E_Kinoko,<0E:0009:0000:0500>Herstel <0E:0000:0003:2C64FFFF>30<0E:0000:0003:373737FF> HP.,<0E:0009:0000:0500>Recover <0E:0000:0003:2C64FFFF>30<0E:0000:0003:373737FF> HP.,<0E:0009:0000:0500>Restaure <0E:0000:0003:2C64FFFF>30 <0E:0000:0003:373737FF>PV.,<0E:0009:0000:0500><0E:0000:0003:2C64FFFF>30 <0E:0000:0003:373737FF>Kraftpunkte,<0E:0009:0000:0500>Ripristina <0E:0000:0003:2C64FFFF>30<0E:0000:0003:373737FF> cuori,<0E:0009:0000:0500> + <0E:0000:0003:2C64FFFF>30<0E:0000:0003:373737FF> VIDA,<0E:0009:0000:0500><0E:0000:0003:2C64FFFF>30<0E:0000:0003:373737FF> HP yeniler.
,F_Wear22,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Erwtbert-broeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Peasley Slacks <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantalons d'Harik<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Mamek-Chinos<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tute Fagiolino<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones amplios regios <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Peasley Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge49,<0E:0009:0000:0C00>Pokey-bloem,<0E:0009:0000:0C00>Pokey Flower,<0E:0009:0000:0C00>Fleur de cactus,<0E:0009:0000:0C00>Pokey-Blume,<0E:0009:0000:0C00>Tessera Marghibruco,<0E:0009:0000:0C00>Flor de Pokey,<0E:0009:0000:0C00>Pokey Çiçeği
,N_EvItem06,<0E:0009:0000:0C00>Witte grinnikvrucht,<0E:0009:0000:0C00>White Chuckola Fruit,<0E:0009:0000:0C00>Fruit jovia blanc,<0E:0009:0000:0C00>Weiße Lachb.,<0E:0009:0000:0C00>Bacca ridolina bianca,<0E:0009:0000:0C00>Juva blanca,<0E:0009:0000:0C00>Beyaz Kıkırola Meyvesi
,N_Wear09,<0E:0009:0000:0C00>Nr. 1-broek,<0E:0009:0000:0C00>#1 Trousers,<0E:0009:0000:0C00>Pantalon (1),<0E:0009:0000:0C00>Erster-Hose,<0E:0009:0000:0C00>Pantaloni Veloci,<0E:0009:0000:0C00>Pantalón As,<0E:0009:0000:0C00>#1 Pantolon
,Ns_Badge36,<0E:0009:0000:0C00>Te gekke badges,<0E:0009:0000:0C00>Lucky Bros.,<0E:0009:0000:0C00>Pierres de chance,<0E:0009:0000:0C00>Glückssteine,<0E:0009:0000:0C00>Pietre fortunate,<0E:0009:0000:0C00>Piedras Fortuna,<0E:0009:0000:0C00>Şanslı Kardeşler
,Ns_EvItem29,<0E:0009:0000:0C00>Doppies,<0E:0009:0000:0C00>Beanlets,<0E:0009:0000:0C00>Lapois,<0E:0009:0000:0C00>Bohnkatzen,<0E:0009:0000:0C00>Fagiolcani,<0E:0009:0000:0C00>Guisantines,<0E:0009:0000:0C00>Fasulyacıklar
,Ns_Wear17,<0E:0009:0000:0C00>Schandalige jeans,<0E:0009:0000:0C00>Scandal Jeans,<0E:0009:0000:0C00>Jeans-scandale,<0E:0009:0000:0C00>Skandal-Jeans,<0E:0009:0000:0C00>Jeans Scandalosi,<0E:0009:0000:0C00>Vaqueros Rayo,<0E:0009:0000:0C00>Skandal Kot
,E_Badge17,<0E:0009:0000:0500>Herstelt automatisch je duopunten. Wat een wonder!,<0E:0009:0000:0500>Automatically restores BP. Wonders never cease!,<0E:0009:0000:0500>Restaure automatiquement les PF !,<0E:0009:0000:0500>Man staune: Stellt BP automatisch wieder her!,<0E:0009:0000:0500>Fa recuperare PF automaticamente. Che meraviglia!,"<0E:0009:0000:0500>Regenera automáticamente tus
puntos TÁNDEM. ¡Qué maravilla!",<0E:0009:0000:0500>BP'yi otomatik yeniler. Mucizeler bitmiyor!
,Ew_AUTOGUARD,<0E:0009:0000:0500>Auto-afweer,<0E:0009:0000:0500>Auto Guard,<0E:0009:0000:0500>Parade automatique,<0E:0009:0000:0500>Autoverteidigung,<0E:0009:0000:0500>Autodifesa,<0E:0009:0000:0500>Bloquea automáticamente.,<0E:0009:0000:0500>Otomatik Savunma
,F_Wear23,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Booningin-jeans<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Queen B. Jeans <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantalons Végélia<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Mamella-Hosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>PantaFagiolona<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones regios <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kraliçe Fasulye Kotu <0E:0000:0003:E6E6E6FF>dolu!
,N_EvItem07,<0E:0009:0000:0C00>Paarse grinnikvrucht,<0E:0009:0000:0C00>Purple Chuckola Fruit,<0E:0009:0000:0C00>Fruit jovia rosé,<0E:0009:0000:0C00>Rosé-Lachb.,<0E:0009:0000:0C00>Bacca ridolina rosé,<0E:0009:0000:0C00>Juva rosada,<0E:0009:0000:0C00>Mor Kıkırola Meyvesi
,Ns_Badge37,<0E:0009:0000:0C00>Bowser-vuisten,<0E:0009:0000:0C00>Bowser Fists,<0E:0009:0000:0C00>Poings de Bowser,<0E:0009:0000:0C00>Bowser-Fäuste,<0E:0009:0000:0C00>Pugni Bowser,<0E:0009:0000:0C00>Puños Bowser,<0E:0009:0000:0C00>Bowser Yumrukları
,Ns_Wear18,<0E:0009:0000:0C00>Straatjeans,<0E:0009:0000:0C00>Street Jeans,<0E:0009:0000:0C00>Jeans de rue,<0E:0009:0000:0C00>Straßen-Jeans,<0E:0009:0000:0C00>Street Jeans,<0E:0009:0000:0C00>Vaqueros sobrios,<0E:0009:0000:0C00>Sokak Kotu
,E_Badge18,"<0E:0009:0000:0500>Een glinsterende, prachtige badge.","<0E:0009:0000:0500>A sparkling, beautiful badge.",<0E:0009:0000:0500>Joli badge.,<0E:0009:0000:0500>Glänzend und sehr schön.,<0E:0009:0000:0500>Davvero carina! Lampeggia.,<0E:0009:0000:0500>No has visto una medalla más bonita.,"<0E:0009:0000:0500>Işıl ışıl, çok güzel bir rozet."
,F_GoldenKinoko,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>gouden paddenstoelen<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Golden Mushrooms <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Champis or<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Gold-Pilze<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Funghi d'Oro<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Champiñones dorados <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Altın Mantarlar <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear24,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>merkjeans<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>B. Brand Jeans <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Jeans à 5 pois 1<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bohni's Jeans<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Jeans Marca B.<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Vaqueros pijos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fasulya Marka Kot <0E:0000:0003:E6E6E6FF>dolu!
,N_EvItem08,<0E:0009:0000:0C00>Scheepspas,<0E:0009:0000:0C00>Membership Card,<0E:0009:0000:0C00>Carte de membre,<0E:0009:0000:0C00>Mitgliedsausweis,<0E:0009:0000:0C00>Tessera,<0E:0009:0000:0C00>Carné,<0E:0009:0000:0C00>Üyelik Kartı
,Ns_Badge38,<0E:0009:0000:0C00>Bowser-tanden,<0E:0009:0000:0C00>Bowser Fangs,<0E:0009:0000:0C00>Punchs de Bowser,<0E:0009:0000:0C00>Bowser-Klauen,<0E:0009:0000:0C00>Zanne Bowser,<0E:0009:0000:0C00>Colmillos Bowser,<0E:0009:0000:0C00>Bowser Dişleri
,Ns_GeraSt,<0E:0009:0000:0C00>Grinnikmelanges,<0E:0009:0000:0C00>Chuckle Blend,<0E:0009:0000:0C00>Mélanges Soda,<0E:0009:0000:0C00>Grinsebohnensäfte,<0E:0009:0000:0C00>Miscele Ghigno,<0E:0009:0000:0C00>Jijíretos,<0E:0009:0000:0C00>Kıkır Harmanı
,Ns_Wear19,<0E:0009:0000:0C00>Tropische broeken,<0E:0009:0000:0C00>Tropic Slacks,<0E:0009:0000:0C00>Pantalons d'été,<0E:0009:0000:0C00>Tropen-Hosen,<0E:0009:0000:0C00>Pantaloni Tropici,<0E:0009:0000:0C00>Pantalones tropicales,<0E:0009:0000:0C00>Tropik Pantolon
,E_Badge19,<0E:0009:0000:0500>Tegenstanders laten vaker voorwerpen vallen.,<0E:0009:0000:0500>Cause foes to drop items more often.,<0E:0009:0000:0500>Les monstres vaincus abandonnent plus d'objets.,<0E:0009:0000:0500>Gegner werden gerne mal um ihre Items erleichtert.,<0E:0009:0000:0500>I nemici lasciano cadere oggetti più spesso.,"<0E:0009:0000:0500>Hace que a los oponentes
se les caigan más objetos.",<0E:0009:0000:0500>Düşmanların daha sık eşya düşürmesini sağlar.
,F_Wear25,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>hartenbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Heart Slacks <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantalons à cœur<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Panzerhosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tute Cuore <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones amplios corazón <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kalp Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,N_EvItem09,<0E:0009:0000:0C00>Wulkenkaart,<0E:0009:0000:0C00>Winkle Card,<0E:0009:0000:0C00>Honneur escargot,<0E:0009:0000:0C00>Kriechenorden,<0E:0009:0000:0C00>Premio Lumaca,<0E:0009:0000:0C00>Tarjeta Caracol,<0E:0009:0000:0C00>Salyangoz Kartı
,Ns_Badge39,<0E:0009:0000:0C00>Stekelbadges,<0E:0009:0000:0C00>Spike Badges,<0E:0009:0000:0C00>Badges pics,<0E:0009:0000:0C00>Stachelkiller,<0E:0009:0000:0C00>Tessere Spina ,<0E:0009:0000:0C00>Medallas Lima,<0E:0009:0000:0C00>Diken Rozetleri
,F_Wear26,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>vrijetijdsbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Casual Slacks <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pant. quotidiens<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Freizeit-Hosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantaloni Casual<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones sport <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Rahat Pantolon <0E:0000:0003:E6E6E6FF>dolu!
,E_Wear50,<0E:0009:0000:0500>Maakt de overgebleven broer sterker.,<0E:0009:0000:0500>Jeans that strengthen the last Bro standing.,"<0E:0009:0000:0500>Renforce un combattant dont le frère
d'armes a perdu connaissance.",<0E:0009:0000:0500>Stärkt den noch im Kampf verbliebenen Bruder.,<0E:0009:0000:0500>Potenziano l'ultimo fratello rimasto.,<0E:0009:0000:0500>Te potencian cuando tu hermano cae en combate.,<0E:0009:0000:0500>Ayakta kalan son Kardeşi güçlendiren kot.
,F_Wear27,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>bubbelbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bubbles's Gear <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pant. Baramkar<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Invino-Hosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>PantaFrizzanti <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones Bodegas <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bubbles'ın Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,E_Syrup,<0E:0009:0000:0500>Herstel <0E:0000:0003:2C64FFFF>15 <0E:0000:0003:373737FF>duopunten.,<0E:0009:0000:0500>Recover <0E:0000:0003:2C64FFFF>15 <0E:0000:0003:373737FF>Bros. Points.,<0E:0009:0000:0500>Rend <0E:0000:0003:2C64FFFF>15<0E:0000:0003:373737FF> PF.,<0E:0009:0000:0500><0E:0000:0003:2C64FFFF>15 <0E:0000:0003:373737FF>Brüderpunkte,<0E:0009:0000:0500>Ripristina <0E:0000:0003:2C64FFFF>15<0E:0000:0003:373737FF> Punti Fratelli,<0E:0009:0000:0500> + <0E:0000:0003:2C64FFFF>15<0E:0000:0003:373737FF> puntos TÁNDEM,<0E:0009:0000:0500><0E:0000:0003:2C64FFFF>15<0E:0000:0003:373737FF> Kardeş Puanı yeniler.
,E_Wear51,<0E:0009:0000:0500>Maakt je sneller als je geen badges gebruikt.,<0E:0009:0000:0500>Pants that up your SPEED when you're badgeless.,"<0E:0009:0000:0500>Augmente votre VIT. si vous
ne portez pas de badge.","<0E:0009:0000:0500>Stärkt GES., wenn du keinen Orden trägst.",<0E:0009:0000:0500>Più VEL se non hai una tessera equipaggiata.,<0E:0009:0000:0500>Aumenta tu VELOCIDAD si no llevas medallas.,<0E:0009:0000:0500>Rozet takmadığında HIZ değerini artıran pantolon.
,Ew_GRAVITY_LIGHT,<0E:0009:0000:0500>LICHTGEWICHT,<0E:0009:0000:0500>LIGHT G,<0E:0009:0000:0500>Gravité légère,<0E:0009:0000:0500>Leichtkraft,<0E:0009:0000:0500>Togli Gravità,<0E:0009:0000:0500>GRAVEDAD LIGERA.,<0E:0009:0000:0500>HAFİF G
,F_Wear28,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>slimme broeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Smart Pants <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pant. Hahadémie<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hochschul-Hosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>PantaCrepapelle <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones académicos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Akıllı Pantolon <0E:0000:0003:E6E6E6FF>dolu!
,N_UltraNut,<0E:0009:0000:0C00>Ultrapinda,<0E:0009:0000:0C00>Ultra Nut,<0E:0009:0000:0C00>Ultra noisette,<0E:0009:0000:0C00>Ultra-Nuss,<0E:0009:0000:0C00>Ultranocciola,<0E:0009:0000:0C00>Ultrafruto,<0E:0009:0000:0C00>Ultra Ceviz
,Ns_MaxSyrup,<0E:0009:0000:0C00>Wondersiroop,<0E:0009:0000:0C00>Max Syrups,<0E:0009:0000:0C00>Sirops max,<0E:0009:0000:0C00>MAX-Sirupe,<0E:0009:0000:0C00>Sciroppi MAX,<0E:0009:0000:0C00>Jarabes maxi,<0E:0009:0000:0C00>Maks Şuruplar
,E_Wear52,"<0E:0009:0000:0500>Halveert je HP, maar verbetert je eigenschappen.",<0E:0009:0000:0500>Cuts your HP in half and boosts your stats.,"<0E:0009:0000:0500>Divise vos PV par deux mais
améliore vos statistiques.","<0E:0009:0000:0500>Halbiert deine KP, aber erhöht im Gegenzug deine
Statuswerte.","<0E:0009:0000:0500>Potenzia le tue caratteristiche, ma ti dimezza i PV.","<0E:0009:0000:0500>Reduce tu VIDA a la mitad y aumenta
algunas características.",<0E:0009:0000:0500>HP'ni yarıya indirir ama diğer özelliklerini yükseltir.
